Tarih,TP_KYBKATFON_KB2,TP_KYBKATFON_KB2
2017-04-14,2017-15,6569.46
2017-04-21,2017-16,6753.48
2017-04-28,2017-17,7164.84
2017-05-05,2017-18,7206.65
2017-05-12,2017-19,7194.38
2017-05-19,2017-20,7278.86
2017-05-26,2017-21,7310.9
2017-06-02,2017-22,7513.83
2017-06-09,2017-23,7535.61
2017-06-16,2017-24,7653.04
2017-06-23,2017-25,7679.96
2017-06-30,2017-26,7612.43
2017-07-07,2017-27,7386.24
2017-07-14,2017-28,7452.76
2017-07-21,2017-29,7543.69
2017-07-28,2017-30,7741.38
2017-08-04,2017-31,7779.79
2017-08-11,2017-32,7822.92
2017-08-18,2017-33,7865.79
2017-08-25,2017-34,8116.66
2017-09-01,2017-35,8288.1
2017-09-08,2017-36,8343.78
2017-09-15,2017-37,8317.38
2017-09-22,2017-38,8245.52
2017-09-29,2017-39,8121.5
2017-10-06,2017-40,7934.86
2017-10-13,2017-41,7794.05
2017-10-20,2017-42,7732.58
2017-10-27,2017-43,7439.7
2017-11-03,2017-44,7231.49
2017-11-10,2017-45,7325.39
2017-11-17,2017-46,7336.43
2017-11-24,2017-47,7386.66
2017-12-01,2017-48,7431.65
2017-12-08,2017-49,7438.73
2017-12-15,2017-50,7391.38
2017-12-22,2017-51,7547.47
2017-12-29,2017-52,7769.66
2018-01-05,2018-1,7785.7
2018-01-12,2018-2,7823.83
2018-01-19,2018-3,7853.87
2018-01-26,2018-4,8028.89
2018-02-02,2018-5,8001.72
2018-02-09,2018-6,7722.27
2018-02-16,2018-7,8035.73
2018-02-23,2018-8,7994.27
2018-03-02,2018-9,7877.61
2018-03-09,2018-10,7886.41
2018-03-16,2018-11,7697.74
2018-03-23,2018-12,7502.67
2018-03-30,2018-13,7462.16
2018-04-06,2018-14,7344.25
2018-04-13,2018-15,7467.1
2018-04-20,2018-16,7603.31
2018-04-27,2018-17,7733.57
2018-05-04,2018-18,7571.5
2018-05-11,2018-19,7691.77
2018-05-18,2018-20,7687.09
2018-05-25,2018-21,8020.12
2018-06-01,2018-22,8035.5
2018-06-08,2018-23,8239.5
2018-06-15,2018-24,8023.71
2018-06-22,2018-25,7917.89
2018-06-29,2018-26,7916.51
2018-07-06,2018-27,7801.06
2018-07-13,2018-28,7405.89
2018-07-20,2018-29,7571.61
2018-07-27,2018-30,7507.81
2018-08-03,2018-31,7517.3
2018-08-10,2018-32,7691.15
2018-08-17,2018-33,7399.65
2018-08-24,2018-34,7446.58
2018-08-31,2018-35,7485.08
2018-09-07,2018-36,7468.92
2018-09-14,2018-37,7754.55
2018-09-21,2018-38,7849.42
2018-09-28,2018-39,7980.64
2018-10-05,2018-40,7835.83
2018-10-12,2018-41,7952.07
2018-10-19,2018-42,7879.65
2018-10-26,2018-43,7990.95
2018-11-02,2018-44,8096.96
2018-11-09,2018-45,8041.39
2018-11-16,2018-46,8113.61
2018-11-23,2018-47,8196.78
2018-11-30,2018-48,8142.55
2018-12-07,2018-49,8193.5
2018-12-14,2018-50,8151.48
2018-12-21,2018-51,8383.25
2018-12-28,2018-52,8599.86
2019-01-04,2019-1,8492.2
2019-01-11,2019-2,8508.69
2019-01-18,2019-3,8748.87
2019-01-25,2019-4,8939.79
2019-02-01,2019-5,9158.36
2019-02-08,2019-6,9056.26
2019-02-15,2019-7,9024.96
2019-02-22,2019-8,9133.89
2019-03-01,2019-9,9130.09
2019-03-08,2019-10,9179.04
2019-03-15,2019-11,9418.31
2019-03-22,2019-12,9518.32
2019-03-29,2019-13,9854.71
2019-04-05,2019-14,9758.59
2019-04-12,2019-15,9708.39
2019-04-19,2019-16,9732.86
2019-04-26,2019-17,9814.66
2019-05-03,2019-18,9830.13
2019-05-10,2019-19,10060.74
2019-05-17,2019-20,10126.55
2019-05-24,2019-21,10158.87
2019-05-31,2019-22,10384.13
2019-06-07,2019-23,10788.45
2019-06-14,2019-24,10683.8
2019-06-21,2019-25,11080.34
2019-06-28,2019-26,11162.79
2019-07-05,2019-27,11059.28
2019-07-12,2019-28,11061.43
2019-07-19,2019-29,11179.06
2019-07-26,2019-30,11140.8
2019-08-02,2019-31,11159.38
2019-08-09,2019-32,11214.02
2019-08-16,2019-33,11122.71
2019-08-23,2019-34,10995.6
2019-08-30,2019-35,11014.77
2019-09-06,2019-36,11129.17
2019-09-13,2019-37,11268.09
2019-09-20,2019-38,11249.81
2019-09-27,2019-39,11377.3
2019-10-04,2019-40,11429.0
2019-10-11,2019-41,11420.42
2019-10-18,2019-42,11444.89
2019-10-25,2019-43,11474.16
2019-11-01,2019-44,11679.95
2019-11-08,2019-45,11471.4
2019-11-15,2019-46,11504.04
2019-11-22,2019-47,11636.98
2019-11-29,2019-48,11600.75
2019-12-06,2019-49,11629.03
2019-12-13,2019-50,11696.27
2019-12-20,2019-51,11606.69
2019-12-27,2019-52,11562.51
2020-01-03,2020-1,11659.29
2020-01-10,2020-2,11665.22
2020-01-17,2020-3,11728.44
2020-01-24,2020-4,11671.63
2020-01-31,2020-5,11884.9
2020-02-07,2020-6,11744.81
2020-02-14,2020-7,11710.91
2020-02-21,2020-8,11764.07
2020-02-28,2020-9,11859.01
2020-03-06,2020-10,12177.0
2020-03-13,2020-11,11882.41
2020-03-20,2020-12,11560.52
2020-03-27,2020-13,11705.51
2020-04-03,2020-14,11309.47
2020-04-10,2020-15,11406.73
2020-04-17,2020-16,11259.93
2020-04-24,2020-17,11387.16
2020-05-01,2020-18,11505.82
2020-05-08,2020-19,12169.05
2020-05-15,2020-20,11802.48
2020-05-22,2020-21,11872.75
2020-05-29,2020-22,11814.88
2020-06-05,2020-23,11701.23
2020-06-12,2020-24,11450.05
2020-06-19,2020-25,11488.74
2020-06-26,2020-26,11532.3
2020-07-03,2020-27,11519.24
2020-07-10,2020-28,11678.42
2020-07-17,2020-29,11807.25
2020-07-24,2020-30,12032.32
2020-07-31,2020-31,12373.76
2020-08-07,2020-32,12413.96
2020-08-14,2020-33,12318.9
2020-08-21,2020-34,12116.92
2020-08-28,2020-35,12155.52
2020-09-04,2020-36,12145.82
2020-09-11,2020-37,12210.61
2020-09-18,2020-38,12208.29
2020-09-25,2020-39,12300.12
2020-10-02,2020-40,12311.18
2020-10-09,2020-41,12431.52
2020-10-16,2020-42,12440.24
2020-10-23,2020-43,12599.65
2020-10-30,2020-44,12753.24
2020-11-06,2020-45,12977.93
2020-11-13,2020-46,13159.84
2020-11-20,2020-47,13318.14
2020-11-27,2020-48,13243.63
2020-12-04,2020-49,13232.57
2020-12-11,2020-50,13290.33
2020-12-18,2020-51,13545.95
2020-12-25,2020-52,13560.62
2021-01-01,2021-1,13656.3
2021-01-08,2021-2,13535.1
2021-01-15,2021-3,13501.31
2021-01-22,2021-4,13535.61
2021-01-29,2021-5,13625.58
2021-02-05,2021-6,13623.62
2021-02-12,2021-7,13780.07
2021-02-19,2021-8,13777.95
2021-02-26,2021-9,13743.8
2021-03-05,2021-10,13567.44
2021-03-12,2021-11,13545.48
2021-03-19,2021-12,13824.13
2021-03-26,2021-13,13412.39
2021-04-02,2021-14,13433.13
2021-04-09,2021-15,13637.4
2021-04-16,2021-16,13884.21
2021-04-23,2021-17,13882.31
2021-04-30,2021-18,13827.49
2021-05-07,2021-19,13971.83
2021-05-14,2021-20,13961.94
2021-05-21,2021-21,13924.67
2021-05-28,2021-22,14222.55
2021-06-04,2021-23,14114.86
2021-06-11,2021-24,14353.14
2021-06-18,2021-25,14096.4
2021-06-25,2021-26,14085.13
2021-07-02,2021-27,14270.04
2021-07-09,2021-28,14427.39
2021-07-16,2021-29,14639.02
2021-07-23,2021-30,14631.24
2021-07-30,2021-31,14863.27
2021-08-06,2021-32,14872.56
2021-08-13,2021-33,14764.13
2021-08-20,2021-34,15051.27
2021-08-27,2021-35,15143.06
2021-09-03,2021-36,15302.68
2021-09-10,2021-37,15284.86
2021-09-17,2021-38,15240.54
2021-09-24,2021-39,15037.27
2021-10-01,2021-40,14993.75
2021-10-08,2021-41,15052.25
2021-10-15,2021-42,15171.39
2021-10-22,2021-43,15350.39
2021-10-29,2021-44,15402.82
2021-11-05,2021-45,15594.95
2021-11-12,2021-46,15663.11
2021-11-19,2021-47,15853.29
2021-11-26,2021-48,15869.04
2021-12-03,2021-49,15963.09
2021-12-10,2021-50,16049.24
2021-12-17,2021-51,16808.16
2021-12-24,2021-52,16713.18
2021-12-31,2021-53,16566.73
2022-01-07,2022-1,16229.76
2022-01-14,2022-2,16220.4
2022-01-21,2022-3,16044.46
2022-01-28,2022-4,15824.16
2022-02-04,2022-5,15585.55
2022-02-11,2022-6,15502.6
2022-02-18,2022-7,14817.07
2022-02-25,2022-8,14972.94
2022-03-04,2022-9,14940.49
2022-03-11,2022-10,15041.71
2022-03-18,2022-11,15041.44
2022-03-25,2022-12,15027.11
2022-04-01,2022-13,15023.15
2022-04-08,2022-14,14935.49
2022-04-15,2022-15,15036.29
2022-04-22,2022-16,15155.54
2022-04-29,2022-17,15019.87
2022-05-06,2022-18,14966.43
2022-05-13,2022-19,15002.58
2022-05-20,2022-20,14987.55
2022-05-27,2022-21,14928.64
2022-06-03,2022-22,14818.16
2022-06-10,2022-23,14629.11
2022-06-17,2022-24,14713.99
2022-06-24,2022-25,15115.44
2022-07-01,2022-26,14747.02
2022-07-08,2022-27,14751.17
2022-07-15,2022-28,14880.89
2022-07-22,2022-29,14897.37
2022-07-29,2022-30,14959.4
2022-08-05,2022-31,15178.29
2022-08-12,2022-32,15272.83
2022-08-19,2022-33,15361.35
2022-08-26,2022-34,15375.57
2022-09-02,2022-35,15407.25
2022-09-09,2022-36,15428.18
2022-09-16,2022-37,15625.46
2022-09-23,2022-38,15597.22
2022-09-30,2022-39,15808.33
2022-10-07,2022-40,16618.41
2022-10-14,2022-41,17081.74
2022-10-21,2022-42,17284.8
2022-10-28,2022-43,16420.0
2022-11-04,2022-44,16128.3
2022-11-11,2022-45,15917.95
2022-11-18,2022-46,15746.03
2022-11-25,2022-47,15179.6
2022-12-02,2022-48,14923.81
2022-12-09,2022-49,14090.29
2022-12-16,2022-50,13794.4
2022-12-23,2022-51,12632.57
2022-12-30,2022-52,12464.7
2023-01-06,2023-1,12700.6
2023-01-13,2023-2,13251.39
2023-01-20,2023-3,12749.42
2023-01-27,2023-4,12829.71
2023-02-03,2023-5,12414.12
2023-02-10,2023-6,12432.14
2023-02-17,2023-7,12145.14
2023-02-24,2023-8,11529.46
2023-03-03,2023-9,11616.51
2023-03-10,2023-10,11620.23
2023-03-17,2023-11,11361.1
2023-03-24,2023-12,11752.96
2023-03-31,2023-13,11244.52
2023-04-07,2023-14,11903.09
2023-04-14,2023-15,11684.64
2023-04-21,2023-16,12068.14
2023-04-28,2023-17,11218.55
2023-05-05,2023-18,11839.27
2023-05-12,2023-19,11444.02
2023-05-19,2023-20,11543.07
2023-05-26,2023-21,10947.35
2023-06-02,2023-22,11452.93
2023-06-09,2023-23,11133.1
2023-06-16,2023-24,11360.2
2023-06-23,2023-25,10718.26
2023-06-30,2023-26,10865.86
2023-07-07,2023-27,11045.8
2023-07-14,2023-28,11460.63
2023-07-21,2023-29,11400.24
2023-07-28,2023-30,11323.71
2023-08-04,2023-31,11461.25
2023-08-11,2023-32,11630.76
2023-08-18,2023-33,11524.23
2023-08-25,2023-34,11768.76
2023-09-01,2023-35,11804.82
2023-09-08,2023-36,11914.95
2023-09-15,2023-37,12028.96
2023-09-22,2023-38,11909.13
2023-09-29,2023-39,11438.91
2023-10-06,2023-40,11831.3
2023-10-13,2023-41,11821.51
2023-10-20,2023-42,12068.33
2023-10-27,2023-43,11798.8
2023-11-03,2023-44,11959.96
2023-11-10,2023-45,11891.0
2023-11-17,2023-46,11933.59
2023-11-24,2023-47,11545.11
2023-12-01,2023-48,11761.38
2023-12-08,2023-49,11746.5
2023-12-15,2023-50,11831.63
2023-12-22,2023-51,11698.3
2023-12-29,2023-52,12367.99
2024-01-05,2024-1,12037.07
2024-01-12,2024-2,11919.13
2024-01-19,2024-3,11695.97
2024-01-26,2024-4,11911.9
2024-02-02,2024-5,11859.78
2024-02-09,2024-6,11886.1
2024-02-16,2024-7,11445.86
2024-02-23,2024-8,11853.63
2024-03-01,2024-9,11988.64
2024-03-08,2024-10,12117.23
2024-03-15,2024-11,11770.41
2024-03-22,2024-12,12119.04
2024-03-29,2024-13,12017.62
2024-04-05,2024-14,11865.24
2024-04-12,2024-15,11694.79
2024-04-19,2024-16,11645.03
2024-04-26,2024-17,11396.38
2024-05-03,2024-18,11358.12
2024-05-10,2024-19,10893.86
2024-05-17,2024-20,10973.25
2024-05-24,2024-21,10718.4
2024-05-31,2024-22,10660.07
2024-06-07,2024-23,10585.94
2024-06-14,2024-24,10463.88
2024-06-21,2024-25,10522.0
2024-06-28,2024-26,10382.77
2024-07-05,2024-27,10341.45
2024-07-12,2024-28,10287.11
2024-07-19,2024-29,10283.89
2024-07-26,2024-30,10351.03
2024-08-02,2024-31,10203.43
2024-08-09,2024-32,10454.08
2024-08-16,2024-33,10339.74
2024-08-23,2024-34,10557.51
2024-08-30,2024-35,10344.5
2024-09-06,2024-36,10620.31
2024-09-13,2024-37,10563.46
2024-09-20,2024-38,10607.04
2024-09-27,2024-39,10445.58
2024-10-04,2024-40,10613.09
2024-10-11,2024-41,10278.87
2024-10-18,2024-42,10261.21
2024-10-25,2024-43,10159.19
2024-11-01,2024-44,10209.15
2024-11-08,2024-45,10134.46
2024-11-15,2024-46,10092.74
2024-11-22,2024-47,10027.97
2024-11-29,2024-48,10062.18
2024-12-06,2024-49,10213.2
2024-12-13,2024-50,10445.53
2024-12-20,2024-51,10505.41
2024-12-27,2024-52,10539.71
2025-01-03,2025-1,10589.24
2025-01-10,2025-2,10581.45
2025-01-17,2025-3,10624.25
2025-01-24,2025-4,10630.85
2025-01-31,2025-5,10583.15
2025-02-07,2025-6,10964.39
2025-02-14,2025-7,10829.37
2025-02-21,2025-8,10915.56
2025-02-28,2025-9,10750.33
2025-03-07,2025-10,10898.92
2025-03-14,2025-11,10987.84
2025-03-21,2025-12,11586.63
2025-03-28,2025-13,11398.42
2025-04-04,2025-14,11518.45
2025-04-11,2025-15,11386.76
2025-04-18,2025-16,11496.48
2025-04-25,2025-17,11500.57
2025-05-02,2025-18,11538.68
2025-05-09,2025-19,11264.23
2025-05-16,2025-20,11280.09
2025-05-23,2025-21,11236.71
2025-05-30,2025-22,11047.44
2025-06-06,2025-23,11243.38
2025-06-13,2025-24,11406.14
2025-06-20,2025-25,11341.42
2025-06-27,2025-26,11733.33
2025-07-04,2025-27,11434.33
2025-07-11,2025-28,11529.97
2025-07-18,2025-29,11396.38
2025-07-25,2025-30,11762.81
2025-08-01,2025-31,11330.97
2025-08-08,2025-32,11650.52
2025-08-15,2025-33,11598.28
2025-08-22,2025-34,11960.81
2025-08-29,2025-35,11792.25
2025-09-05,2025-36,12049.95
2025-09-12,2025-37,11899.39
2025-09-19,2025-38,11923.63
2025-09-26,2025-39,11860.57
2025-10-03,2025-40,11910.61
