Tarih,TP_KYBKATFON_KB3,TP_KYBKATFON_KB3
2017-05-05,2017-18,2644.78
2017-05-12,2017-19,2673.59
2017-05-19,2017-20,2602.04
2017-05-26,2017-21,2577.94
2017-06-02,2017-22,2611.44
2017-06-09,2017-23,2630.48
2017-06-16,2017-24,2652.15
2017-06-23,2017-25,2711.93
2017-06-30,2017-26,2574.05
2017-07-07,2017-27,2470.48
2017-07-14,2017-28,2561.08
2017-07-21,2017-29,2597.58
2017-07-28,2017-30,2629.84
2017-08-04,2017-31,2614.93
2017-08-11,2017-32,2649.8
2017-08-18,2017-33,2681.52
2017-08-25,2017-34,2713.78
2017-09-01,2017-35,2720.13
2017-09-08,2017-36,2705.86
2017-09-15,2017-37,2727.44
2017-09-22,2017-38,2755.3
2017-09-29,2017-39,2767.09
2017-10-06,2017-40,2720.24
2017-10-13,2017-41,2770.19
2017-10-20,2017-42,2829.54
2017-10-27,2017-43,2833.5
2017-11-03,2017-44,2879.51
2017-11-10,2017-45,2960.34
2017-11-17,2017-46,3028.72
2017-11-24,2017-47,2994.01
2017-12-01,2017-48,2998.69
2017-12-08,2017-49,3100.95
2017-12-15,2017-50,3094.7
2017-12-22,2017-51,3085.27
2017-12-29,2017-52,3130.77
2018-01-05,2018-1,3166.26
2018-01-12,2018-2,3197.57
2018-01-19,2018-3,3205.57
2018-01-26,2018-4,3224.95
2018-02-02,2018-5,3245.87
2018-02-09,2018-6,3335.69
2018-02-16,2018-7,3294.13
2018-02-23,2018-8,3365.18
2018-03-02,2018-9,3321.57
2018-03-09,2018-10,3397.5
2018-03-16,2018-11,3343.69
2018-03-23,2018-12,3403.91
2018-03-30,2018-13,3374.63
2018-04-06,2018-14,3489.85
2018-04-13,2018-15,3527.72
2018-04-20,2018-16,3600.24
2018-04-27,2018-17,3687.47
2018-05-04,2018-18,3690.35
2018-05-11,2018-19,3676.16
2018-05-18,2018-20,3660.83
2018-05-25,2018-21,3714.76
2018-06-01,2018-22,3618.78
2018-06-08,2018-23,3605.43
2018-06-15,2018-24,3730.97
2018-06-22,2018-25,3742.56
2018-06-29,2018-26,3780.32
2018-07-06,2018-27,3736.54
2018-07-13,2018-28,3648.57
2018-07-20,2018-29,3722.7
2018-07-27,2018-30,3725.14
2018-08-03,2018-31,3736.04
2018-08-10,2018-32,3720.24
2018-08-17,2018-33,3500.14
2018-08-24,2018-34,3514.03
2018-08-31,2018-35,3415.86
2018-09-07,2018-36,3339.71
2018-09-14,2018-37,3256.0
2018-09-21,2018-38,3129.96
2018-09-28,2018-39,3152.4
2018-10-05,2018-40,3163.35
2018-10-12,2018-41,3218.53
2018-10-19,2018-42,3253.62
2018-10-26,2018-43,3366.41
2018-11-02,2018-44,3363.0
2018-11-09,2018-45,3385.98
2018-11-16,2018-46,3433.94
2018-11-23,2018-47,3466.47
2018-11-30,2018-48,3479.79
2018-12-07,2018-49,3488.15
2018-12-14,2018-50,3663.51
2018-12-21,2018-51,3672.54
2018-12-28,2018-52,3749.1
2019-01-04,2019-1,3829.67
2019-01-11,2019-2,3901.08
2019-01-18,2019-3,4013.22
2019-01-25,2019-4,4245.77
2019-02-01,2019-5,4268.92
2019-02-08,2019-6,4308.4
2019-02-15,2019-7,4454.32
2019-02-22,2019-8,4422.68
2019-03-01,2019-9,4377.23
2019-03-08,2019-10,4464.32
2019-03-15,2019-11,4400.03
2019-03-22,2019-12,4382.96
2019-03-29,2019-13,4474.32
2019-04-05,2019-14,4548.98
2019-04-12,2019-15,4467.66
2019-04-19,2019-16,4405.16
2019-04-26,2019-17,4495.49
2019-05-03,2019-18,4263.73
2019-05-10,2019-19,4322.91
2019-05-17,2019-20,4443.11
2019-05-24,2019-21,4459.8
2019-05-31,2019-22,4705.44
2019-06-07,2019-23,4696.2
2019-06-14,2019-24,4732.48
2019-06-21,2019-25,4798.22
2019-06-28,2019-26,5046.66
2019-07-05,2019-27,5115.15
2019-07-12,2019-28,5170.12
2019-07-19,2019-29,5173.11
2019-07-26,2019-30,5407.1
2019-08-02,2019-31,5465.86
2019-08-09,2019-32,5467.8
2019-08-16,2019-33,5510.71
2019-08-23,2019-34,5484.69
2019-08-30,2019-35,5457.95
2019-09-06,2019-36,5543.51
2019-09-13,2019-37,5570.01
2019-09-20,2019-38,5709.11
2019-09-27,2019-39,5763.27
2019-10-04,2019-40,5693.73
2019-10-11,2019-41,5595.73
2019-10-18,2019-42,5549.1
2019-10-25,2019-43,5533.12
2019-11-01,2019-44,5404.03
2019-11-08,2019-45,5435.33
2019-11-15,2019-46,5613.17
2019-11-22,2019-47,5645.58
2019-11-29,2019-48,5628.42
2019-12-06,2019-49,5503.85
2019-12-13,2019-50,5493.53
2019-12-20,2019-51,5466.77
2019-12-27,2019-52,5481.59
2020-01-03,2020-1,5544.62
2020-01-10,2020-2,5647.67
2020-01-17,2020-3,5649.12
2020-01-24,2020-4,5664.63
2020-01-31,2020-5,5630.87
2020-02-07,2020-6,5695.8
2020-02-14,2020-7,5798.24
2020-02-21,2020-8,5874.6
2020-02-28,2020-9,5738.79
2020-03-06,2020-10,5506.14
2020-03-13,2020-11,5469.96
2020-03-20,2020-12,5504.29
2020-03-27,2020-13,5434.73
2020-04-03,2020-14,5494.43
2020-04-10,2020-15,5302.84
2020-04-17,2020-16,5294.37
2020-04-24,2020-17,5307.41
2020-05-01,2020-18,5298.06
2020-05-08,2020-19,5568.62
2020-05-15,2020-20,5486.84
2020-05-22,2020-21,5391.25
2020-05-29,2020-22,5296.52
2020-06-05,2020-23,5224.16
2020-06-12,2020-24,5181.15
2020-06-19,2020-25,5259.88
2020-06-26,2020-26,5309.24
2020-07-03,2020-27,5238.35
2020-07-10,2020-28,5267.31
2020-07-17,2020-29,5257.94
2020-07-24,2020-30,5317.41
2020-07-31,2020-31,5326.42
2020-08-07,2020-32,5331.93
2020-08-14,2020-33,5403.24
2020-08-21,2020-34,5273.14
2020-08-28,2020-35,5326.1
2020-09-04,2020-36,5352.85
2020-09-11,2020-37,5387.69
2020-09-18,2020-38,5291.59
2020-09-25,2020-39,5357.55
2020-10-02,2020-40,5248.45
2020-10-09,2020-41,5311.14
2020-10-16,2020-42,5454.15
2020-10-23,2020-43,5530.12
2020-10-30,2020-44,5505.58
2020-11-06,2020-45,5575.57
2020-11-13,2020-46,5550.21
2020-11-20,2020-47,5478.75
2020-11-27,2020-48,5378.92
2020-12-04,2020-49,5316.27
2020-12-11,2020-50,5219.98
2020-12-18,2020-51,5182.34
2020-12-25,2020-52,5244.74
2021-01-01,2021-1,5138.98
2021-01-08,2021-2,5141.54
2021-01-15,2021-3,5211.36
2021-01-22,2021-4,5307.61
2021-01-29,2021-5,5372.63
2021-02-05,2021-6,5468.22
2021-02-12,2021-7,5516.25
2021-02-19,2021-8,5566.12
2021-02-26,2021-9,5437.98
2021-03-05,2021-10,5427.89
2021-03-12,2021-11,5425.44
2021-03-19,2021-12,5454.19
2021-03-26,2021-13,5292.63
2021-04-02,2021-14,5224.05
2021-04-09,2021-15,5306.27
2021-04-16,2021-16,5321.11
2021-04-23,2021-17,5311.55
2021-04-30,2021-18,5298.22
2021-05-07,2021-19,5276.2
2021-05-14,2021-20,5243.8
2021-05-21,2021-21,5239.11
2021-05-28,2021-22,5368.83
2021-06-04,2021-23,5434.4
2021-06-11,2021-24,5515.0
2021-06-18,2021-25,5604.08
2021-06-25,2021-26,5578.06
2021-07-02,2021-27,5612.18
2021-07-09,2021-28,5768.1
2021-07-16,2021-29,5871.59
2021-07-23,2021-30,5879.08
2021-07-30,2021-31,6082.63
2021-08-06,2021-32,6078.41
2021-08-13,2021-33,6148.92
2021-08-20,2021-34,6265.85
2021-08-27,2021-35,6438.09
2021-09-03,2021-36,6423.06
2021-09-10,2021-37,6406.45
2021-09-17,2021-38,6434.78
2021-09-24,2021-39,6421.16
2021-10-01,2021-40,6295.95
2021-10-08,2021-41,6262.46
2021-10-15,2021-42,6292.32
2021-10-22,2021-43,6242.1
2021-10-29,2021-44,6277.46
2021-11-05,2021-45,6439.11
2021-11-12,2021-46,6557.68
2021-11-19,2021-47,6592.72
2021-11-26,2021-48,6568.59
2021-12-03,2021-49,6532.23
2021-12-10,2021-50,6668.13
2021-12-17,2021-51,6692.63
2021-12-24,2021-52,6623.32
2021-12-31,2021-53,6457.92
2022-01-07,2022-1,6428.43
2022-01-14,2022-2,6322.9
2022-01-21,2022-3,6337.03
2022-01-28,2022-4,6424.68
2022-02-04,2022-5,6338.27
2022-02-11,2022-6,6269.21
2022-02-18,2022-7,5947.91
2022-02-25,2022-8,5968.02
2022-03-04,2022-9,5994.02
2022-03-11,2022-10,5979.1
2022-03-18,2022-11,5933.59
2022-03-25,2022-12,5950.34
2022-04-01,2022-13,5760.42
2022-04-08,2022-14,5860.1
2022-04-15,2022-15,5833.13
2022-04-22,2022-16,5892.15
2022-04-29,2022-17,6024.59
2022-05-06,2022-18,6174.77
2022-05-13,2022-19,6151.21
2022-05-20,2022-20,6094.4
2022-05-27,2022-21,6015.24
2022-06-03,2022-22,5846.5
2022-06-10,2022-23,5812.49
2022-06-17,2022-24,5919.0
2022-06-24,2022-25,5969.22
2022-07-01,2022-26,6077.11
2022-07-08,2022-27,6071.9
2022-07-15,2022-28,6188.17
2022-07-22,2022-29,6260.36
2022-07-29,2022-30,6243.32
2022-08-05,2022-31,6241.54
2022-08-12,2022-32,6334.11
2022-08-19,2022-33,6372.61
2022-08-26,2022-34,6453.48
2022-09-02,2022-35,6396.07
2022-09-09,2022-36,6473.07
2022-09-16,2022-37,6552.4
2022-09-23,2022-38,6628.26
2022-09-30,2022-39,6697.14
2022-10-07,2022-40,7097.99
2022-10-14,2022-41,6898.75
2022-10-21,2022-42,6720.46
2022-10-28,2022-43,6512.29
2022-11-04,2022-44,6438.48
2022-11-11,2022-45,6206.34
2022-11-18,2022-46,6043.35
2022-11-25,2022-47,5711.84
2022-12-02,2022-48,5524.49
2022-12-09,2022-49,5199.18
2022-12-16,2022-50,4970.05
2022-12-23,2022-51,4503.27
2022-12-30,2022-52,4219.65
2023-01-06,2023-1,4519.62
2023-01-13,2023-2,4441.79
2023-01-20,2023-3,4482.97
2023-01-27,2023-4,4554.82
2023-02-03,2023-5,4537.37
2023-02-10,2023-6,4722.48
2023-02-17,2023-7,4701.43
2023-02-24,2023-8,4498.81
2023-03-03,2023-9,4516.71
2023-03-10,2023-10,4587.89
2023-03-17,2023-11,4412.66
2023-03-24,2023-12,4483.16
2023-03-31,2023-13,4291.33
2023-04-07,2023-14,4423.36
2023-04-14,2023-15,4180.83
2023-04-21,2023-16,4348.77
2023-04-28,2023-17,4065.74
2023-05-05,2023-18,4343.25
2023-05-12,2023-19,4125.86
2023-05-19,2023-20,4376.5
2023-05-26,2023-21,4036.42
2023-06-02,2023-22,4311.65
2023-06-09,2023-23,4111.79
2023-06-16,2023-24,4305.19
2023-06-23,2023-25,3985.04
2023-06-30,2023-26,4001.06
2023-07-07,2023-27,4157.39
2023-07-14,2023-28,4307.51
2023-07-21,2023-29,4235.56
2023-07-28,2023-30,4267.13
2023-08-04,2023-31,4326.48
2023-08-11,2023-32,4408.45
2023-08-18,2023-33,4354.63
2023-08-25,2023-34,4457.53
2023-09-01,2023-35,4506.35
2023-09-08,2023-36,4695.3
2023-09-15,2023-37,4755.3
2023-09-22,2023-38,4801.14
2023-09-29,2023-39,4568.09
2023-10-06,2023-40,4695.72
2023-10-13,2023-41,4775.39
2023-10-20,2023-42,4822.16
2023-10-27,2023-43,4708.88
2023-11-03,2023-44,4824.03
2023-11-10,2023-45,4820.81
2023-11-17,2023-46,4898.45
2023-11-24,2023-47,4824.69
2023-12-01,2023-48,4935.53
2023-12-08,2023-49,5084.24
2023-12-15,2023-50,5090.44
2023-12-22,2023-51,5079.23
2023-12-29,2023-52,5279.13
2024-01-05,2024-1,5070.47
2024-01-12,2024-2,5075.26
2024-01-19,2024-3,4957.73
2024-01-26,2024-4,5031.8
2024-02-02,2024-5,5079.97
2024-02-09,2024-6,5065.86
2024-02-16,2024-7,4955.12
2024-02-23,2024-8,5207.31
2024-03-01,2024-9,5159.73
2024-03-08,2024-10,5156.39
2024-03-15,2024-11,4980.07
2024-03-22,2024-12,5228.07
2024-03-29,2024-13,5180.15
2024-04-05,2024-14,5103.16
2024-04-12,2024-15,5005.71
2024-04-19,2024-16,5047.58
2024-04-26,2024-17,4963.15
2024-05-03,2024-18,4811.85
2024-05-10,2024-19,4703.19
2024-05-17,2024-20,4816.85
2024-05-24,2024-21,4786.66
2024-05-31,2024-22,4813.67
2024-06-07,2024-23,4687.39
2024-06-14,2024-24,4684.37
2024-06-21,2024-25,4725.49
2024-06-28,2024-26,4798.99
2024-07-05,2024-27,4688.83
2024-07-12,2024-28,4758.66
2024-07-19,2024-29,4793.22
2024-07-26,2024-30,4769.86
2024-08-02,2024-31,4693.72
2024-08-09,2024-32,4822.14
2024-08-16,2024-33,4746.87
2024-08-23,2024-34,4863.56
2024-08-30,2024-35,4911.61
2024-09-06,2024-36,4918.87
2024-09-13,2024-37,4852.29
2024-09-20,2024-38,4868.52
2024-09-27,2024-39,4885.97
2024-10-04,2024-40,4949.95
2024-10-11,2024-41,4857.44
2024-10-18,2024-42,5075.9
2024-10-25,2024-43,5187.23
2024-11-01,2024-44,5052.54
2024-11-08,2024-45,5217.98
2024-11-15,2024-46,5146.43
2024-11-22,2024-47,5339.91
2024-11-29,2024-48,5352.42
2024-12-06,2024-49,5432.95
2024-12-13,2024-50,5441.07
2024-12-20,2024-51,5489.18
2024-12-27,2024-52,5533.28
2025-01-03,2025-1,5641.67
2025-01-10,2025-2,5594.44
2025-01-17,2025-3,5549.89
2025-01-24,2025-4,5678.81
2025-01-31,2025-5,5759.58
2025-02-07,2025-6,5816.12
2025-02-14,2025-7,5864.58
2025-02-21,2025-8,6038.84
2025-02-28,2025-9,6184.3
2025-03-07,2025-10,6314.99
2025-03-14,2025-11,6644.09
2025-03-21,2025-12,6948.05
2025-03-28,2025-13,6726.9
2025-04-04,2025-14,6828.71
2025-04-11,2025-15,6650.24
2025-04-18,2025-16,6622.77
2025-04-25,2025-17,6660.73
2025-05-02,2025-18,6629.57
2025-05-09,2025-19,6597.96
2025-05-16,2025-20,6712.19
2025-05-23,2025-21,6715.77
2025-05-30,2025-22,6706.86
2025-06-06,2025-23,6543.09
2025-06-13,2025-24,6607.3
2025-06-20,2025-25,6560.67
2025-06-27,2025-26,6536.22
2025-07-04,2025-27,6337.49
2025-07-11,2025-28,6426.36
2025-07-18,2025-29,6701.71
2025-07-25,2025-30,6522.54
2025-08-01,2025-31,6471.02
2025-08-08,2025-32,6695.5
2025-08-15,2025-33,6625.96
2025-08-22,2025-34,6595.02
2025-08-29,2025-35,6591.42
2025-09-05,2025-36,6641.84
2025-09-12,2025-37,6636.18
2025-09-19,2025-38,6708.76
2025-09-26,2025-39,6951.31
2025-10-03,2025-40,6750.38
