Tarih,TP_KYBKATFON_KB5,TP_KYBKATFON_KB5
2017-12-15,2017-50,81.73
2017-12-22,2017-51,85.3
2017-12-29,2017-52,81.15
2018-01-05,2018-1,84.28
2018-01-12,2018-2,87.49
2018-01-19,2018-3,87.11
2018-01-26,2018-4,86.48
2018-02-02,2018-5,88.33
2018-02-09,2018-6,91.48
2018-02-16,2018-7,91.35
2018-02-23,2018-8,93.1
2018-03-02,2018-9,109.38
2018-03-09,2018-10,107.25
2018-03-16,2018-11,85.2
2018-03-23,2018-12,88.41
2018-03-30,2018-13,101.82
2018-04-06,2018-14,88.71
2018-04-13,2018-15,93.8
2018-04-20,2018-16,127.73
2018-04-27,2018-17,123.61
2018-05-04,2018-18,121.17
2018-05-11,2018-19,105.89
2018-05-18,2018-20,97.62
2018-05-25,2018-21,105.23
2018-06-01,2018-22,100.69
2018-06-08,2018-23,102.64
2018-06-15,2018-24,97.75
2018-06-22,2018-25,103.44
2018-06-29,2018-26,100.57
2018-07-06,2018-27,99.7
2018-07-13,2018-28,89.54
2018-07-20,2018-29,93.78
2018-07-27,2018-30,87.82
2018-08-03,2018-31,86.87
2018-08-10,2018-32,88.92
2018-08-17,2018-33,89.68
2018-08-24,2018-34,89.75
2018-08-31,2018-35,96.6
2018-09-07,2018-36,96.06
2018-09-14,2018-37,98.45
2018-09-21,2018-38,99.88
2018-09-28,2018-39,96.93
2018-10-05,2018-40,98.32
2018-10-12,2018-41,98.26
2018-10-19,2018-42,98.31
2018-10-26,2018-43,103.14
2018-11-02,2018-44,98.76
2018-11-09,2018-45,102.14
2018-11-16,2018-46,110.51
2018-11-23,2018-47,106.83
2018-11-30,2018-48,109.35
2018-12-07,2018-49,108.05
2018-12-14,2018-50,119.44
2018-12-21,2018-51,121.59
2018-12-28,2018-52,116.63
2019-01-04,2019-1,112.53
2019-01-11,2019-2,123.66
2019-01-18,2019-3,107.94
2019-01-25,2019-4,115.04
2019-02-01,2019-5,119.4
2019-02-08,2019-6,128.22
2019-02-15,2019-7,134.42
2019-02-22,2019-8,132.43
2019-03-01,2019-9,128.17
2019-03-08,2019-10,187.95
2019-03-15,2019-11,185.37
2019-03-22,2019-12,171.24
2019-03-29,2019-13,176.48
2019-04-05,2019-14,182.96
2019-04-12,2019-15,178.56
2019-04-19,2019-16,183.45
2019-04-26,2019-17,178.62
2019-05-03,2019-18,180.12
2019-05-10,2019-19,184.67
2019-05-17,2019-20,241.11
2019-05-24,2019-21,234.62
2019-05-31,2019-22,226.04
2019-06-07,2019-23,223.79
2019-06-14,2019-24,233.18
2019-06-21,2019-25,232.42
2019-06-28,2019-26,221.31
2019-07-05,2019-27,241.88
2019-07-12,2019-28,236.69
2019-07-19,2019-29,236.18
2019-07-26,2019-30,238.89
2019-08-02,2019-31,252.38
2019-08-09,2019-32,268.56
2019-08-16,2019-33,248.77
2019-08-23,2019-34,226.22
2019-08-30,2019-35,225.67
2019-09-06,2019-36,230.9
2019-09-13,2019-37,235.38
2019-09-20,2019-38,219.73
2019-09-27,2019-39,228.77
2019-10-04,2019-40,229.98
2019-10-11,2019-41,192.67
2019-10-18,2019-42,161.44
2019-10-25,2019-43,174.93
2019-11-01,2019-44,164.74
2019-11-08,2019-45,163.66
2019-11-15,2019-46,174.85
2019-11-22,2019-47,181.4
2019-11-29,2019-48,174.54
2019-12-06,2019-49,158.05
2019-12-13,2019-50,201.01
2019-12-20,2019-51,204.16
2019-12-27,2019-52,177.23
2020-01-03,2020-1,158.39
2020-01-10,2020-2,179.39
2020-01-17,2020-3,179.48
2020-01-24,2020-4,211.83
2020-01-31,2020-5,228.59
2020-02-07,2020-6,212.4
2020-02-14,2020-7,198.14
2020-02-21,2020-8,221.0
2020-02-28,2020-9,216.91
2020-03-06,2020-10,227.19
2020-03-13,2020-11,241.85
2020-03-20,2020-12,261.32
2020-03-27,2020-13,266.19
2020-04-03,2020-14,274.57
2020-04-10,2020-15,304.15
2020-04-17,2020-16,233.05
2020-04-24,2020-17,242.75
2020-05-01,2020-18,227.02
2020-05-08,2020-19,248.25
2020-05-15,2020-20,277.47
2020-05-22,2020-21,285.48
2020-05-29,2020-22,284.93
2020-06-05,2020-23,276.34
2020-06-12,2020-24,272.82
2020-06-19,2020-25,273.03
2020-06-26,2020-26,278.75
2020-07-03,2020-27,292.13
2020-07-10,2020-28,284.22
2020-07-17,2020-29,288.46
2020-07-24,2020-30,271.49
2020-07-31,2020-31,256.76
2020-08-07,2020-32,252.31
2020-08-14,2020-33,243.35
2020-08-21,2020-34,238.63
2020-08-28,2020-35,240.35
2020-09-04,2020-36,289.8
2020-09-11,2020-37,238.94
2020-09-18,2020-38,242.85
2020-09-25,2020-39,245.3
2020-10-02,2020-40,240.43
2020-10-09,2020-41,249.31
2020-10-16,2020-42,252.5
2020-10-23,2020-43,255.48
2020-10-30,2020-44,245.81
2020-11-06,2020-45,258.95
2020-11-13,2020-46,252.13
2020-11-20,2020-47,258.78
2020-11-27,2020-48,254.98
2020-12-04,2020-49,255.81
2020-12-11,2020-50,258.09
2020-12-18,2020-51,273.88
2020-12-25,2020-52,258.17
2021-01-01,2021-1,256.61
2021-01-08,2021-2,254.46
2021-01-15,2021-3,266.47
2021-01-22,2021-4,315.77
2021-01-29,2021-5,311.3
2021-02-05,2021-6,293.91
2021-02-12,2021-7,289.12
2021-02-19,2021-8,291.94
2021-02-26,2021-9,326.36
2021-03-05,2021-10,302.99
2021-03-12,2021-11,313.28
2021-03-19,2021-12,348.97
2021-03-26,2021-13,334.12
2021-04-02,2021-14,321.49
2021-04-09,2021-15,296.75
2021-04-16,2021-16,293.81
2021-04-23,2021-17,275.35
2021-04-30,2021-18,280.74
2021-05-07,2021-19,250.54
2021-05-14,2021-20,260.49
2021-05-21,2021-21,265.18
2021-05-28,2021-22,255.64
2021-06-04,2021-23,250.82
2021-06-11,2021-24,261.2
2021-06-18,2021-25,253.31
2021-06-25,2021-26,242.57
2021-07-02,2021-27,243.04
2021-07-09,2021-28,256.63
2021-07-16,2021-29,249.18
2021-07-23,2021-30,255.35
2021-07-30,2021-31,260.71
2021-08-06,2021-32,276.91
2021-08-13,2021-33,276.09
2021-08-20,2021-34,259.8
2021-08-27,2021-35,255.58
2021-09-03,2021-36,253.75
2021-09-10,2021-37,252.44
2021-09-17,2021-38,246.55
2021-09-24,2021-39,246.54
2021-10-01,2021-40,242.62
2021-10-08,2021-41,240.46
2021-10-15,2021-42,242.64
2021-10-22,2021-43,245.53
2021-10-29,2021-44,243.97
2021-11-05,2021-45,245.82
2021-11-12,2021-46,255.27
2021-11-19,2021-47,247.83
2021-11-26,2021-48,243.48
2021-12-03,2021-49,246.4
2021-12-10,2021-50,245.55
2021-12-17,2021-51,269.84
2021-12-24,2021-52,296.5
2021-12-31,2021-53,293.22
2022-01-07,2022-1,287.66
2022-01-14,2022-2,301.33
2022-01-21,2022-3,306.53
2022-01-28,2022-4,320.08
2022-02-04,2022-5,316.99
2022-02-11,2022-6,319.44
2022-02-18,2022-7,314.01
2022-02-25,2022-8,317.88
2022-03-04,2022-9,313.91
2022-03-11,2022-10,303.58
2022-03-18,2022-11,297.95
2022-03-25,2022-12,292.57
2022-04-01,2022-13,302.06
2022-04-08,2022-14,290.64
2022-04-15,2022-15,306.01
2022-04-22,2022-16,349.73
2022-04-29,2022-17,304.94
2022-05-06,2022-18,312.28
2022-05-13,2022-19,332.75
2022-05-20,2022-20,390.79
2022-05-27,2022-21,392.01
2022-06-03,2022-22,395.48
2022-06-10,2022-23,342.4
2022-06-17,2022-24,342.55
2022-06-24,2022-25,347.88
2022-07-01,2022-26,360.15
2022-07-08,2022-27,389.11
2022-07-15,2022-28,388.47
2022-07-22,2022-29,339.93
2022-07-29,2022-30,369.59
2022-08-05,2022-31,358.4
2022-08-12,2022-32,369.73
2022-08-19,2022-33,409.63
2022-08-26,2022-34,349.13
2022-09-02,2022-35,334.43
2022-09-09,2022-36,374.31
2022-09-16,2022-37,403.06
2022-09-23,2022-38,382.16
2022-09-30,2022-39,590.17
2022-10-07,2022-40,685.88
2022-10-14,2022-41,736.37
2022-10-21,2022-42,429.89
2022-10-28,2022-43,432.81
2022-11-04,2022-44,507.8
2022-11-11,2022-45,400.78
2022-11-18,2022-46,423.63
2022-11-25,2022-47,394.43
2022-12-02,2022-48,429.07
2022-12-09,2022-49,409.06
2022-12-16,2022-50,470.47
2022-12-23,2022-51,366.8
2022-12-30,2022-52,373.72
2023-01-06,2023-1,456.19
2023-01-13,2023-2,440.57
2023-01-20,2023-3,418.39
2023-01-27,2023-4,371.57
2023-02-03,2023-5,411.16
2023-02-10,2023-6,384.51
2023-02-17,2023-7,409.64
2023-02-24,2023-8,344.27
2023-03-03,2023-9,439.73
2023-03-10,2023-10,417.18
2023-03-17,2023-11,413.2
2023-03-24,2023-12,533.6
2023-03-31,2023-13,404.82
2023-04-07,2023-14,500.49
2023-04-14,2023-15,500.32
2023-04-21,2023-16,501.32
2023-04-28,2023-17,447.51
2023-05-05,2023-18,538.24
2023-05-12,2023-19,525.86
2023-05-19,2023-20,672.2
2023-05-26,2023-21,410.89
2023-06-02,2023-22,608.22
2023-06-09,2023-23,494.33
2023-06-16,2023-24,529.67
2023-06-23,2023-25,390.72
2023-06-30,2023-26,406.58
2023-07-07,2023-27,549.19
2023-07-14,2023-28,583.64
2023-07-21,2023-29,563.58
2023-07-28,2023-30,543.6
2023-08-04,2023-31,614.47
2023-08-11,2023-32,691.01
2023-08-18,2023-33,651.73
2023-08-25,2023-34,655.05
2023-09-01,2023-35,567.68
2023-09-08,2023-36,685.53
2023-09-15,2023-37,651.65
2023-09-22,2023-38,843.91
2023-09-29,2023-39,720.22
2023-10-06,2023-40,801.81
2023-10-13,2023-41,860.76
2023-10-20,2023-42,746.8
2023-10-27,2023-43,831.36
2023-11-03,2023-44,801.24
2023-11-10,2023-45,760.63
2023-11-17,2023-46,869.38
2023-11-24,2023-47,715.64
2023-12-01,2023-48,817.92
2023-12-08,2023-49,708.35
2023-12-15,2023-50,783.1
2023-12-22,2023-51,653.74
2023-12-29,2023-52,693.43
2024-01-05,2024-1,721.6
2024-01-12,2024-2,752.53
2024-01-19,2024-3,776.17
2024-01-26,2024-4,829.35
2024-02-02,2024-5,715.28
2024-02-09,2024-6,650.13
2024-02-16,2024-7,715.12
2024-02-23,2024-8,719.6
2024-03-01,2024-9,653.22
2024-03-08,2024-10,721.02
2024-03-15,2024-11,701.01
2024-03-22,2024-12,815.66
2024-03-29,2024-13,777.14
2024-04-05,2024-14,711.41
2024-04-12,2024-15,750.66
2024-04-19,2024-16,712.46
2024-04-26,2024-17,665.47
2024-05-03,2024-18,665.84
2024-05-10,2024-19,625.45
2024-05-17,2024-20,627.76
2024-05-24,2024-21,634.76
2024-05-31,2024-22,690.09
2024-06-07,2024-23,719.4
2024-06-14,2024-24,900.34
2024-06-21,2024-25,986.17
2024-06-28,2024-26,849.93
2024-07-05,2024-27,702.26
2024-07-12,2024-28,765.31
2024-07-19,2024-29,790.4
2024-07-26,2024-30,812.35
2024-08-02,2024-31,811.05
2024-08-09,2024-32,795.5
2024-08-16,2024-33,825.85
2024-08-23,2024-34,858.3
2024-08-30,2024-35,821.58
2024-09-06,2024-36,858.17
2024-09-13,2024-37,857.76
2024-09-20,2024-38,862.17
2024-09-27,2024-39,793.4
2024-10-04,2024-40,823.17
2024-10-11,2024-41,801.65
2024-10-18,2024-42,784.73
2024-10-25,2024-43,661.04
2024-11-01,2024-44,697.47
2024-11-08,2024-45,726.41
2024-11-15,2024-46,654.56
2024-11-22,2024-47,595.76
2024-11-29,2024-48,625.77
2024-12-06,2024-49,640.94
2024-12-13,2024-50,684.79
2024-12-20,2024-51,721.13
2024-12-27,2024-52,833.25
2025-01-03,2025-1,822.94
2025-01-10,2025-2,835.62
2025-01-17,2025-3,807.11
2025-01-24,2025-4,728.13
2025-01-31,2025-5,722.43
2025-02-07,2025-6,716.27
2025-02-14,2025-7,670.66
2025-02-21,2025-8,640.41
2025-02-28,2025-9,619.08
2025-03-07,2025-10,651.78
2025-03-14,2025-11,557.81
2025-03-21,2025-12,581.18
2025-03-28,2025-13,681.67
2025-04-04,2025-14,603.02
2025-04-11,2025-15,530.72
2025-04-18,2025-16,563.76
2025-04-25,2025-17,653.33
2025-05-02,2025-18,562.54
2025-05-09,2025-19,684.67
2025-05-16,2025-20,644.78
2025-05-23,2025-21,668.81
2025-05-30,2025-22,705.69
2025-06-06,2025-23,733.94
2025-06-13,2025-24,722.74
2025-06-20,2025-25,673.62
2025-06-27,2025-26,680.6
2025-07-04,2025-27,605.11
2025-07-11,2025-28,596.28
2025-07-18,2025-29,595.48
2025-07-25,2025-30,632.21
2025-08-01,2025-31,615.82
2025-08-08,2025-32,558.65
2025-08-15,2025-33,549.29
2025-08-22,2025-34,550.71
2025-08-29,2025-35,546.1
2025-09-05,2025-36,601.3
2025-09-12,2025-37,546.3
2025-09-19,2025-38,577.79
2025-09-26,2025-39,562.67
2025-10-03,2025-40,533.29
