Tarih,TP_KYBKATFON_KB6,TP_KYBKATFON_KB6
2017-04-21,2017-16,10590.61
2017-04-28,2017-17,11127.43
2017-05-05,2017-18,11214.71
2017-05-12,2017-19,11291.93
2017-05-19,2017-20,11367.87
2017-05-26,2017-21,11399.35
2017-06-02,2017-22,11655.79
2017-06-09,2017-23,11676.06
2017-06-16,2017-24,11887.44
2017-06-23,2017-25,12063.08
2017-06-30,2017-26,11925.3
2017-07-07,2017-27,11612.76
2017-07-14,2017-28,11846.48
2017-07-21,2017-29,12056.11
2017-07-28,2017-30,12215.84
2017-08-04,2017-31,12264.76
2017-08-11,2017-32,12255.71
2017-08-18,2017-33,12270.28
2017-08-25,2017-34,12594.72
2017-09-01,2017-35,12854.32
2017-09-08,2017-36,12842.62
2017-09-15,2017-37,12798.12
2017-09-22,2017-38,12772.08
2017-09-29,2017-39,12580.9
2017-10-06,2017-40,12307.84
2017-10-13,2017-41,12141.03
2017-10-20,2017-42,12148.09
2017-10-27,2017-43,11765.82
2017-11-03,2017-44,11607.74
2017-11-10,2017-45,11822.19
2017-11-17,2017-46,11958.56
2017-11-24,2017-47,12020.17
2017-12-01,2017-48,12169.07
2017-12-08,2017-49,12339.54
2017-12-15,2017-50,12349.39
2017-12-22,2017-51,12544.52
2017-12-29,2017-52,12845.93
2018-01-05,2018-1,12945.52
2018-01-12,2018-2,13033.7
2018-01-19,2018-3,13127.96
2018-01-26,2018-4,13377.21
2018-02-02,2018-5,13423.2
2018-02-09,2018-6,13204.55
2018-02-16,2018-7,13502.04
2018-02-23,2018-8,13527.07
2018-03-02,2018-9,13411.07
2018-03-09,2018-10,13505.28
2018-03-16,2018-11,13103.47
2018-03-23,2018-12,12954.5
2018-03-30,2018-13,12938.19
2018-04-06,2018-14,12880.42
2018-04-13,2018-15,13125.27
2018-04-20,2018-16,13438.15
2018-04-27,2018-17,13636.98
2018-05-04,2018-18,13359.4
2018-05-11,2018-19,13391.48
2018-05-18,2018-20,13305.27
2018-05-25,2018-21,13765.4
2018-06-01,2018-22,13719.98
2018-06-08,2018-23,14014.92
2018-06-15,2018-24,13841.7
2018-06-22,2018-25,13773.88
2018-06-29,2018-26,13870.87
2018-07-06,2018-27,13723.13
2018-07-13,2018-28,13022.26
2018-07-20,2018-29,13347.4
2018-07-27,2018-30,13248.59
2018-08-03,2018-31,13139.4
2018-08-10,2018-32,13168.73
2018-08-17,2018-33,12527.15
2018-08-24,2018-34,12598.01
2018-08-31,2018-35,12746.7
2018-09-07,2018-36,12676.45
2018-09-14,2018-37,12986.46
2018-09-21,2018-38,13021.54
2018-09-28,2018-39,13184.28
2018-10-05,2018-40,12998.17
2018-10-12,2018-41,13244.77
2018-10-19,2018-42,13197.7
2018-10-26,2018-43,13479.01
2018-11-02,2018-44,13644.06
2018-11-09,2018-45,13582.17
2018-11-16,2018-46,13759.48
2018-11-23,2018-47,13911.25
2018-11-30,2018-48,13851.61
2018-12-07,2018-49,13906.23
2018-12-14,2018-50,14056.1
2018-12-21,2018-51,14377.34
2018-12-28,2018-52,14688.49
2019-01-04,2019-1,14681.09
2019-01-11,2019-2,14830.28
2019-01-18,2019-3,15229.14
2019-01-25,2019-4,15681.49
2019-02-01,2019-5,16024.01
2019-02-08,2019-6,15931.18
2019-02-15,2019-7,16041.46
2019-02-22,2019-8,16118.17
2019-03-01,2019-9,16130.81
2019-03-08,2019-10,16265.47
2019-03-15,2019-11,16466.09
2019-03-22,2019-12,16458.89
2019-03-29,2019-13,16987.11
2019-04-05,2019-14,17007.99
2019-04-12,2019-15,16827.31
2019-04-19,2019-16,16813.23
2019-04-26,2019-17,16812.92
2019-05-03,2019-18,16628.29
2019-05-10,2019-19,16970.66
2019-05-17,2019-20,17309.73
2019-05-24,2019-21,17373.96
2019-05-31,2019-22,17932.86
2019-06-07,2019-23,18363.3
2019-06-14,2019-24,18209.94
2019-06-21,2019-25,18637.69
2019-06-28,2019-26,19056.49
2019-07-05,2019-27,19164.98
2019-07-12,2019-28,19172.59
2019-07-19,2019-29,19317.22
2019-07-26,2019-30,19535.01
2019-08-02,2019-31,19581.83
2019-08-09,2019-32,19654.2
2019-08-16,2019-33,19582.91
2019-08-23,2019-34,19250.59
2019-08-30,2019-35,19484.74
2019-09-06,2019-36,19816.09
2019-09-13,2019-37,20185.12
2019-09-20,2019-38,20241.29
2019-09-27,2019-39,20560.87
2019-10-04,2019-40,20620.1
2019-10-11,2019-41,20492.39
2019-10-18,2019-42,20522.03
2019-10-25,2019-43,20571.47
2019-11-01,2019-44,20748.42
2019-11-08,2019-45,20798.92
2019-11-15,2019-46,21095.83
2019-11-22,2019-47,21382.86
2019-11-29,2019-48,21252.0
2019-12-06,2019-49,21217.01
2019-12-13,2019-50,21175.22
2019-12-20,2019-51,20944.72
2019-12-27,2019-52,20900.85
2020-01-03,2020-1,21222.85
2020-01-10,2020-2,21450.75
2020-01-17,2020-3,21608.61
2020-01-24,2020-4,21470.45
2020-01-31,2020-5,21691.71
2020-02-07,2020-6,21773.64
2020-02-14,2020-7,21560.22
2020-02-21,2020-8,22067.3
2020-02-28,2020-9,22866.1
2020-03-06,2020-10,22790.39
2020-03-13,2020-11,23524.1
2020-03-20,2020-12,22911.58
2020-03-27,2020-13,22085.85
2020-04-03,2020-14,21441.24
2020-04-10,2020-15,21908.09
2020-04-17,2020-16,22352.44
2020-04-24,2020-17,22066.27
2020-05-01,2020-18,22770.13
2020-05-08,2020-19,23163.63
2020-05-15,2020-20,23100.66
2020-05-22,2020-21,23760.51
2020-05-29,2020-22,23823.55
2020-06-05,2020-23,23722.19
2020-06-12,2020-24,23404.3
2020-06-19,2020-25,23343.04
2020-06-26,2020-26,23330.83
2020-07-03,2020-27,23133.61
2020-07-10,2020-28,23227.34
2020-07-17,2020-29,23462.31
2020-07-24,2020-30,24266.34
2020-07-31,2020-31,25278.79
2020-08-07,2020-32,26379.87
2020-08-14,2020-33,26198.1
2020-08-21,2020-34,26192.84
2020-08-28,2020-35,26285.38
2020-09-04,2020-36,26582.45
2020-09-11,2020-37,26677.4
2020-09-18,2020-38,26376.42
2020-09-25,2020-39,26600.27
2020-10-02,2020-40,26510.51
2020-10-09,2020-41,26445.95
2020-10-16,2020-42,26621.36
2020-10-23,2020-43,26923.85
2020-10-30,2020-44,26911.1
2020-11-06,2020-45,27472.45
2020-11-13,2020-46,28480.11
2020-11-20,2020-47,29003.21
2020-11-27,2020-48,28831.94
2020-12-04,2020-49,29079.53
2020-12-11,2020-50,28921.32
2020-12-18,2020-51,29287.18
2020-12-25,2020-52,29500.69
2021-01-01,2021-1,29671.73
2021-01-08,2021-2,29922.35
2021-01-15,2021-3,29806.04
2021-01-22,2021-4,30042.19
2021-01-29,2021-5,29989.22
2021-02-05,2021-6,29874.84
2021-02-12,2021-7,30347.49
2021-02-19,2021-8,30329.3
2021-02-26,2021-9,30041.77
2021-03-05,2021-10,29652.32
2021-03-12,2021-11,29460.85
2021-03-19,2021-12,30169.88
2021-03-26,2021-13,28001.47
2021-04-02,2021-14,27975.17
2021-04-09,2021-15,28303.44
2021-04-16,2021-16,28638.97
2021-04-23,2021-17,28812.96
2021-04-30,2021-18,28873.43
2021-05-07,2021-19,28934.91
2021-05-14,2021-20,29004.56
2021-05-21,2021-21,29183.97
2021-05-28,2021-22,29418.02
2021-06-04,2021-23,29365.48
2021-06-11,2021-24,29810.15
2021-06-18,2021-25,29495.04
2021-06-25,2021-26,29439.82
2021-07-02,2021-27,29552.36
2021-07-09,2021-28,29997.27
2021-07-16,2021-29,30466.67
2021-07-23,2021-30,30512.17
2021-07-30,2021-31,31010.64
2021-08-06,2021-32,30902.66
2021-08-13,2021-33,30737.49
2021-08-20,2021-34,31145.38
2021-08-27,2021-35,31479.45
2021-09-03,2021-36,31718.66
2021-09-10,2021-37,31566.53
2021-09-17,2021-38,31438.45
2021-09-24,2021-39,30896.44
2021-10-01,2021-40,30536.43
2021-10-08,2021-41,30481.88
2021-10-15,2021-42,30465.36
2021-10-22,2021-43,30336.29
2021-10-29,2021-44,30158.9
2021-11-05,2021-45,30439.78
2021-11-12,2021-46,30618.43
2021-11-19,2021-47,30559.22
2021-11-26,2021-48,30120.54
2021-12-03,2021-49,29874.05
2021-12-10,2021-50,30090.59
2021-12-17,2021-51,31397.8
2021-12-24,2021-52,31242.09
2021-12-31,2021-53,30929.47
2022-01-07,2022-1,30376.02
2022-01-14,2022-2,30362.39
2022-01-21,2022-3,30112.52
2022-01-28,2022-4,29724.62
2022-02-04,2022-5,29676.63
2022-02-11,2022-6,29403.9
2022-02-18,2022-7,28438.01
2022-02-25,2022-8,28921.67
2022-03-04,2022-9,28711.79
2022-03-11,2022-10,28804.55
2022-03-18,2022-11,28641.4
2022-03-25,2022-12,28610.97
2022-04-01,2022-13,28453.59
2022-04-08,2022-14,28327.84
2022-04-15,2022-15,28423.41
2022-04-22,2022-16,28708.52
2022-04-29,2022-17,28555.91
2022-05-06,2022-18,28576.87
2022-05-13,2022-19,28252.91
2022-05-20,2022-20,28451.39
2022-05-27,2022-21,28293.78
2022-06-03,2022-22,27954.2
2022-06-10,2022-23,27381.06
2022-06-17,2022-24,27453.46
2022-06-24,2022-25,27811.47
2022-07-01,2022-26,27497.57
2022-07-08,2022-27,27234.85
2022-07-15,2022-28,27313.27
2022-07-22,2022-29,27524.67
2022-07-29,2022-30,27758.74
2022-08-05,2022-31,28049.7
2022-08-12,2022-32,28201.26
2022-08-19,2022-33,28197.97
2022-08-26,2022-34,28162.7
2022-09-02,2022-35,28015.23
2022-09-09,2022-36,28310.54
2022-09-16,2022-37,28376.63
2022-09-23,2022-38,28419.95
2022-09-30,2022-39,28826.1
2022-10-07,2022-40,30146.13
2022-10-14,2022-41,30356.0
2022-10-21,2022-42,30035.05
2022-10-28,2022-43,29268.7
2022-11-04,2022-44,28718.24
2022-11-11,2022-45,28600.02
2022-11-18,2022-46,28232.84
2022-11-25,2022-47,27219.85
2022-12-02,2022-48,26880.9
2022-12-09,2022-49,25673.36
2022-12-16,2022-50,25085.78
2022-12-23,2022-51,23149.22
2022-12-30,2022-52,22637.03
2023-01-06,2023-1,23321.88
2023-01-13,2023-2,24110.13
2023-01-20,2023-3,23699.67
2023-01-27,2023-4,23808.01
2023-02-03,2023-5,23438.86
2023-02-10,2023-6,23363.42
2023-02-17,2023-7,22922.93
2023-02-24,2023-8,21727.18
2023-03-03,2023-9,22070.95
2023-03-10,2023-10,22047.21
2023-03-17,2023-11,21844.23
2023-03-24,2023-12,22641.92
2023-03-31,2023-13,21729.85
2023-04-07,2023-14,22654.56
2023-04-14,2023-15,22302.49
2023-04-21,2023-16,22765.99
2023-04-28,2023-17,21761.38
2023-05-05,2023-18,22863.49
2023-05-12,2023-19,22092.76
2023-05-19,2023-20,22263.27
2023-05-26,2023-21,20827.98
2023-06-02,2023-22,21840.24
2023-06-09,2023-23,21018.49
2023-06-16,2023-24,21541.68
2023-06-23,2023-25,20103.05
2023-06-30,2023-26,20311.54
2023-07-07,2023-27,20785.59
2023-07-14,2023-28,21657.68
2023-07-21,2023-29,21494.48
2023-07-28,2023-30,21310.36
2023-08-04,2023-31,21510.4
2023-08-11,2023-32,21823.68
2023-08-18,2023-33,21605.38
2023-08-25,2023-34,22032.37
2023-09-01,2023-35,22194.24
2023-09-08,2023-36,22500.83
2023-09-15,2023-37,22520.77
2023-09-22,2023-38,22713.26
2023-09-29,2023-39,21682.15
2023-10-06,2023-40,22240.77
2023-10-13,2023-41,22555.07
2023-10-20,2023-42,22950.91
2023-10-27,2023-43,22574.97
2023-11-03,2023-44,22800.81
2023-11-10,2023-45,22700.39
2023-11-17,2023-46,23014.09
2023-11-24,2023-47,22419.1
2023-12-01,2023-48,22955.76
2023-12-08,2023-49,22897.77
2023-12-15,2023-50,23278.7
2023-12-22,2023-51,23128.96
2023-12-29,2023-52,24244.3
2024-01-05,2024-1,23501.97
2024-01-12,2024-2,23475.36
2024-01-19,2024-3,23149.2
2024-01-26,2024-4,23595.8
2024-02-02,2024-5,23563.8
2024-02-09,2024-6,23259.59
2024-02-16,2024-7,22887.14
2024-02-23,2024-8,23638.22
2024-03-01,2024-9,23705.45
2024-03-08,2024-10,24226.78
2024-03-15,2024-11,23949.41
2024-03-22,2024-12,24843.77
2024-03-29,2024-13,24582.31
2024-04-05,2024-14,24163.42
2024-04-12,2024-15,24011.06
2024-04-19,2024-16,24234.41
2024-04-26,2024-17,23652.76
2024-05-03,2024-18,23266.41
2024-05-10,2024-19,22769.38
2024-05-17,2024-20,22972.9
2024-05-24,2024-21,22587.48
2024-05-31,2024-22,22566.53
2024-06-07,2024-23,22435.43
2024-06-14,2024-24,22276.35
2024-06-21,2024-25,22581.41
2024-06-28,2024-26,22355.91
2024-07-05,2024-27,22113.19
2024-07-12,2024-28,22251.07
2024-07-19,2024-29,22313.88
2024-07-26,2024-30,22400.53
2024-08-02,2024-31,22323.66
2024-08-09,2024-32,22749.65
2024-08-16,2024-33,22767.48
2024-08-23,2024-34,23416.78
2024-08-30,2024-35,23230.28
2024-09-06,2024-36,23562.47
2024-09-13,2024-37,23470.12
2024-09-20,2024-38,23758.85
2024-09-27,2024-39,23828.13
2024-10-04,2024-40,23983.5
2024-10-11,2024-41,23566.01
2024-10-18,2024-42,23886.46
2024-10-25,2024-43,23803.47
2024-11-01,2024-44,23774.69
2024-11-08,2024-45,23796.98
2024-11-15,2024-46,23212.35
2024-11-22,2024-47,23741.2
2024-11-29,2024-48,23739.42
2024-12-06,2024-49,23745.65
2024-12-13,2024-50,23995.13
2024-12-20,2024-51,23957.89
2024-12-27,2024-52,24189.01
2025-01-03,2025-1,24286.62
2025-01-10,2025-2,24275.36
2025-01-17,2025-3,24252.38
2025-01-24,2025-4,24585.09
2025-01-31,2025-5,24596.43
2025-02-07,2025-6,25253.54
2025-02-14,2025-7,25497.96
2025-02-21,2025-8,25989.69
2025-02-28,2025-9,25642.09
2025-03-07,2025-10,26545.45
2025-03-14,2025-11,26962.51
2025-03-21,2025-12,27965.47
2025-03-28,2025-13,27730.67
2025-04-04,2025-14,28228.5
2025-04-11,2025-15,28397.09
2025-04-18,2025-16,28855.82
2025-04-25,2025-17,29010.89
2025-05-02,2025-18,28849.05
2025-05-09,2025-19,28679.74
2025-05-16,2025-20,28570.57
2025-05-23,2025-21,28940.06
2025-05-30,2025-22,28609.84
2025-06-06,2025-23,28670.99
2025-06-13,2025-24,29195.0
2025-06-20,2025-25,28962.45
2025-06-27,2025-26,29277.56
2025-07-04,2025-27,28708.02
2025-07-11,2025-28,28855.62
2025-07-18,2025-29,29062.93
2025-07-25,2025-30,29363.59
2025-08-01,2025-31,28516.63
2025-08-08,2025-32,29480.7
2025-08-15,2025-33,29246.44
2025-08-22,2025-34,29414.07
2025-08-29,2025-35,29445.7
2025-09-05,2025-36,30245.24
2025-09-12,2025-37,30511.79
2025-09-19,2025-38,30851.13
2025-09-26,2025-39,31455.9
2025-10-03,2025-40,31745.82
