Tarih,TP_KYBKATFON_KB1,TP_KYBKATFON_KB1
2017-04-21,2017-16,51284.15
2017-04-28,2017-17,50198.28
2017-05-05,2017-18,49304.88
2017-05-12,2017-19,49389.74
2017-05-19,2017-20,50307.9
2017-05-26,2017-21,50556.12
2017-06-02,2017-22,49622.52
2017-06-09,2017-23,49678.87
2017-06-16,2017-24,49743.78
2017-06-23,2017-25,51084.51
2017-06-30,2017-26,51041.57
2017-07-07,2017-27,52086.12
2017-07-14,2017-28,52178.95
2017-07-21,2017-29,52537.06
2017-07-28,2017-30,52985.61
2017-08-04,2017-31,52676.26
2017-08-11,2017-32,52897.14
2017-08-18,2017-33,53149.28
2017-08-25,2017-34,52598.23
2017-09-01,2017-35,51917.95
2017-09-08,2017-36,51510.25
2017-09-15,2017-37,51976.82
2017-09-22,2017-38,52749.95
2017-09-29,2017-39,53834.12
2017-10-06,2017-40,54024.88
2017-10-13,2017-41,55652.23
2017-10-20,2017-42,56264.16
2017-10-27,2017-43,57855.44
2017-11-03,2017-44,57818.23
2017-11-10,2017-45,57844.09
2017-11-17,2017-46,58468.93
2017-11-24,2017-47,58265.01
2017-12-01,2017-48,57071.76
2017-12-08,2017-49,55946.16
2017-12-15,2017-50,55939.99
2017-12-22,2017-51,56009.97
2017-12-29,2017-52,57171.78
2018-01-05,2018-1,55261.86
2018-01-12,2018-2,55368.31
2018-01-19,2018-3,55581.1
2018-01-26,2018-4,55575.68
2018-02-02,2018-5,55118.54
2018-02-09,2018-6,55454.89
2018-02-16,2018-7,55620.29
2018-02-23,2018-8,55777.92
2018-03-02,2018-9,55747.4
2018-03-09,2018-10,56385.51
2018-03-16,2018-11,58657.72
2018-03-23,2018-12,59906.25
2018-03-30,2018-13,60111.23
2018-04-06,2018-14,60102.21
2018-04-13,2018-15,60485.07
2018-04-20,2018-16,60250.43
2018-04-27,2018-17,60488.41
2018-05-04,2018-18,60771.2
2018-05-11,2018-19,61135.81
2018-05-18,2018-20,61958.56
2018-05-25,2018-21,59915.36
2018-06-01,2018-22,59693.79
2018-06-08,2018-23,58242.29
2018-06-15,2018-24,60751.91
2018-06-22,2018-25,59693.79
2018-06-29,2018-26,61593.03
2018-07-06,2018-27,60722.17
2018-07-13,2018-28,64542.88
2018-07-20,2018-29,63619.82
2018-07-27,2018-30,64552.28
2018-08-03,2018-31,64047.99
2018-08-10,2018-32,63260.72
2018-08-17,2018-33,66387.06
2018-08-24,2018-34,66122.03
2018-08-31,2018-35,64873.96
2018-09-07,2018-36,64176.38
2018-09-14,2018-37,62252.71
2018-09-21,2018-38,61519.43
2018-09-28,2018-39,61671.56
2018-10-05,2018-40,61543.17
2018-10-12,2018-41,60939.71
2018-10-19,2018-42,62031.42
2018-10-26,2018-43,61113.0
2018-11-02,2018-44,59925.71
2018-11-09,2018-45,59722.13
2018-11-16,2018-46,58879.99
2018-11-23,2018-47,58724.44
2018-11-30,2018-48,59236.53
2018-12-07,2018-49,58824.3
2018-12-14,2018-50,58862.43
2018-12-21,2018-51,59136.2
2018-12-28,2018-52,59719.36
2019-01-04,2019-1,59548.81
2019-01-11,2019-2,57235.76
2019-01-18,2019-3,55980.71
2019-01-25,2019-4,55703.0
2019-02-01,2019-5,54909.26
2019-02-08,2019-6,54942.39
2019-02-15,2019-7,55615.37
2019-02-22,2019-8,56404.33
2019-03-01,2019-9,56644.52
2019-03-08,2019-10,56397.35
2019-03-15,2019-11,57630.49
2019-03-22,2019-12,59401.23
2019-03-29,2019-13,59956.92
2019-04-05,2019-14,59306.03
2019-04-12,2019-15,61136.32
2019-04-19,2019-16,62362.86
2019-04-26,2019-17,63016.6
2019-05-03,2019-18,58592.88
2019-05-10,2019-19,58496.2
2019-05-17,2019-20,58221.77
2019-05-24,2019-21,59133.29
2019-05-31,2019-22,57320.06
2019-06-07,2019-23,57484.03
2019-06-14,2019-24,57906.6
2019-06-21,2019-25,58383.73
2019-06-28,2019-26,58532.95
2019-07-05,2019-27,57280.67
2019-07-12,2019-28,57803.38
2019-07-19,2019-29,58111.29
2019-07-26,2019-30,58574.27
2019-08-02,2019-31,61589.68
2019-08-09,2019-32,61893.59
2019-08-16,2019-33,62900.86
2019-08-23,2019-34,65500.51
2019-08-30,2019-35,65774.36
2019-09-06,2019-36,65356.94
2019-09-13,2019-37,65537.42
2019-09-20,2019-38,68391.04
2019-09-27,2019-39,68291.13
2019-10-04,2019-40,69264.69
2019-10-11,2019-41,72522.14
2019-10-18,2019-42,73926.05
2019-10-25,2019-43,74238.66
2019-11-01,2019-44,73880.62
2019-11-08,2019-45,74014.11
2019-11-15,2019-46,75241.71
2019-11-22,2019-47,75337.86
2019-11-29,2019-48,76734.63
2019-12-06,2019-49,77744.91
2019-12-13,2019-50,79946.23
2019-12-20,2019-51,82876.64
2019-12-27,2019-52,84656.95
2020-01-03,2020-1,84126.25
2020-01-10,2020-2,83452.91
2020-01-17,2020-3,84562.04
2020-01-24,2020-4,86065.58
2020-01-31,2020-5,88409.09
2020-02-07,2020-6,86297.19
2020-02-14,2020-7,88276.28
2020-02-21,2020-8,87446.9
2020-02-28,2020-9,84926.58
2020-03-06,2020-10,88030.06
2020-03-13,2020-11,85271.2
2020-03-20,2020-12,87260.64
2020-03-27,2020-13,95148.13
2020-04-03,2020-14,98017.26
2020-04-10,2020-15,96272.21
2020-04-17,2020-16,96497.78
2020-04-24,2020-17,101498.97
2020-05-01,2020-18,100360.3
2020-05-08,2020-19,106119.11
2020-05-15,2020-20,104277.15
2020-05-22,2020-21,100785.19
2020-05-29,2020-22,100502.5
2020-06-05,2020-23,99507.85
2020-06-12,2020-24,101195.35
2020-06-19,2020-25,103568.3
2020-06-26,2020-26,104880.43
2020-07-03,2020-27,105579.0
2020-07-10,2020-28,110932.96
2020-07-17,2020-29,111727.08
2020-07-24,2020-30,111077.49
2020-07-31,2020-31,108669.18
2020-08-07,2020-32,107322.14
2020-08-14,2020-33,107184.13
2020-08-21,2020-34,106351.6
2020-08-28,2020-35,106401.62
2020-09-04,2020-36,104468.93
2020-09-11,2020-37,103672.68
2020-09-18,2020-38,104770.06
2020-09-25,2020-39,101539.75
2020-10-02,2020-40,100769.69
2020-10-09,2020-41,103365.39
2020-10-16,2020-42,102825.83
2020-10-23,2020-43,104314.57
2020-10-30,2020-44,102357.71
2020-11-06,2020-45,102369.99
2020-11-13,2020-46,97040.88
2020-11-20,2020-47,94579.72
2020-11-27,2020-48,93213.86
2020-12-04,2020-49,94258.54
2020-12-11,2020-50,94407.38
2020-12-18,2020-51,94252.54
2020-12-25,2020-52,92961.78
2021-01-01,2021-1,94018.06
2021-01-08,2021-2,91650.04
2021-01-15,2021-3,92500.69
2021-01-22,2021-4,93431.14
2021-01-29,2021-5,94344.85
2021-02-05,2021-6,94451.67
2021-02-12,2021-7,97461.22
2021-02-19,2021-8,93218.48
2021-02-26,2021-9,94794.15
2021-03-05,2021-10,93299.18
2021-03-12,2021-11,95166.85
2021-03-19,2021-12,94155.64
2021-03-26,2021-13,108737.24
2021-04-02,2021-14,108630.42
2021-04-09,2021-15,107760.37
2021-04-16,2021-16,107293.71
2021-04-23,2021-17,107864.49
2021-04-30,2021-18,105974.25
2021-05-07,2021-19,107457.57
2021-05-14,2021-20,108091.43
2021-05-21,2021-21,108859.4
2021-05-28,2021-22,111142.21
2021-06-04,2021-23,110498.93
2021-06-11,2021-24,110293.9
2021-06-18,2021-25,111660.59
2021-06-25,2021-26,112468.6
2021-07-02,2021-27,111393.09
2021-07-09,2021-28,112713.79
2021-07-16,2021-29,112987.04
2021-07-23,2021-30,112874.26
2021-07-30,2021-31,111800.84
2021-08-06,2021-32,111002.53
2021-08-13,2021-33,111366.36
2021-08-20,2021-34,110663.78
2021-08-27,2021-35,110345.57
2021-09-03,2021-36,110160.41
2021-09-10,2021-37,111404.55
2021-09-17,2021-38,114006.27
2021-09-24,2021-39,118938.9
2021-10-01,2021-40,119394.17
2021-10-08,2021-41,119993.16
2021-10-15,2021-42,124643.46
2021-10-22,2021-43,126911.61
2021-10-29,2021-44,128296.87
2021-11-05,2021-45,128174.49
2021-11-12,2021-46,131450.37
2021-11-19,2021-47,133633.53
2021-11-26,2021-48,137785.4
2021-12-03,2021-49,142679.78
2021-12-10,2021-50,143196.58
2021-12-17,2021-51,135007.15
2021-12-24,2021-52,136894.94
2021-12-31,2021-53,137908.8
2022-01-07,2022-1,140362.81
2022-01-14,2022-2,142080.14
2022-01-21,2022-3,144682.59
2022-01-28,2022-4,147132.29
2022-02-04,2022-5,147580.08
2022-02-11,2022-6,151942.08
2022-02-18,2022-7,155938.46
2022-02-25,2022-8,152606.81
2022-03-04,2022-9,150405.36
2022-03-11,2022-10,153937.16
2022-03-18,2022-11,155777.27
2022-03-25,2022-12,157581.57
2022-04-01,2022-13,157495.14
2022-04-08,2022-14,158118.92
2022-04-15,2022-15,160814.75
2022-04-22,2022-16,164339.24
2022-04-29,2022-17,166690.14
2022-05-06,2022-18,164601.35
2022-05-13,2022-19,165572.56
2022-05-20,2022-20,167664.61
2022-05-27,2022-21,176864.94
2022-06-03,2022-22,181638.46
2022-06-10,2022-23,187399.43
2022-06-17,2022-24,194478.17
2022-06-24,2022-25,198747.56
2022-07-01,2022-26,196712.61
2022-07-08,2022-27,197118.99
2022-07-15,2022-28,197590.04
2022-07-22,2022-29,200355.21
2022-07-29,2022-30,202614.98
2022-08-05,2022-31,207959.4
2022-08-12,2022-32,215891.38
2022-08-19,2022-33,223640.14
2022-08-26,2022-34,221483.66
2022-09-02,2022-35,221484.18
2022-09-09,2022-36,222858.77
2022-09-16,2022-37,228598.69
2022-09-23,2022-38,229451.87
2022-09-30,2022-39,227804.62
2022-10-07,2022-40,232910.76
2022-10-14,2022-41,234519.04
2022-10-21,2022-42,237510.1
2022-10-28,2022-43,243554.85
2022-11-04,2022-44,244021.26
2022-11-11,2022-45,249195.42
2022-11-18,2022-46,254367.5
2022-11-25,2022-47,258187.0
2022-12-02,2022-48,259470.52
2022-12-09,2022-49,266312.81
2022-12-16,2022-50,275446.81
2022-12-23,2022-51,289026.29
2022-12-30,2022-52,292717.21
2023-01-06,2023-1,282542.88
2023-01-13,2023-2,280724.62
2023-01-20,2023-3,287503.64
2023-01-27,2023-4,290697.63
2023-02-03,2023-5,286910.3
2023-02-10,2023-6,288791.92
2023-02-17,2023-7,298933.75
2023-02-24,2023-8,316731.92
2023-03-03,2023-9,306871.42
2023-03-10,2023-10,308091.96
2023-03-17,2023-11,320848.95
2023-03-24,2023-12,318560.5
2023-03-31,2023-13,318720.03
2023-04-07,2023-14,320614.91
2023-04-14,2023-15,334187.53
2023-04-21,2023-16,341016.51
2023-04-28,2023-17,345164.38
2023-05-05,2023-18,349828.3
2023-05-12,2023-19,359438.29
2023-05-19,2023-20,353486.7
2023-05-26,2023-21,353429.04
2023-06-02,2023-22,350812.93
2023-06-09,2023-23,357146.33
2023-06-16,2023-24,371476.07
2023-06-23,2023-25,393046.16
2023-06-30,2023-26,392146.44
2023-07-07,2023-27,390592.11
2023-07-14,2023-28,390935.52
2023-07-21,2023-29,592480.87
2023-07-28,2023-30,599344.01
2023-08-04,2023-31,614957.41
2023-08-11,2023-32,625409.91
2023-08-18,2023-33,638725.22
2023-08-25,2023-34,637437.08
2023-09-01,2023-35,633369.38
2023-09-08,2023-36,633476.3
2023-09-15,2023-37,638160.65
2023-09-22,2023-38,641177.49
2023-09-29,2023-39,645668.3
2023-10-06,2023-40,638568.29
2023-10-13,2023-41,643641.32
2023-10-20,2023-42,650984.15
2023-10-27,2023-43,657150.81
2023-11-03,2023-44,651050.71
2023-11-10,2023-45,652847.19
2023-11-17,2023-46,668134.52
2023-11-24,2023-47,674740.11
2023-12-01,2023-48,670256.57
2023-12-08,2023-49,665958.74
2023-12-15,2023-50,680185.64
2023-12-22,2023-51,694835.16
2023-12-29,2023-52,698434.93
2024-01-05,2024-1,668791.53
2024-01-12,2024-2,667152.23
2024-01-19,2024-3,679799.07
2024-01-26,2024-4,665579.78
2024-02-02,2024-5,653975.2
2024-02-09,2024-6,671989.88
2024-02-16,2024-7,699464.37
2024-02-23,2024-8,690344.9
2024-03-01,2024-9,674964.78
2024-03-08,2024-10,678278.3
2024-03-15,2024-11,675609.33
2024-03-22,2024-12,668207.88
2024-03-29,2024-13,651688.81
2024-04-05,2024-14,658902.38
2024-04-12,2024-15,662589.24
2024-04-19,2024-16,663915.28
2024-04-26,2024-17,662096.04
2024-05-03,2024-18,661847.03
2024-05-10,2024-19,664398.78
2024-05-17,2024-20,691337.08
2024-05-24,2024-21,694906.37
2024-05-31,2024-22,703663.36
2024-06-07,2024-23,699251.47
2024-06-14,2024-24,724248.09
2024-06-21,2024-25,712217.26
2024-06-28,2024-26,724346.42
2024-07-05,2024-27,696055.79
2024-07-12,2024-28,722413.44
2024-07-19,2024-29,695188.06
2024-07-26,2024-30,722493.05
2024-08-02,2024-31,699724.16
2024-08-09,2024-32,714357.34
2024-08-16,2024-33,703612.37
2024-08-23,2024-34,730497.19
2024-08-30,2024-35,702588.29
2024-09-06,2024-36,720970.55
2024-09-13,2024-37,692815.7
2024-09-20,2024-38,745993.49
2024-09-27,2024-39,739058.26
2024-10-04,2024-40,739184.56
2024-10-11,2024-41,717002.48
2024-10-18,2024-42,757511.85
2024-10-25,2024-43,746591.77
2024-11-01,2024-44,754471.44
2024-11-08,2024-45,733522.21
2024-11-15,2024-46,760689.36
2024-11-22,2024-47,748684.77
2024-11-29,2024-48,766279.59
2024-12-06,2024-49,740118.91
2024-12-13,2024-50,768822.07
2024-12-20,2024-51,763664.13
2024-12-27,2024-52,813122.62
2025-01-03,2025-1,778604.59
2025-01-10,2025-2,811217.86
2025-01-17,2025-3,790552.75
2025-01-24,2025-4,838317.69
2025-01-31,2025-5,796561.57
2025-02-07,2025-6,824776.75
2025-02-14,2025-7,804997.6
2025-02-21,2025-8,844366.41
2025-02-28,2025-9,800162.23
2025-03-07,2025-10,830127.58
2025-03-14,2025-11,815183.16
2025-03-21,2025-12,864370.39
2025-03-28,2025-13,835431.53
2025-04-04,2025-14,867952.25
2025-04-11,2025-15,839143.64
2025-04-18,2025-16,887817.21
2025-04-25,2025-17,854039.4
2025-05-02,2025-18,878286.65
2025-05-09,2025-19,886992.81
2025-05-16,2025-20,916856.78
2025-05-23,2025-21,900667.57
2025-05-30,2025-22,921218.86
2025-06-06,2025-23,935074.11
2025-06-13,2025-24,950537.06
2025-06-20,2025-25,949819.59
2025-06-27,2025-26,982176.8
2025-07-04,2025-27,955962.47
2025-07-11,2025-28,990482.36
2025-07-18,2025-29,962514.99
2025-07-25,2025-30,1012427.84
2025-08-01,2025-31,997849.94
2025-08-08,2025-32,1013103.65
2025-08-15,2025-33,988189.95
2025-08-22,2025-34,1039189.07
2025-08-29,2025-35,1050491.05
2025-09-05,2025-36,1038056.57
2025-09-12,2025-37,994519.86
2025-09-19,2025-38,1063588.37
2025-09-26,2025-39,1071841.69
2025-10-03,2025-40,1070104.8
