Tarih,TP_ZORUNDTH_KB5,TP_ZORUNDTH_KB5
2017-02-17,2017-7,61903.54
2017-02-24,2017-8,62109.81
2017-03-03,2017-9,60782.46
2017-03-10,2017-10,60656.9
2017-03-17,2017-11,63518.5
2017-03-24,2017-12,64373.6
2017-03-31,2017-13,64300.0
2017-04-07,2017-14,63529.6
2017-04-14,2017-15,65545.61
2017-04-21,2017-16,65871.59
2017-04-28,2017-17,67227.62
2017-05-05,2017-18,67345.67
2017-05-12,2017-19,66572.4
2017-05-19,2017-20,64206.37
2017-05-26,2017-21,66287.4
2017-06-02,2017-22,68776.06
2017-06-09,2017-23,69466.97
2017-06-16,2017-24,69132.67
2017-06-23,2017-25,69292.52
2017-06-30,2017-26,67942.31
2017-07-07,2017-27,65247.92
2017-07-14,2017-28,64925.05
2017-07-21,2017-29,66861.73
2017-07-28,2017-30,66379.88
2017-08-04,2017-31,65368.98
2017-08-11,2017-32,65132.25
2017-08-18,2017-33,65444.3
2017-08-25,2017-34,66954.58
2017-09-01,2017-35,67342.63
2017-09-08,2017-36,68727.46
2017-09-15,2017-37,67755.92
2017-09-22,2017-38,68252.68
2017-09-29,2017-39,66064.56
2017-10-06,2017-40,63732.63
2017-10-13,2017-41,64001.31
2017-10-20,2017-42,63739.09
2017-10-27,2017-43,62974.14
2017-11-03,2017-44,61691.73
2017-11-10,2017-45,62278.4
2017-11-17,2017-46,62702.03
2017-11-24,2017-47,63253.81
2017-12-01,2017-48,63764.54
2017-12-08,2017-49,66559.18
2017-12-15,2017-50,66149.94
2017-12-22,2017-51,68223.25
2017-12-29,2017-52,66162.01
2018-01-05,2018-1,66841.35
2018-01-12,2018-2,66189.47
2018-01-19,2018-3,66136.3
2018-01-26,2018-4,66666.73
2018-02-02,2018-5,65096.93
2018-02-09,2018-6,64559.12
2018-02-16,2018-7,66626.67
2018-02-23,2018-8,67494.79
2018-03-02,2018-9,66468.9
2018-03-09,2018-10,66117.23
2018-03-16,2018-11,64687.83
2018-03-23,2018-12,65191.67
2018-03-30,2018-13,63180.34
2018-04-06,2018-14,63299.89
2018-04-13,2018-15,64684.67
2018-04-20,2018-16,65614.57
2018-04-27,2018-17,66783.14
2018-05-04,2018-18,63808.31
2018-05-11,2018-19,81880.23
2018-05-18,2018-20,61882.08
2018-05-25,2018-21,64022.15
2018-06-01,2018-22,65359.44
2018-06-08,2018-23,66927.23
2018-06-15,2018-24,67210.36
2018-06-22,2018-25,67836.27
2018-06-29,2018-26,63967.1
2018-07-06,2018-27,64268.7
2018-07-13,2018-28,61085.63
2018-07-20,2018-29,61975.03
2018-07-27,2018-30,61353.89
2018-08-03,2018-31,59839.79
2018-08-10,2018-32,62068.07
2018-08-17,2018-33,59941.19
2018-08-24,2018-34,61004.38
2018-08-31,2018-35,61476.05
2018-09-07,2018-36,61320.26
2018-09-14,2018-37,62597.89
2018-09-21,2018-38,61820.56
2018-09-28,2018-39,60740.89
2018-10-05,2018-40,59276.68
2018-10-12,2018-41,60622.2
2018-10-19,2018-42,60653.93
2018-10-26,2018-43,61532.33
2018-11-02,2018-44,61470.11
2018-11-09,2018-45,61407.63
2018-11-16,2018-46,61917.89
2018-11-23,2018-47,62177.16
2018-11-30,2018-48,60079.44
2018-12-07,2018-49,61966.98
2018-12-14,2018-50,62300.56
2018-12-21,2018-51,65494.73
2018-12-28,2018-52,63448.1
2019-01-04,2019-1,61406.83
2019-01-11,2019-2,60352.9
2019-01-18,2019-3,61412.67
2019-01-25,2019-4,62902.78
2019-02-01,2019-5,63707.18
2019-02-08,2019-6,65600.91
2019-02-15,2019-7,65765.18
2019-02-22,2019-8,65975.92
2019-03-01,2019-9,66445.86
2019-03-08,2019-10,66921.59
2019-03-15,2019-11,68882.28
2019-03-22,2019-12,70863.18
2019-03-29,2019-13,76351.21
2019-04-05,2019-14,74129.46
2019-04-12,2019-15,73329.88
2019-04-19,2019-16,72938.32
2019-04-26,2019-17,70525.03
2019-05-03,2019-18,69971.99
2019-05-10,2019-19,71558.28
2019-05-17,2019-20,72263.65
2019-05-24,2019-21,74078.17
2019-05-31,2019-22,73118.75
2019-06-07,2019-23,75721.94
2019-06-14,2019-24,75124.35
2019-06-21,2019-25,75990.32
2019-06-28,2019-26,74444.99
2019-07-05,2019-27,74290.77
2019-07-12,2019-28,73739.23
2019-07-19,2019-29,75855.16
2019-07-26,2019-30,75166.71
2019-08-02,2019-31,74606.05
2019-08-09,2019-32,74468.82
2019-08-16,2019-33,75383.11
2019-08-23,2019-34,74371.27
2019-08-30,2019-35,73488.69
2019-09-06,2019-36,74756.93
2019-09-13,2019-37,75613.51
2019-09-20,2019-38,77247.52
2019-09-27,2019-39,78029.43
2019-10-04,2019-40,77359.62
2019-10-11,2019-41,77015.07
2019-10-18,2019-42,77411.61
2019-10-25,2019-43,76966.53
2019-11-01,2019-44,76494.11
2019-11-08,2019-45,77190.43
2019-11-15,2019-46,77643.14
2019-11-22,2019-47,78637.1
2019-11-29,2019-48,77595.06
2019-12-06,2019-49,77827.86
2019-12-13,2019-50,78007.33
2019-12-20,2019-51,78707.45
2019-12-27,2019-52,78410.24
2020-01-03,2020-1,77944.37
2020-01-10,2020-2,78884.69
2020-01-17,2020-3,79981.58
2020-01-24,2020-4,80547.74
2020-01-31,2020-5,78868.66
2020-02-07,2020-6,80739.08
2020-02-14,2020-7,80766.16
2020-02-21,2020-8,82380.28
2020-02-28,2020-9,83482.21
2020-03-06,2020-10,85567.75
2020-03-13,2020-11,85496.52
2020-03-20,2020-12,86634.02
2020-03-27,2020-13,85961.06
2020-04-03,2020-14,83498.71
2020-04-10,2020-15,83784.06
2020-04-17,2020-16,84665.95
2020-04-24,2020-17,85745.19
2020-05-01,2020-18,86014.34
2020-05-08,2020-19,89118.8
2020-05-15,2020-20,89426.05
2020-05-22,2020-21,90646.58
2020-05-29,2020-22,91154.06
2020-06-05,2020-23,92293.53
2020-06-12,2020-24,93899.11
2020-06-19,2020-25,93930.69
2020-06-26,2020-26,95049.0
2020-07-03,2020-27,94930.94
2020-07-10,2020-28,96094.93
2020-07-17,2020-29,96891.48
2020-07-24,2020-30,99803.62
2020-07-31,2020-31,102128.44
2020-08-07,2020-32,108143.86
2020-08-14,2020-33,106421.95
2020-08-21,2020-34,106689.8
2020-08-28,2020-35,106255.97
2020-09-04,2020-36,105502.38
2020-09-11,2020-37,105986.1
2020-09-18,2020-38,105042.12
2020-09-25,2020-39,105713.1
2020-10-02,2020-40,104389.29
2020-10-09,2020-41,104191.32
2020-10-16,2020-42,103362.72
2020-10-23,2020-43,104829.33
2020-10-30,2020-44,105234.12
2020-11-06,2020-45,108149.55
2020-11-13,2020-46,109780.99
2020-11-20,2020-47,111977.82
2020-11-27,2020-48,111441.09
2020-12-04,2020-49,112883.41
2020-12-11,2020-50,112154.52
2020-12-18,2020-51,114237.25
2020-12-25,2020-52,115123.38
2021-01-01,2021-1,114120.21
2021-01-08,2021-2,113920.27
2021-01-15,2021-3,113331.57
2021-01-22,2021-4,113887.9
2021-01-29,2021-5,113355.13
2021-02-05,2021-6,112662.64
2021-02-12,2021-7,114065.17
2021-02-19,2021-8,113849.44
2021-02-26,2021-9,112456.18
2021-03-05,2021-10,111401.86
2021-03-12,2021-11,111301.92
2021-03-19,2021-12,113773.8
2021-03-26,2021-13,108117.86
2021-04-02,2021-14,106043.14
2021-04-09,2021-15,106886.19
2021-04-16,2021-16,107844.1
2021-04-23,2021-17,107321.66
2021-04-30,2021-18,108711.76
2021-05-07,2021-19,108717.19
2021-05-14,2021-20,109585.76
2021-05-21,2021-21,110634.61
2021-05-28,2021-22,110792.15
2021-06-04,2021-23,110681.78
2021-06-11,2021-24,112687.69
2021-06-18,2021-25,111161.29
2021-06-25,2021-26,110001.22
2021-07-02,2021-27,109973.59
2021-07-09,2021-28,111289.02
2021-07-16,2021-29,113093.77
2021-07-23,2021-30,113443.95
2021-07-30,2021-31,113869.41
2021-08-06,2021-32,113912.36
2021-08-13,2021-33,114567.85
2021-08-20,2021-34,113888.04
2021-08-27,2021-35,116391.03
2021-09-03,2021-36,120453.8
2021-09-10,2021-37,120498.08
2021-09-17,2021-38,119738.08
2021-09-24,2021-39,119135.16
2021-10-01,2021-40,116854.93
2021-10-08,2021-41,118291.47
2021-10-15,2021-42,118717.61
2021-10-22,2021-43,119205.84
2021-10-29,2021-44,118465.7
2021-11-05,2021-45,119972.26
2021-11-12,2021-46,121972.56
2021-11-19,2021-47,122999.34
2021-11-26,2021-48,120863.27
2021-12-03,2021-49,121283.55
2021-12-10,2021-50,122188.59
2021-12-17,2021-51,128037.33
2021-12-24,2021-52,130808.4
2021-12-31,2021-53,129753.04
2022-01-07,2022-1,127595.3
2022-01-14,2022-2,128179.4
2022-01-21,2022-3,128962.91
2022-01-28,2022-4,127495.67
2022-02-04,2022-5,127456.52
2022-02-11,2022-6,126655.02
2022-02-18,2022-7,123478.45
2022-02-25,2022-8,123419.23
2022-03-04,2022-9,122760.47
2022-03-11,2022-10,124461.9
2022-03-18,2022-11,124638.68
2022-03-25,2022-12,125589.89
2022-04-01,2022-13,123890.47
2022-04-08,2022-14,123668.36
2022-04-15,2022-15,123351.08
2022-04-22,2022-16,123407.05
2022-04-29,2022-17,121606.07
2022-05-06,2022-18,123062.24
2022-05-13,2022-19,122279.87
2022-05-20,2022-20,123175.71
2022-05-27,2022-21,123011.73
2022-06-03,2022-22,124314.98
2022-06-10,2022-23,123815.68
2022-06-17,2022-24,123083.33
2022-06-24,2022-25,123221.02
2022-07-01,2022-26,121525.86
2022-07-08,2022-27,120007.16
2022-07-15,2022-28,121209.06
2022-07-22,2022-29,120748.1
2022-07-29,2022-30,121224.88
2022-08-05,2022-31,125022.84
2022-08-12,2022-32,123301.96
2022-08-19,2022-33,121879.54
2022-08-26,2022-34,122131.09
2022-09-02,2022-35,123426.97
2022-09-09,2022-36,124332.86
2022-09-16,2022-37,123966.35
2022-09-23,2022-38,125465.86
2022-09-30,2022-39,124288.25
2022-10-07,2022-40,124696.88
2022-10-14,2022-41,124073.38
2022-10-21,2022-42,124105.61
2022-10-28,2022-43,125409.39
2022-11-04,2022-44,125114.65
2022-11-11,2022-45,127406.51
2022-11-18,2022-46,126651.9
2022-11-25,2022-47,125724.31
2022-12-02,2022-48,127365.37
2022-12-09,2022-49,128477.66
2022-12-16,2022-50,127334.42
2022-12-23,2022-51,126884.11
2022-12-30,2022-52,125310.69
2023-01-06,2023-1,127338.92
2023-01-13,2023-2,130287.77
2023-01-20,2023-3,130764.3
2023-01-27,2023-4,131908.99
2023-02-03,2023-5,134128.65
2023-02-10,2023-6,132622.55
2023-02-17,2023-7,131958.15
2023-02-24,2023-8,130420.43
2023-03-03,2023-9,130682.62
2023-03-10,2023-10,131757.84
2023-03-17,2023-11,133713.24
2023-03-24,2023-12,135564.81
2023-03-31,2023-13,133469.84
2023-04-07,2023-14,135927.46
2023-04-14,2023-15,137652.22
2023-04-21,2023-16,138106.11
2023-04-28,2023-17,138107.39
2023-05-05,2023-18,140253.45
2023-05-12,2023-19,138886.72
2023-05-19,2023-20,136575.52
2023-05-26,2023-21,132700.45
2023-06-02,2023-22,131401.61
2023-06-09,2023-23,130126.62
2023-06-16,2023-24,131598.75
2023-06-23,2023-25,124706.64
2023-06-30,2023-26,125184.74
2023-07-07,2023-27,127228.4
2023-07-14,2023-28,130061.78
2023-07-21,2023-29,130804.75
2023-07-28,2023-30,131539.05
2023-08-04,2023-31,129834.31
2023-08-11,2023-32,131016.34
2023-08-18,2023-33,131761.03
2023-08-25,2023-34,133612.91
2023-09-01,2023-35,133462.85
2023-09-08,2023-36,132504.95
2023-09-15,2023-37,130627.59
2023-09-22,2023-38,130147.59
2023-09-29,2023-39,127136.76
2023-10-06,2023-40,126719.32
2023-10-13,2023-41,127427.56
2023-10-20,2023-42,128372.22
2023-10-27,2023-43,127775.07
2023-11-03,2023-44,127098.99
2023-11-10,2023-45,126587.82
2023-11-17,2023-46,126356.31
2023-11-24,2023-47,126267.67
2023-12-01,2023-48,125920.28
2023-12-08,2023-49,125330.9
2023-12-15,2023-50,126422.61
2023-12-22,2023-51,128093.3
2023-12-29,2023-52,126932.6
2024-01-05,2024-1,125870.3
2024-01-12,2024-2,126700.06
2024-01-19,2024-3,127451.39
2024-01-26,2024-4,128037.92
2024-02-02,2024-5,127725.92
2024-02-09,2024-6,127368.29
2024-02-16,2024-7,127952.58
2024-02-23,2024-8,129488.32
2024-03-01,2024-9,128080.17
2024-03-08,2024-10,132399.59
2024-03-15,2024-11,135215.3
2024-03-22,2024-12,137707.48
2024-03-29,2024-13,136420.1
2024-04-05,2024-14,132680.53
2024-04-12,2024-15,133380.83
2024-04-19,2024-16,134283.85
2024-04-26,2024-17,132873.05
2024-05-03,2024-18,130281.96
2024-05-10,2024-19,128098.98
2024-05-17,2024-20,127261.03
2024-05-24,2024-21,127367.2
2024-05-31,2024-22,124959.58
2024-06-07,2024-23,124126.5
2024-06-14,2024-24,121198.84
2024-06-21,2024-25,123383.86
2024-06-28,2024-26,122083.77
2024-07-05,2024-27,120571.39
2024-07-12,2024-28,121126.61
2024-07-19,2024-29,121972.79
2024-07-26,2024-30,121963.13
2024-08-02,2024-31,122807.31
2024-08-09,2024-32,124968.42
2024-08-16,2024-33,125162.61
2024-08-23,2024-34,128922.68
2024-08-30,2024-35,128511.54
2024-09-06,2024-36,130300.48
2024-09-13,2024-37,129050.88
2024-09-20,2024-38,131760.42
2024-09-27,2024-39,130805.35
2024-10-04,2024-40,130485.36
2024-10-11,2024-41,128148.41
2024-10-18,2024-42,130300.52
2024-10-25,2024-43,128904.53
2024-11-01,2024-44,129011.07
2024-11-08,2024-45,127051.78
2024-11-15,2024-46,126543.56
2024-11-22,2024-47,126720.19
2024-11-29,2024-48,126235.79
2024-12-06,2024-49,122897.83
2024-12-13,2024-50,123603.88
2024-12-20,2024-51,122971.14
2024-12-27,2024-52,124464.61
2025-01-03,2025-1,123922.93
2025-01-10,2025-2,122919.82
2025-01-17,2025-3,123430.1
2025-01-24,2025-4,126014.24
2025-01-31,2025-5,123601.21
2025-02-07,2025-6,126187.93
2025-02-14,2025-7,127039.17
2025-02-21,2025-8,129963.24
2025-02-28,2025-9,126292.37
2025-03-07,2025-10,130416.21
2025-03-14,2025-11,130623.59
2025-03-21,2025-12,136948.15
2025-03-28,2025-13,135946.17
2025-04-04,2025-14,140034.47
2025-04-11,2025-15,139947.65
2025-04-18,2025-16,143495.55
2025-04-25,2025-17,143143.11
2025-05-02,2025-18,141626.23
2025-05-09,2025-19,141263.27
2025-05-16,2025-20,140267.66
2025-05-23,2025-21,141860.44
2025-05-30,2025-22,140240.23
2025-06-06,2025-23,139498.29
2025-06-13,2025-24,143650.87
2025-06-20,2025-25,143165.93
2025-06-27,2025-26,144563.14
2025-07-04,2025-27,141559.34
2025-07-11,2025-28,142474.22
2025-07-18,2025-29,143844.5
2025-07-25,2025-30,145356.47
2025-08-01,2025-31,141757.26
2025-08-08,2025-32,145696.53
2025-08-15,2025-33,144124.38
2025-08-22,2025-34,145853.27
2025-08-29,2025-35,143610.31
2025-09-05,2025-36,147731.99
2025-09-12,2025-37,151410.8
2025-09-19,2025-38,153990.36
2025-09-26,2025-39,153798.72
2025-10-03,2025-40,155076.1
