Tarih,TP_ZORUNDTH_KB4,TP_ZORUNDTH_KB4
2017-02-17,2017-7,5091.12
2017-02-24,2017-8,5136.01
2017-03-03,2017-9,5132.63
2017-03-10,2017-10,5068.92
2017-03-17,2017-11,5207.38
2017-03-24,2017-12,5228.92
2017-03-31,2017-13,5072.68
2017-04-07,2017-14,5039.93
2017-04-14,2017-15,5027.34
2017-04-21,2017-16,5046.74
2017-04-28,2017-17,5046.99
2017-05-05,2017-18,5132.46
2017-05-12,2017-19,5108.24
2017-05-19,2017-20,5186.67
2017-05-26,2017-21,5184.29
2017-06-02,2017-22,5235.28
2017-06-09,2017-23,5243.76
2017-06-16,2017-24,5307.82
2017-06-23,2017-25,5333.38
2017-06-30,2017-26,5265.0
2017-07-07,2017-27,5236.75
2017-07-14,2017-28,5286.75
2017-07-21,2017-29,5409.13
2017-07-28,2017-30,5340.79
2017-08-04,2017-31,5409.84
2017-08-11,2017-32,5412.4
2017-08-18,2017-33,5469.42
2017-08-25,2017-34,5534.03
2017-09-01,2017-35,5590.94
2017-09-08,2017-36,5703.81
2017-09-15,2017-37,5603.21
2017-09-22,2017-38,5559.86
2017-09-29,2017-39,5390.13
2017-10-06,2017-40,5408.16
2017-10-13,2017-41,5401.19
2017-10-20,2017-42,5385.81
2017-10-27,2017-43,5190.07
2017-11-03,2017-44,5229.26
2017-11-10,2017-45,5276.25
2017-11-17,2017-46,5302.9
2017-11-24,2017-47,5344.3
2017-12-01,2017-48,5334.08
2017-12-08,2017-49,5367.39
2017-12-15,2017-50,5554.84
2017-12-22,2017-51,5407.52
2017-12-29,2017-52,5239.78
2018-01-05,2018-1,5284.0
2018-01-12,2018-2,5338.01
2018-01-19,2018-3,5417.87
2018-01-26,2018-4,5495.58
2018-02-02,2018-5,5488.71
2018-02-09,2018-6,5506.99
2018-02-16,2018-7,5562.72
2018-02-23,2018-8,5486.86
2018-03-02,2018-9,5450.96
2018-03-09,2018-10,5570.88
2018-03-16,2018-11,5652.23
2018-03-23,2018-12,5643.93
2018-03-30,2018-13,5453.89
2018-04-06,2018-14,5381.21
2018-04-13,2018-15,5488.71
2018-04-20,2018-16,5447.43
2018-04-27,2018-17,5425.32
2018-05-04,2018-18,5448.68
2018-05-11,2018-19,5412.52
2018-05-18,2018-20,5250.83
2018-05-25,2018-21,5187.14
2018-06-01,2018-22,5235.49
2018-06-08,2018-23,5296.92
2018-06-15,2018-24,5245.66
2018-06-22,2018-25,5384.97
2018-06-29,2018-26,5474.12
2018-07-06,2018-27,5367.61
2018-07-13,2018-28,5287.1
2018-07-20,2018-29,5262.55
2018-07-27,2018-30,5276.17
2018-08-03,2018-31,5268.71
2018-08-10,2018-32,5165.39
2018-08-17,2018-33,5322.47
2018-08-24,2018-34,4891.03
2018-08-31,2018-35,4918.75
2018-09-07,2018-36,4845.98
2018-09-14,2018-37,4779.32
2018-09-21,2018-38,4804.53
2018-09-28,2018-39,4740.05
2018-10-05,2018-40,4679.7
2018-10-12,2018-41,4732.57
2018-10-19,2018-42,4661.25
2018-10-26,2018-43,4626.24
2018-11-02,2018-44,4614.63
2018-11-09,2018-45,4574.98
2018-11-16,2018-46,4576.45
2018-11-23,2018-47,4632.25
2018-11-30,2018-48,4542.81
2018-12-07,2018-49,4575.72
2018-12-14,2018-50,4530.68
2018-12-21,2018-51,4604.43
2018-12-28,2018-52,4565.09
2019-01-04,2019-1,4566.63
2019-01-11,2019-2,4620.02
2019-01-18,2019-3,4568.27
2019-01-25,2019-4,4904.05
2019-02-01,2019-5,4612.08
2019-02-08,2019-6,4914.42
2019-02-15,2019-7,4793.64
2019-02-22,2019-8,4825.94
2019-03-01,2019-9,4838.89
2019-03-08,2019-10,4805.63
2019-03-15,2019-11,4836.92
2019-03-22,2019-12,4742.44
2019-03-29,2019-13,4689.68
2019-04-05,2019-14,4720.03
2019-04-12,2019-15,4862.35
2019-04-19,2019-16,4906.45
2019-04-26,2019-17,4765.97
2019-05-03,2019-18,4749.16
2019-05-10,2019-19,4763.3
2019-05-17,2019-20,4806.84
2019-05-24,2019-21,4979.17
2019-05-31,2019-22,4952.75
2019-06-07,2019-23,5086.6
2019-06-14,2019-24,5059.1
2019-06-21,2019-25,5081.32
2019-06-28,2019-26,5062.41
2019-07-05,2019-27,5049.7
2019-07-12,2019-28,5081.04
2019-07-19,2019-29,5118.98
2019-07-26,2019-30,5088.85
2019-08-02,2019-31,5043.76
2019-08-09,2019-32,4985.4
2019-08-16,2019-33,5091.4
2019-08-23,2019-34,5082.33
2019-08-30,2019-35,5084.59
2019-09-06,2019-36,5143.1
2019-09-13,2019-37,5153.72
2019-09-20,2019-38,5118.13
2019-09-27,2019-39,5087.0
2019-10-04,2019-40,5103.28
2019-10-11,2019-41,5113.99
2019-10-18,2019-42,5102.27
2019-10-25,2019-43,5057.17
2019-11-01,2019-44,4993.98
2019-11-08,2019-45,4944.75
2019-11-15,2019-46,4932.31
2019-11-22,2019-47,4992.38
2019-11-29,2019-48,4979.59
2019-12-06,2019-49,5078.63
2019-12-13,2019-50,5128.22
2019-12-20,2019-51,5152.97
2019-12-27,2019-52,5204.91
2020-01-03,2020-1,5281.95
2020-01-10,2020-2,5244.79
2020-01-17,2020-3,5366.03
2020-01-24,2020-4,5350.45
2020-01-31,2020-5,5455.96
2020-02-07,2020-6,5345.56
2020-02-14,2020-7,5365.66
2020-02-21,2020-8,5314.64
2020-02-28,2020-9,5263.58
2020-03-06,2020-10,5388.34
2020-03-13,2020-11,5368.77
2020-03-20,2020-12,5274.46
2020-03-27,2020-13,5457.95
2020-04-03,2020-14,5276.96
2020-04-10,2020-15,5285.73
2020-04-17,2020-16,5189.18
2020-04-24,2020-17,5130.57
2020-05-01,2020-18,5168.05
2020-05-08,2020-19,5175.84
2020-05-15,2020-20,5162.1
2020-05-22,2020-21,5217.4
2020-05-29,2020-22,5306.92
2020-06-05,2020-23,5334.89
2020-06-12,2020-24,5347.28
2020-06-19,2020-25,5333.82
2020-06-26,2020-26,5382.61
2020-07-03,2020-27,5432.52
2020-07-10,2020-28,5539.11
2020-07-17,2020-29,5515.4
2020-07-24,2020-30,5646.55
2020-07-31,2020-31,5694.9
2020-08-07,2020-32,5714.76
2020-08-14,2020-33,5634.75
2020-08-21,2020-34,5650.57
2020-08-28,2020-35,5686.18
2020-09-04,2020-36,5608.04
2020-09-11,2020-37,5554.0
2020-09-18,2020-38,5667.32
2020-09-25,2020-39,5757.47
2020-10-02,2020-40,5694.15
2020-10-09,2020-41,5652.68
2020-10-16,2020-42,5585.93
2020-10-23,2020-43,5588.63
2020-10-30,2020-44,5576.23
2020-11-06,2020-45,5650.36
2020-11-13,2020-46,5591.3
2020-11-20,2020-47,5613.29
2020-11-27,2020-48,5690.74
2020-12-04,2020-49,5738.69
2020-12-11,2020-50,5731.9
2020-12-18,2020-51,5783.75
2020-12-25,2020-52,5826.24
2021-01-01,2021-1,5794.02
2021-01-08,2021-2,5841.41
2021-01-15,2021-3,5837.65
2021-01-22,2021-4,5839.63
2021-01-29,2021-5,5836.47
2021-02-05,2021-6,5777.45
2021-02-12,2021-7,5887.1
2021-02-19,2021-8,5861.03
2021-02-26,2021-9,5828.64
2021-03-05,2021-10,5756.49
2021-03-12,2021-11,5803.64
2021-03-19,2021-12,5886.44
2021-03-26,2021-13,5818.98
2021-04-02,2021-14,5746.67
2021-04-09,2021-15,5724.18
2021-04-16,2021-16,5785.23
2021-04-23,2021-17,5792.48
2021-04-30,2021-18,5848.49
2021-05-07,2021-19,5828.46
2021-05-14,2021-20,5889.05
2021-05-21,2021-21,5927.58
2021-05-28,2021-22,5885.63
2021-06-04,2021-23,5902.12
2021-06-11,2021-24,5919.73
2021-06-18,2021-25,5892.96
2021-06-25,2021-26,5987.8
2021-07-02,2021-27,5984.23
2021-07-09,2021-28,6080.35
2021-07-16,2021-29,6081.71
2021-07-23,2021-30,6109.72
2021-07-30,2021-31,6238.89
2021-08-06,2021-32,6194.78
2021-08-13,2021-33,6223.49
2021-08-20,2021-34,6222.34
2021-08-27,2021-35,6309.9
2021-09-03,2021-36,6357.11
2021-09-10,2021-37,6376.0
2021-09-17,2021-38,6323.44
2021-09-24,2021-39,6293.62
2021-10-01,2021-40,6122.58
2021-10-08,2021-41,6194.16
2021-10-15,2021-42,6272.73
2021-10-22,2021-43,6284.29
2021-10-29,2021-44,6222.83
2021-11-05,2021-45,6241.62
2021-11-12,2021-46,6272.34
2021-11-19,2021-47,6291.26
2021-11-26,2021-48,6267.5
2021-12-03,2021-49,6268.93
2021-12-10,2021-50,6345.33
2021-12-17,2021-51,6370.58
2021-12-24,2021-52,6435.63
2021-12-31,2021-53,6456.93
2022-01-07,2022-1,6413.9
2022-01-14,2022-2,6477.17
2022-01-21,2022-3,6314.56
2022-01-28,2022-4,6241.95
2022-02-04,2022-5,6299.61
2022-02-11,2022-6,6241.92
2022-02-18,2022-7,6221.06
2022-02-25,2022-8,6107.37
2022-03-04,2022-9,6117.94
2022-03-11,2022-10,6123.24
2022-03-18,2022-11,6202.21
2022-03-25,2022-12,6257.43
2022-04-01,2022-13,6315.11
2022-04-08,2022-14,6307.58
2022-04-15,2022-15,6288.96
2022-04-22,2022-16,6266.95
2022-04-29,2022-17,6230.58
2022-05-06,2022-18,6331.05
2022-05-13,2022-19,6312.73
2022-05-20,2022-20,6518.29
2022-05-27,2022-21,6437.73
2022-06-03,2022-22,6396.41
2022-06-10,2022-23,6422.08
2022-06-17,2022-24,6454.38
2022-06-24,2022-25,6482.44
2022-07-01,2022-26,6378.87
2022-07-08,2022-27,6430.4
2022-07-15,2022-28,6475.96
2022-07-22,2022-29,6386.63
2022-07-29,2022-30,6442.46
2022-08-05,2022-31,6466.57
2022-08-12,2022-32,6468.79
2022-08-19,2022-33,6403.9
2022-08-26,2022-34,6333.1
2022-09-02,2022-35,6282.35
2022-09-09,2022-36,6329.37
2022-09-16,2022-37,6400.29
2022-09-23,2022-38,6336.99
2022-09-30,2022-39,6391.35
2022-10-07,2022-40,6366.7
2022-10-14,2022-41,6259.13
2022-10-21,2022-42,6234.09
2022-10-28,2022-43,6404.32
2022-11-04,2022-44,6181.17
2022-11-11,2022-45,6383.68
2022-11-18,2022-46,6475.55
2022-11-25,2022-47,6445.47
2022-12-02,2022-48,6456.37
2022-12-09,2022-49,6358.41
2022-12-16,2022-50,6289.03
2022-12-23,2022-51,6299.76
2022-12-30,2022-52,6268.9
2023-01-06,2023-1,6276.59
2023-01-13,2023-2,6497.8
2023-01-20,2023-3,6542.43
2023-01-27,2023-4,6528.5
2023-02-03,2023-5,6545.77
2023-02-10,2023-6,6436.14
2023-02-17,2023-7,6372.63
2023-02-24,2023-8,6292.98
2023-03-03,2023-9,6341.93
2023-03-10,2023-10,6354.49
2023-03-17,2023-11,6512.28
2023-03-24,2023-12,6575.11
2023-03-31,2023-13,6540.86
2023-04-07,2023-14,6659.78
2023-04-14,2023-15,6609.04
2023-04-21,2023-16,6667.21
2023-04-28,2023-17,6614.02
2023-05-05,2023-18,6683.77
2023-05-12,2023-19,6682.42
2023-05-19,2023-20,6788.28
2023-05-26,2023-21,6640.8
2023-06-02,2023-22,6639.51
2023-06-09,2023-23,6682.75
2023-06-16,2023-24,6731.69
2023-06-23,2023-25,6569.99
2023-06-30,2023-26,6650.87
2023-07-07,2023-27,6597.92
2023-07-14,2023-28,6783.68
2023-07-21,2023-29,6756.65
2023-07-28,2023-30,6739.04
2023-08-04,2023-31,6659.32
2023-08-11,2023-32,6719.47
2023-08-18,2023-33,6876.05
2023-08-25,2023-34,5766.19
2023-09-01,2023-35,6954.98
2023-09-08,2023-36,6845.7
2023-09-15,2023-37,6771.16
2023-09-22,2023-38,6783.86
2023-09-29,2023-39,6684.42
2023-10-06,2023-40,6744.55
2023-10-13,2023-41,6763.56
2023-10-20,2023-42,6737.86
2023-10-27,2023-43,6783.85
2023-11-03,2023-44,6853.4
2023-11-10,2023-45,6796.64
2023-11-17,2023-46,6828.57
2023-11-24,2023-47,6909.2
2023-12-01,2023-48,7087.32
2023-12-08,2023-49,7123.58
2023-12-15,2023-50,7154.63
2023-12-22,2023-51,7285.77
2023-12-29,2023-52,7142.97
2024-01-05,2024-1,7323.53
2024-01-12,2024-2,7466.49
2024-01-19,2024-3,7638.84
2024-01-26,2024-4,7768.2
2024-02-02,2024-5,7943.28
2024-02-09,2024-6,8027.07
2024-02-16,2024-7,8128.0
2024-02-23,2024-8,8300.06
2024-03-01,2024-9,8239.41
2024-03-08,2024-10,8540.12
2024-03-15,2024-11,8484.26
2024-03-22,2024-12,8564.52
2024-03-29,2024-13,8308.52
2024-04-05,2024-14,8323.43
2024-04-12,2024-15,8343.21
2024-04-19,2024-16,8314.85
2024-04-26,2024-17,8467.56
2024-05-03,2024-18,8480.08
2024-05-10,2024-19,8285.08
2024-05-17,2024-20,8261.74
2024-05-24,2024-21,7965.98
2024-05-31,2024-22,7578.82
2024-06-07,2024-23,7487.73
2024-06-14,2024-24,7396.59
2024-06-21,2024-25,7485.32
2024-06-28,2024-26,7590.62
2024-07-05,2024-27,7729.7
2024-07-12,2024-28,8262.41
2024-07-19,2024-29,8085.13
2024-07-26,2024-30,8251.72
2024-08-02,2024-31,8467.88
2024-08-09,2024-32,8529.44
2024-08-16,2024-33,8678.83
2024-08-23,2024-34,8976.75
2024-08-30,2024-35,8882.81
2024-09-06,2024-36,8923.58
2024-09-13,2024-37,8674.58
2024-09-20,2024-38,8768.57
2024-09-27,2024-39,8661.84
2024-10-04,2024-40,8582.99
2024-10-11,2024-41,8480.83
2024-10-18,2024-42,8236.24
2024-10-25,2024-43,8144.74
2024-11-01,2024-44,8059.16
2024-11-08,2024-45,8205.84
2024-11-15,2024-46,8222.37
2024-11-22,2024-47,7900.15
2024-11-29,2024-48,8023.27
2024-12-06,2024-49,7939.46
2024-12-13,2024-50,7990.45
2024-12-20,2024-51,7825.34
2024-12-27,2024-52,7919.58
2025-01-03,2025-1,8182.42
2025-01-10,2025-2,7906.05
2025-01-17,2025-3,7936.64
2025-01-24,2025-4,8111.66
2025-01-31,2025-5,7725.38
2025-02-07,2025-6,7937.77
2025-02-14,2025-7,8120.72
2025-02-21,2025-8,8351.02
2025-02-28,2025-9,8290.02
2025-03-07,2025-10,8596.72
2025-03-14,2025-11,8547.39
2025-03-21,2025-12,8511.53
2025-03-28,2025-13,8387.82
2025-04-04,2025-14,8635.76
2025-04-11,2025-15,8824.01
2025-04-18,2025-16,9093.07
2025-04-25,2025-17,8974.36
2025-05-02,2025-18,9005.05
2025-05-09,2025-19,8838.13
2025-05-16,2025-20,8808.9
2025-05-23,2025-21,9032.58
2025-05-30,2025-22,8715.96
2025-06-06,2025-23,8892.75
2025-06-13,2025-24,8748.46
2025-06-20,2025-25,8378.95
2025-06-27,2025-26,8339.4
2025-07-04,2025-27,8221.14
2025-07-11,2025-28,8261.79
2025-07-18,2025-29,8103.63
2025-07-25,2025-30,8147.49
2025-08-01,2025-31,8036.56
2025-08-08,2025-32,8210.15
2025-08-15,2025-33,8161.39
2025-08-22,2025-34,8186.74
2025-08-29,2025-35,8198.26
2025-09-05,2025-36,8266.73
2025-09-12,2025-37,8340.16
2025-09-19,2025-38,8281.37
2025-09-26,2025-39,8172.33
2025-10-03,2025-40,8341.87
