Tarih,TP_ZORUNDTH_KB7,TP_ZORUNDTH_KB7
2017-02-17,2017-7,184021.44
2017-02-24,2017-8,184245.75
2017-03-03,2017-9,182812.2
2017-03-10,2017-10,183135.76
2017-03-17,2017-11,187311.75
2017-03-24,2017-12,188809.98
2017-03-31,2017-13,187358.02
2017-04-07,2017-14,186496.53
2017-04-14,2017-15,188948.42
2017-04-21,2017-16,190904.15
2017-04-28,2017-17,194838.68
2017-05-05,2017-18,195686.88
2017-05-12,2017-19,195307.8
2017-05-19,2017-20,194833.06
2017-05-26,2017-21,196099.78
2017-06-02,2017-22,198823.72
2017-06-09,2017-23,199860.25
2017-06-16,2017-24,199500.05
2017-06-23,2017-25,198920.92
2017-06-30,2017-26,197867.38
2017-07-07,2017-27,195563.7
2017-07-14,2017-28,195154.2
2017-07-21,2017-29,197411.41
2017-07-28,2017-30,196734.41
2017-08-04,2017-31,197067.54
2017-08-11,2017-32,196878.72
2017-08-18,2017-33,201334.07
2017-08-25,2017-34,201879.27
2017-09-01,2017-35,203460.8
2017-09-08,2017-36,204679.74
2017-09-15,2017-37,203588.46
2017-09-22,2017-38,203902.12
2017-09-29,2017-39,201369.32
2017-10-06,2017-40,200053.9
2017-10-13,2017-41,199332.13
2017-10-20,2017-42,198399.06
2017-10-27,2017-43,195908.03
2017-11-03,2017-44,194165.01
2017-11-10,2017-45,194022.94
2017-11-17,2017-46,195226.6
2017-11-24,2017-47,196587.21
2017-12-01,2017-48,196095.56
2017-12-08,2017-49,196986.78
2017-12-15,2017-50,197306.27
2017-12-22,2017-51,198668.59
2017-12-29,2017-52,198764.43
2018-01-05,2018-1,199798.69
2018-01-12,2018-2,200697.49
2018-01-19,2018-3,202707.17
2018-01-26,2018-4,205465.75
2018-02-02,2018-5,204444.04
2018-02-09,2018-6,202387.86
2018-02-16,2018-7,205914.32
2018-02-23,2018-8,205163.46
2018-03-02,2018-9,203949.19
2018-03-09,2018-10,204935.02
2018-03-16,2018-11,204053.48
2018-03-23,2018-12,203964.54
2018-03-30,2018-13,200746.34
2018-04-06,2018-14,200843.09
2018-04-13,2018-15,202503.06
2018-04-20,2018-16,203466.63
2018-04-27,2018-17,203417.28
2018-05-04,2018-18,200235.76
2018-05-11,2018-19,201033.88
2018-05-18,2018-20,199557.47
2018-05-25,2018-21,200271.0
2018-06-01,2018-22,199927.16
2018-06-08,2018-23,201529.58
2018-06-15,2018-24,201247.66
2018-06-22,2018-25,198979.16
2018-06-29,2018-26,195265.07
2018-07-06,2018-27,196769.54
2018-07-13,2018-28,191810.55
2018-07-20,2018-29,193183.65
2018-07-27,2018-30,193851.19
2018-08-03,2018-31,191864.15
2018-08-10,2018-32,192451.01
2018-08-17,2018-33,184568.52
2018-08-24,2018-34,185289.36
2018-08-31,2018-35,183693.06
2018-09-07,2018-36,182194.89
2018-09-14,2018-37,182520.61
2018-09-21,2018-38,183453.78
2018-09-28,2018-39,181586.62
2018-10-05,2018-40,180365.5
2018-10-12,2018-41,182203.32
2018-10-19,2018-42,182507.54
2018-10-26,2018-43,183655.39
2018-11-02,2018-44,182990.08
2018-11-09,2018-45,183264.17
2018-11-16,2018-46,183977.21
2018-11-23,2018-47,184411.29
2018-11-30,2018-48,181969.79
2018-12-07,2018-49,182239.69
2018-12-14,2018-50,182291.41
2018-12-21,2018-51,186199.61
2018-12-28,2018-52,183621.36
2019-01-04,2019-1,182908.4
2019-01-11,2019-2,184053.07
2019-01-18,2019-3,185343.16
2019-01-25,2019-4,187225.48
2019-02-01,2019-5,189063.79
2019-02-08,2019-6,190638.09
2019-02-15,2019-7,190821.5
2019-02-22,2019-8,191996.35
2019-03-01,2019-9,193110.09
2019-03-08,2019-10,192557.84
2019-03-15,2019-11,197306.01
2019-03-22,2019-12,201024.9
2019-03-29,2019-13,202894.18
2019-04-05,2019-14,203035.33
2019-04-12,2019-15,202580.18
2019-04-19,2019-16,202100.08
2019-04-26,2019-17,201443.72
2019-05-03,2019-18,199141.76
2019-05-10,2019-19,201636.42
2019-05-17,2019-20,202262.05
2019-05-24,2019-21,203274.18
2019-05-31,2019-22,201324.25
2019-06-07,2019-23,203751.98
2019-06-14,2019-24,203695.62
2019-06-21,2019-25,204283.76
2019-06-28,2019-26,201986.53
2019-07-05,2019-27,201996.97
2019-07-12,2019-28,202153.52
2019-07-19,2019-29,203876.84
2019-07-26,2019-30,203262.09
2019-08-02,2019-31,202213.52
2019-08-09,2019-32,203177.06
2019-08-16,2019-33,203230.2
2019-08-23,2019-34,201783.06
2019-08-30,2019-35,201164.72
2019-09-06,2019-36,202329.68
2019-09-13,2019-37,203589.51
2019-09-20,2019-38,204478.44
2019-09-27,2019-39,204658.34
2019-10-04,2019-40,205158.01
2019-10-11,2019-41,204482.57
2019-10-18,2019-42,206754.35
2019-10-25,2019-43,206630.25
2019-11-01,2019-44,205719.22
2019-11-08,2019-45,205633.85
2019-11-15,2019-46,205782.99
2019-11-22,2019-47,206999.66
2019-11-29,2019-48,204776.43
2019-12-06,2019-49,204691.37
2019-12-13,2019-50,204759.09
2019-12-20,2019-51,204293.9
2019-12-27,2019-52,204316.75
2020-01-03,2020-1,204285.1
2020-01-10,2020-2,205103.75
2020-01-17,2020-3,206066.19
2020-01-24,2020-4,205517.13
2020-01-31,2020-5,203421.35
2020-02-07,2020-6,204462.64
2020-02-14,2020-7,204232.56
2020-02-21,2020-8,205701.69
2020-02-28,2020-9,207297.54
2020-03-06,2020-10,209911.55
2020-03-13,2020-11,207575.59
2020-03-20,2020-12,204606.89
2020-03-27,2020-13,205131.06
2020-04-03,2020-14,201291.73
2020-04-10,2020-15,200352.26
2020-04-17,2020-16,201061.2
2020-04-24,2020-17,200510.54
2020-05-01,2020-18,199400.0
2020-05-08,2020-19,199881.7
2020-05-15,2020-20,200937.53
2020-05-22,2020-21,203357.71
2020-05-29,2020-22,204831.04
2020-06-05,2020-23,207042.4
2020-06-12,2020-24,208552.01
2020-06-19,2020-25,207444.13
2020-06-26,2020-26,207840.71
2020-07-03,2020-27,206586.2
2020-07-10,2020-28,207919.88
2020-07-17,2020-29,209073.76
2020-07-24,2020-30,213266.37
2020-07-31,2020-31,216722.43
2020-08-07,2020-32,222698.9
2020-08-14,2020-33,220693.99
2020-08-21,2020-34,220884.45
2020-08-28,2020-35,220733.62
2020-09-04,2020-36,220743.08
2020-09-11,2020-37,221575.08
2020-09-18,2020-38,220620.2
2020-09-25,2020-39,220645.2
2020-10-02,2020-40,220086.58
2020-10-09,2020-41,220827.58
2020-10-16,2020-42,220247.07
2020-10-23,2020-43,222636.9
2020-10-30,2020-44,222162.0
2020-11-06,2020-45,225950.04
2020-11-13,2020-46,227109.82
2020-11-20,2020-47,228546.82
2020-11-27,2020-48,228733.85
2020-12-04,2020-49,231645.62
2020-12-11,2020-50,230579.67
2020-12-18,2020-51,233389.07
2020-12-25,2020-52,233776.04
2021-01-01,2021-1,233592.75
2021-01-08,2021-2,233747.56
2021-01-15,2021-3,233027.93
2021-01-22,2021-4,234692.0
2021-01-29,2021-5,233934.09
2021-02-05,2021-6,231468.0
2021-02-12,2021-7,233668.56
2021-02-19,2021-8,232826.13
2021-02-26,2021-9,230456.82
2021-03-05,2021-10,228689.72
2021-03-12,2021-11,228864.93
2021-03-19,2021-12,230979.57
2021-03-26,2021-13,224206.3
2021-04-02,2021-14,221412.64
2021-04-09,2021-15,223088.35
2021-04-16,2021-16,224440.77
2021-04-23,2021-17,224016.44
2021-04-30,2021-18,223906.89
2021-05-07,2021-19,224762.99
2021-05-14,2021-20,225937.77
2021-05-21,2021-21,226259.3
2021-05-28,2021-22,226406.48
2021-06-04,2021-23,225580.31
2021-06-11,2021-24,227060.99
2021-06-18,2021-25,224583.66
2021-06-25,2021-26,224933.86
2021-07-02,2021-27,223954.33
2021-07-09,2021-28,225646.04
2021-07-16,2021-29,227054.34
2021-07-23,2021-30,227589.92
2021-07-30,2021-31,228899.68
2021-08-06,2021-32,229249.2
2021-08-13,2021-33,229757.46
2021-08-20,2021-34,228264.56
2021-08-27,2021-35,232016.17
2021-09-03,2021-36,233768.95
2021-09-10,2021-37,233501.48
2021-09-17,2021-38,233216.48
2021-09-24,2021-39,231713.96
2021-10-01,2021-40,229324.99
2021-10-08,2021-41,230782.46
2021-10-15,2021-42,231091.25
2021-10-22,2021-43,231507.9
2021-10-29,2021-44,230240.03
2021-11-05,2021-45,230321.89
2021-11-12,2021-46,231905.15
2021-11-19,2021-47,230987.5
2021-11-26,2021-48,229012.27
2021-12-03,2021-49,227891.63
2021-12-10,2021-50,228146.4
2021-12-17,2021-51,233045.44
2021-12-24,2021-52,234036.01
2021-12-31,2021-53,232090.31
2022-01-07,2022-1,230050.5
2022-01-14,2022-2,230240.09
2022-01-21,2022-3,228635.0
2022-01-28,2022-4,224352.24
2022-02-04,2022-5,222001.08
2022-02-11,2022-6,219447.01
2022-02-18,2022-7,214368.64
2022-02-25,2022-8,213149.17
2022-03-04,2022-9,211709.93
2022-03-11,2022-10,213473.46
2022-03-18,2022-11,214168.94
2022-03-25,2022-12,215804.5
2022-04-01,2022-13,214113.99
2022-04-08,2022-14,213829.65
2022-04-15,2022-15,213950.49
2022-04-22,2022-16,214199.89
2022-04-29,2022-17,211837.23
2022-05-06,2022-18,213186.02
2022-05-13,2022-19,211956.18
2022-05-20,2022-20,213086.0
2022-05-27,2022-21,213974.79
2022-06-03,2022-22,215690.87
2022-06-10,2022-23,214669.71
2022-06-17,2022-24,213868.42
2022-06-24,2022-25,214554.44
2022-07-01,2022-26,211529.23
2022-07-08,2022-27,209932.95
2022-07-15,2022-28,210459.43
2022-07-22,2022-29,211099.77
2022-07-29,2022-30,213919.13
2022-08-05,2022-31,218057.08
2022-08-12,2022-32,216982.52
2022-08-19,2022-33,215191.94
2022-08-26,2022-34,214258.95
2022-09-02,2022-35,212689.25
2022-09-09,2022-36,214058.0
2022-09-16,2022-37,212788.14
2022-09-23,2022-38,213174.69
2022-09-30,2022-39,211763.5
2022-10-07,2022-40,212939.61
2022-10-14,2022-41,212455.91
2022-10-21,2022-42,213055.32
2022-10-28,2022-43,215045.05
2022-11-04,2022-44,212876.96
2022-11-11,2022-45,215223.6
2022-11-18,2022-46,213008.05
2022-11-25,2022-47,210174.08
2022-12-02,2022-48,209926.93
2022-12-09,2022-49,208148.52
2022-12-16,2022-50,205732.43
2022-12-23,2022-51,203320.0
2022-12-30,2022-52,200677.07
2023-01-06,2023-1,202625.86
2023-01-13,2023-2,206280.51
2023-01-20,2023-3,205761.23
2023-01-27,2023-4,205130.62
2023-02-03,2023-5,204807.72
2023-02-10,2023-6,201263.39
2023-02-17,2023-7,198783.74
2023-02-24,2023-8,195244.78
2023-03-03,2023-9,194865.27
2023-03-10,2023-10,195160.33
2023-03-17,2023-11,196123.75
2023-03-24,2023-12,197425.34
2023-03-31,2023-13,194690.15
2023-04-07,2023-14,197413.44
2023-04-14,2023-15,198330.83
2023-04-21,2023-16,197978.06
2023-04-28,2023-17,197223.87
2023-05-05,2023-18,198809.46
2023-05-12,2023-19,196080.36
2023-05-19,2023-20,192512.21
2023-05-26,2023-21,187354.73
2023-06-02,2023-22,186183.79
2023-06-09,2023-23,185038.66
2023-06-16,2023-24,187117.96
2023-06-23,2023-25,179793.53
2023-06-30,2023-26,180283.18
2023-07-07,2023-27,181202.95
2023-07-14,2023-28,183987.25
2023-07-21,2023-29,184000.8
2023-07-28,2023-30,183765.65
2023-08-04,2023-31,181904.64
2023-08-11,2023-32,183320.95
2023-08-18,2023-33,184283.56
2023-08-25,2023-34,187354.65
2023-09-01,2023-35,188710.85
2023-09-08,2023-36,187367.17
2023-09-15,2023-37,185112.47
2023-09-22,2023-38,184104.02
2023-09-29,2023-39,180804.72
2023-10-06,2023-40,180430.54
2023-10-13,2023-41,181730.66
2023-10-20,2023-42,183786.54
2023-10-27,2023-43,183594.89
2023-11-03,2023-44,183458.16
2023-11-10,2023-45,183223.39
2023-11-17,2023-46,183057.18
2023-11-24,2023-47,183001.68
2023-12-01,2023-48,182518.89
2023-12-08,2023-49,181441.72
2023-12-15,2023-50,183052.78
2023-12-22,2023-51,184533.42
2023-12-29,2023-52,183521.44
2024-01-05,2024-1,182621.01
2024-01-12,2024-2,183803.84
2024-01-19,2024-3,184394.08
2024-01-26,2024-4,185308.15
2024-02-02,2024-5,184485.7
2024-02-09,2024-6,182647.02
2024-02-16,2024-7,183003.06
2024-02-23,2024-8,184218.62
2024-03-01,2024-9,183015.39
2024-03-08,2024-10,188091.7
2024-03-15,2024-11,191721.48
2024-03-22,2024-12,194235.62
2024-03-29,2024-13,192246.21
2024-04-05,2024-14,188487.53
2024-04-12,2024-15,189243.475
2024-04-19,2024-16,189409.33
2024-04-26,2024-17,187701.34
2024-05-03,2024-18,184046.78
2024-05-10,2024-19,181244.93
2024-05-17,2024-20,179559.4
2024-05-24,2024-21,178207.39
2024-05-31,2024-22,175124.74
2024-06-07,2024-23,174191.87
2024-06-14,2024-24,170140.67
2024-06-21,2024-25,172202.85
2024-06-28,2024-26,171460.19
2024-07-05,2024-27,170513.92
2024-07-12,2024-28,171424.19
2024-07-19,2024-29,172613.26
2024-07-26,2024-30,172873.74
2024-08-02,2024-31,173138.96
2024-08-09,2024-32,175877.64
2024-08-16,2024-33,176518.13
2024-08-23,2024-34,180309.86
2024-08-30,2024-35,179915.01
2024-09-06,2024-36,180213.47
2024-09-13,2024-37,177807.17
2024-09-20,2024-38,179819.94
2024-09-27,2024-39,178627.68
2024-10-04,2024-40,177436.88
2024-10-11,2024-41,174413.56
2024-10-18,2024-42,176396.28
2024-10-25,2024-43,175397.97
2024-11-01,2024-44,174852.71
2024-11-08,2024-45,173192.13
2024-11-15,2024-46,171724.92
2024-11-22,2024-47,171815.92
2024-11-29,2024-48,171440.62
2024-12-06,2024-49,167382.33
2024-12-13,2024-50,167685.3
2024-12-20,2024-51,166775.48
2024-12-27,2024-52,168240.52
2025-01-03,2025-1,167332.72
2025-01-10,2025-2,166250.91
2025-01-17,2025-3,167240.49
2025-01-24,2025-4,170321.51
2025-01-31,2025-5,168253.05
2025-02-07,2025-6,171638.83
2025-02-14,2025-7,172691.08
2025-02-21,2025-8,176442.62
2025-02-28,2025-9,173046.91
2025-03-07,2025-10,178624.68
2025-03-14,2025-11,179327.09
2025-03-21,2025-12,186532.34
2025-03-28,2025-13,187032.42
2025-04-04,2025-14,191882.81
2025-04-11,2025-15,193264.01
2025-04-18,2025-16,197425.09
2025-04-25,2025-17,197131.59
2025-05-02,2025-18,195573.38
2025-05-09,2025-19,194607.5
2025-05-16,2025-20,193381.44
2025-05-23,2025-21,195294.44
2025-05-30,2025-22,193326.2
2025-06-06,2025-23,192794.47
2025-06-13,2025-24,197262.3
2025-06-20,2025-25,196448.2
2025-06-27,2025-26,197654.56
2025-07-04,2025-27,194109.47
2025-07-11,2025-28,195380.17
2025-07-18,2025-29,196366.16
2025-07-25,2025-30,198426.08
2025-08-01,2025-31,194204.76
2025-08-08,2025-32,198382.22
2025-08-15,2025-33,196728.3
2025-08-22,2025-34,197907.46
2025-08-29,2025-35,195801.22
2025-09-05,2025-36,200125.53
2025-09-12,2025-37,203983.13
2025-09-19,2025-38,206397.51
2025-09-26,2025-39,205269.72
2025-10-03,2025-40,206853.18
