Tarih,TP_ZORUNDTH_KB2,TP_ZORUNDTH_KB2
2017-02-17,2017-7,62752.51
2017-02-24,2017-8,63132.98
2017-03-03,2017-9,62568.07
2017-03-10,2017-10,63127.97
2017-03-17,2017-11,63390.11
2017-03-24,2017-12,63381.88
2017-03-31,2017-13,63426.78
2017-04-07,2017-14,63632.23
2017-04-14,2017-15,64703.89
2017-04-21,2017-16,64630.27
2017-04-28,2017-17,63820.63
2017-05-05,2017-18,63273.21
2017-05-12,2017-19,63010.61
2017-05-19,2017-20,61608.61
2017-05-26,2017-21,61782.1
2017-06-02,2017-22,62759.04
2017-06-09,2017-23,63391.38
2017-06-16,2017-24,62456.65
2017-06-23,2017-25,62877.51
2017-06-30,2017-26,61581.32
2017-07-07,2017-27,60812.18
2017-07-14,2017-28,60030.27
2017-07-21,2017-29,59419.81
2017-07-28,2017-30,58779.17
2017-08-04,2017-31,57587.23
2017-08-11,2017-32,57692.2
2017-08-18,2017-33,59336.0
2017-08-25,2017-34,58577.07
2017-09-01,2017-35,58162.5
2017-09-08,2017-36,58171.34
2017-09-15,2017-37,58030.58
2017-09-22,2017-38,57757.38
2017-09-29,2017-39,58242.96
2017-10-06,2017-40,58299.16
2017-10-13,2017-41,58166.84
2017-10-20,2017-42,58188.79
2017-10-27,2017-43,58542.16
2017-11-03,2017-44,58444.14
2017-11-10,2017-45,59077.26
2017-11-17,2017-46,59235.26
2017-11-24,2017-47,59572.64
2017-12-01,2017-48,59282.0
2017-12-08,2017-49,60200.6
2017-12-15,2017-50,60730.21
2017-12-22,2017-51,61772.64
2017-12-29,2017-52,60969.46
2018-01-05,2018-1,60502.82
2018-01-12,2018-2,60693.05
2018-01-19,2018-3,60555.86
2018-01-26,2018-4,60482.68
2018-02-02,2018-5,59895.31
2018-02-09,2018-6,60092.79
2018-02-16,2018-7,60594.13
2018-02-23,2018-8,61898.46
2018-03-02,2018-9,62489.69
2018-03-09,2018-10,62674.95
2018-03-16,2018-11,63388.36
2018-03-23,2018-12,64287.02
2018-03-30,2018-13,63397.1
2018-04-06,2018-14,64507.12
2018-04-13,2018-15,65248.8
2018-04-20,2018-16,65951.47
2018-04-27,2018-17,67440.4
2018-05-04,2018-18,67037.2
2018-05-11,2018-19,67581.28
2018-05-18,2018-20,68289.0
2018-05-25,2018-21,68608.94
2018-06-01,2018-22,68773.8
2018-06-08,2018-23,67962.46
2018-06-15,2018-24,67935.64
2018-06-22,2018-25,67856.18
2018-06-29,2018-26,66662.09
2018-07-06,2018-27,67696.86
2018-07-13,2018-28,66325.43
2018-07-20,2018-29,66533.65
2018-07-27,2018-30,67076.89
2018-08-03,2018-31,66905.82
2018-08-10,2018-32,67232.19
2018-08-17,2018-33,65203.37
2018-08-24,2018-34,65330.75
2018-08-31,2018-35,63405.5
2018-09-07,2018-36,62180.44
2018-09-14,2018-37,61334.45
2018-09-21,2018-38,60981.66
2018-09-28,2018-39,60097.19
2018-10-05,2018-40,60347.81
2018-10-12,2018-41,60350.79
2018-10-19,2018-42,60608.51
2018-10-26,2018-43,61333.25
2018-11-02,2018-44,60860.92
2018-11-09,2018-45,60907.9
2018-11-16,2018-46,61564.31
2018-11-23,2018-47,61422.1
2018-11-30,2018-48,60368.91
2018-12-07,2018-49,60346.78
2018-12-14,2018-50,60524.17
2018-12-21,2018-51,61943.18
2018-12-28,2018-52,60966.33
2019-01-04,2019-1,61110.83
2019-01-11,2019-2,60716.71
2019-01-18,2019-3,62025.61
2019-01-25,2019-4,63086.51
2019-02-01,2019-5,62830.78
2019-02-08,2019-6,63978.39
2019-02-15,2019-7,65063.37
2019-02-22,2019-8,65692.63
2019-03-01,2019-9,65674.71
2019-03-08,2019-10,66344.36
2019-03-15,2019-11,67587.03
2019-03-22,2019-12,69506.2
2019-03-29,2019-13,68924.08
2019-04-05,2019-14,69251.53
2019-04-12,2019-15,69184.67
2019-04-19,2019-16,69578.91
2019-04-26,2019-17,70560.09
2019-05-03,2019-18,69352.74
2019-05-10,2019-19,69618.09
2019-05-17,2019-20,70273.94
2019-05-24,2019-21,71208.97
2019-05-31,2019-22,70075.84
2019-06-07,2019-23,69965.9
2019-06-14,2019-24,69811.84
2019-06-21,2019-25,69676.58
2019-06-28,2019-26,67980.77
2019-07-05,2019-27,68433.42
2019-07-12,2019-28,69109.38
2019-07-19,2019-29,69897.99
2019-07-26,2019-30,70442.39
2019-08-02,2019-31,69890.87
2019-08-09,2019-32,69786.26
2019-08-16,2019-33,70551.55
2019-08-23,2019-34,70701.37
2019-08-30,2019-35,70339.15
2019-09-06,2019-36,70641.34
2019-09-13,2019-37,70997.5
2019-09-20,2019-38,71922.44
2019-09-27,2019-39,72829.14
2019-10-04,2019-40,72678.41
2019-10-11,2019-41,72730.01
2019-10-18,2019-42,73812.25
2019-10-25,2019-43,73370.01
2019-11-01,2019-44,72196.5
2019-11-08,2019-45,72088.98
2019-11-15,2019-46,72118.06
2019-11-22,2019-47,72441.47
2019-11-29,2019-48,71393.91
2019-12-06,2019-49,70780.39
2019-12-13,2019-50,70426.48
2019-12-20,2019-51,70659.9
2019-12-27,2019-52,70287.67
2020-01-03,2020-1,70071.56
2020-01-10,2020-2,71626.55
2020-01-17,2020-3,72311.28
2020-01-24,2020-4,73276.29
2020-01-31,2020-5,73369.46
2020-02-07,2020-6,74238.32
2020-02-14,2020-7,75747.23
2020-02-21,2020-8,76444.55
2020-02-28,2020-9,76314.88
2020-03-06,2020-10,75000.31
2020-03-13,2020-11,73226.66
2020-03-20,2020-12,74064.48
2020-03-27,2020-13,72924.7
2020-04-03,2020-14,71044.53
2020-04-10,2020-15,69052.13
2020-04-17,2020-16,67924.76
2020-04-24,2020-17,67565.98
2020-05-01,2020-18,66039.11
2020-05-08,2020-19,65899.81
2020-05-15,2020-20,66161.64
2020-05-22,2020-21,66179.79
2020-05-29,2020-22,65427.8
2020-06-05,2020-23,64643.09
2020-06-12,2020-24,64567.45
2020-06-19,2020-25,64373.32
2020-06-26,2020-26,64449.82
2020-07-03,2020-27,63174.92
2020-07-10,2020-28,63353.04
2020-07-17,2020-29,63135.52
2020-07-24,2020-30,62980.2
2020-07-31,2020-31,62879.86
2020-08-07,2020-32,63558.01
2020-08-14,2020-33,63577.11
2020-08-21,2020-34,63149.32
2020-08-28,2020-35,63435.32
2020-09-04,2020-36,63246.91
2020-09-11,2020-37,63641.95
2020-09-18,2020-38,62955.86
2020-09-25,2020-39,63431.35
2020-10-02,2020-40,62979.6
2020-10-09,2020-41,62958.31
2020-10-16,2020-42,63365.78
2020-10-23,2020-43,63634.26
2020-10-30,2020-44,63850.51
2020-11-06,2020-45,64081.89
2020-11-13,2020-46,64380.64
2020-11-20,2020-47,64418.99
2020-11-27,2020-48,64107.41
2020-12-04,2020-49,64632.68
2020-12-11,2020-50,64289.2
2020-12-18,2020-51,64378.6
2020-12-25,2020-52,64657.48
2021-01-01,2021-1,64381.61
2021-01-08,2021-2,64966.25
2021-01-15,2021-3,65440.52
2021-01-22,2021-4,65843.01
2021-01-29,2021-5,66030.53
2021-02-05,2021-6,66259.11
2021-02-12,2021-7,66115.52
2021-02-19,2021-8,65826.87
2021-02-26,2021-9,64710.94
2021-03-05,2021-10,65687.76
2021-03-12,2021-11,65867.38
2021-03-19,2021-12,66544.3
2021-03-26,2021-13,66135.86
2021-04-02,2021-14,65367.06
2021-04-09,2021-15,65236.58
2021-04-16,2021-16,65335.62
2021-04-23,2021-17,64825.76
2021-04-30,2021-18,64212.62
2021-05-07,2021-19,64197.12
2021-05-14,2021-20,64121.02
2021-05-21,2021-21,63996.42
2021-05-28,2021-22,64158.36
2021-06-04,2021-23,64269.94
2021-06-11,2021-24,64822.62
2021-06-18,2021-25,65423.96
2021-06-25,2021-26,65843.59
2021-07-02,2021-27,67006.15
2021-07-09,2021-28,67235.28
2021-07-16,2021-29,67854.53
2021-07-23,2021-30,68320.05
2021-07-30,2021-31,68727.98
2021-08-06,2021-32,68998.93
2021-08-13,2021-33,69243.59
2021-08-20,2021-34,69360.16
2021-08-27,2021-35,70073.73
2021-09-03,2021-36,70088.65
2021-09-10,2021-37,70204.91
2021-09-17,2021-38,71162.55
2021-09-24,2021-39,71409.48
2021-10-01,2021-40,71201.17
2021-10-08,2021-41,72173.05
2021-10-15,2021-42,72275.29
2021-10-22,2021-43,72378.41
2021-10-29,2021-44,71934.97
2021-11-05,2021-45,72145.17
2021-11-12,2021-46,72265.69
2021-11-19,2021-47,72334.46
2021-11-26,2021-48,72338.14
2021-12-03,2021-49,71572.99
2021-12-10,2021-50,71742.58
2021-12-17,2021-51,71920.51
2021-12-24,2021-52,72334.89
2021-12-31,2021-53,71176.49
2022-01-07,2022-1,70850.75
2022-01-14,2022-2,70289.32
2022-01-21,2022-3,70478.34
2022-01-28,2022-4,70529.04
2022-02-04,2022-5,68938.57
2022-02-11,2022-6,68133.77
2022-02-18,2022-7,66460.51
2022-02-25,2022-8,66083.01
2022-03-04,2022-9,66606.27
2022-03-11,2022-10,67699.13
2022-03-18,2022-11,68276.46
2022-03-25,2022-12,69719.9
2022-04-01,2022-13,67885.95
2022-04-08,2022-14,68665.47
2022-04-15,2022-15,69166.72
2022-04-22,2022-16,69928.45
2022-04-29,2022-17,70318.91
2022-05-06,2022-18,71175.04
2022-05-13,2022-19,71669.34
2022-05-20,2022-20,71294.8
2022-05-27,2022-21,70858.03
2022-06-03,2022-22,71597.1
2022-06-10,2022-23,71830.93
2022-06-17,2022-24,72285.98
2022-06-24,2022-25,72596.79
2022-07-01,2022-26,71543.99
2022-07-08,2022-27,71982.42
2022-07-15,2022-28,73044.38
2022-07-22,2022-29,73541.33
2022-07-29,2022-30,73087.96
2022-08-05,2022-31,73761.87
2022-08-12,2022-32,73678.26
2022-08-19,2022-33,74142.12
2022-08-26,2022-34,73855.48
2022-09-02,2022-35,73692.46
2022-09-09,2022-36,73910.48
2022-09-16,2022-37,73765.22
2022-09-23,2022-38,74769.55
2022-09-30,2022-39,73709.49
2022-10-07,2022-40,74109.86
2022-10-14,2022-41,74942.76
2022-10-21,2022-42,75251.94
2022-10-28,2022-43,74279.23
2022-11-04,2022-44,74403.23
2022-11-11,2022-45,72728.7
2022-11-18,2022-46,71631.94
2022-11-25,2022-47,70624.49
2022-12-02,2022-48,69843.42
2022-12-09,2022-49,68803.32
2022-12-16,2022-50,68252.92
2022-12-23,2022-51,67894.29
2022-12-30,2022-52,66561.0
2023-01-06,2023-1,67991.23
2023-01-13,2023-2,68652.75
2023-01-20,2023-3,68152.6
2023-01-27,2023-4,68397.53
2023-02-03,2023-5,68192.22
2023-02-10,2023-6,68347.0
2023-02-17,2023-7,68649.55
2023-02-24,2023-8,66952.64
2023-03-03,2023-9,66469.67
2023-03-10,2023-10,66605.27
2023-03-17,2023-11,66779.48
2023-03-24,2023-12,65988.82
2023-03-31,2023-13,64684.29
2023-04-07,2023-14,65323.6
2023-04-14,2023-15,65816.02
2023-04-21,2023-16,65597.25
2023-04-28,2023-17,64661.94
2023-05-05,2023-18,64601.1
2023-05-12,2023-19,63965.7
2023-05-19,2023-20,64007.85
2023-05-26,2023-21,63628.01
2023-06-02,2023-22,63176.77
2023-06-09,2023-23,63043.18
2023-06-16,2023-24,63785.96
2023-06-23,2023-25,61457.51
2023-06-30,2023-26,61694.89
2023-07-07,2023-27,62708.52
2023-07-14,2023-28,62852.03
2023-07-21,2023-29,62535.09
2023-07-28,2023-30,62711.23
2023-08-04,2023-31,62585.18
2023-08-11,2023-32,63032.9
2023-08-18,2023-33,63202.89
2023-08-25,2023-34,64181.52
2023-09-01,2023-35,64259.44
2023-09-08,2023-36,64484.83
2023-09-15,2023-37,64511.47
2023-09-22,2023-38,64494.08
2023-09-29,2023-39,63330.46
2023-10-06,2023-40,63603.1
2023-10-13,2023-41,63830.15
2023-10-20,2023-42,64144.59
2023-10-27,2023-43,64308.62
2023-11-03,2023-44,64021.68
2023-11-10,2023-45,63816.49
2023-11-17,2023-46,63495.26
2023-11-24,2023-47,63144.22
2023-12-01,2023-48,62347.08
2023-12-08,2023-49,62211.71
2023-12-15,2023-50,61977.65
2023-12-22,2023-51,62538.33
2023-12-29,2023-52,61199.15
2024-01-05,2024-1,61423.21
2024-01-12,2024-2,61953.04
2024-01-19,2024-3,62061.22
2024-01-26,2024-4,62612.07
2024-02-02,2024-5,62098.86
2024-02-09,2024-6,62407.59
2024-02-16,2024-7,62536.01
2024-02-23,2024-8,62872.97
2024-03-01,2024-9,62460.55
2024-03-08,2024-10,62553.24
2024-03-15,2024-11,63839.19
2024-03-22,2024-12,64462.81
2024-03-29,2024-13,63925.76
2024-04-05,2024-14,62963.16
2024-04-12,2024-15,63132.265
2024-04-19,2024-16,63857.82
2024-04-26,2024-17,63280.48
2024-05-03,2024-18,62745.1
2024-05-10,2024-19,61313.35
2024-05-17,2024-20,60635.33
2024-05-24,2024-21,60866.53
2024-05-31,2024-22,59906.82
2024-06-07,2024-23,59355.28
2024-06-14,2024-24,58574.19
2024-06-21,2024-25,59365.18
2024-06-28,2024-26,58956.59
2024-07-05,2024-27,58281.97
2024-07-12,2024-28,58355.79
2024-07-19,2024-29,59231.02
2024-07-26,2024-30,59209.44
2024-08-02,2024-31,59287.02
2024-08-09,2024-32,59555.0
2024-08-16,2024-33,59222.56
2024-08-23,2024-34,59717.8
2024-08-30,2024-35,59843.36
2024-09-06,2024-36,60131.58
2024-09-13,2024-37,59702.15
2024-09-20,2024-38,59887.59
2024-09-27,2024-39,58985.23
2024-10-04,2024-40,59209.79
2024-10-11,2024-41,58610.37
2024-10-18,2024-42,59490.74
2024-10-25,2024-43,58866.03
2024-11-01,2024-44,58167.96
2024-11-08,2024-45,58307.63
2024-11-15,2024-46,59057.62
2024-11-22,2024-47,58709.12
2024-11-29,2024-48,57726.81
2024-12-06,2024-49,56850.07
2024-12-13,2024-50,57087.07
2024-12-20,2024-51,57025.91
2024-12-27,2024-52,57475.7
2025-01-03,2025-1,57245.05
2025-01-10,2025-2,56786.17
2025-01-17,2025-3,56874.6
2025-01-24,2025-4,57083.27
2025-01-31,2025-5,56303.62
2025-02-07,2025-6,56673.4
2025-02-14,2025-7,56901.11
2025-02-21,2025-8,57396.5
2025-02-28,2025-9,57345.27
2025-03-07,2025-10,57365.33
2025-03-14,2025-11,57351.35
2025-03-21,2025-12,58759.17
2025-03-28,2025-13,59151.82
2025-04-04,2025-14,60460.29
2025-04-11,2025-15,59489.56
2025-04-18,2025-16,60381.48
2025-04-25,2025-17,61744.81
2025-05-02,2025-18,60946.96
2025-05-09,2025-19,60877.74
2025-05-16,2025-20,61541.52
2025-05-23,2025-21,61381.84
2025-05-30,2025-22,60681.35
2025-06-06,2025-23,60129.5
2025-06-13,2025-24,61053.47
2025-06-20,2025-25,61188.78
2025-06-27,2025-26,61184.87
2025-07-04,2025-27,60210.43
2025-07-11,2025-28,61327.21
2025-07-18,2025-29,62214.48
2025-07-25,2025-30,62783.07
2025-08-01,2025-31,62616.25
2025-08-08,2025-32,62964.37
2025-08-15,2025-33,62888.43
2025-08-22,2025-34,63271.24
2025-08-29,2025-35,62063.47
2025-09-05,2025-36,62897.7
2025-09-12,2025-37,62703.01
2025-09-19,2025-38,63141.97
2025-09-26,2025-39,62359.89
2025-10-03,2025-40,61548.48
