Tarih,TP_ZORUNDTH_KB8,TP_ZORUNDTH_KB8
2017-02-17,2017-7,674659.4
2017-02-24,2017-8,657554.68
2017-03-03,2017-9,680335.62
2017-03-10,2017-10,686099.82
2017-03-17,2017-11,675408.71
2017-03-24,2017-12,683208.93
2017-03-31,2017-13,681271.25
2017-04-07,2017-14,693916.3
2017-04-14,2017-15,695349.08
2017-04-21,2017-16,694738.41
2017-04-28,2017-17,691755.26
2017-05-05,2017-18,696567.03
2017-05-12,2017-19,700393.31
2017-05-19,2017-20,703892.9
2017-05-26,2017-21,699115.32
2017-06-02,2017-22,701450.09
2017-06-09,2017-23,703847.86
2017-06-16,2017-24,700724.0
2017-06-23,2017-25,696223.24
2017-06-30,2017-26,695860.01
2017-07-07,2017-27,709896.24
2017-07-14,2017-28,694885.56
2017-07-21,2017-29,696783.31
2017-07-28,2017-30,694315.1
2017-08-04,2017-31,695392.23
2017-08-11,2017-32,697639.75
2017-08-18,2017-33,708957.66
2017-08-25,2017-34,702176.48
2017-09-01,2017-35,700108.61
2017-09-08,2017-36,697159.66
2017-09-15,2017-37,698756.32
2017-09-22,2017-38,710843.59
2017-09-29,2017-39,715283.96
2017-10-06,2017-40,721014.28
2017-10-13,2017-41,727143.68
2017-10-20,2017-42,726041.38
2017-10-27,2017-43,747859.34
2017-11-03,2017-44,741788.02
2017-11-10,2017-45,749782.25
2017-11-17,2017-46,757323.05
2017-11-24,2017-47,773865.55
2017-12-01,2017-48,771126.19
2017-12-08,2017-49,759305.26
2017-12-15,2017-50,761424.63
2017-12-22,2017-51,757185.6
2017-12-29,2017-52,749719.58
2018-01-05,2018-1,748366.0
2018-01-12,2018-2,755064.1
2018-01-19,2018-3,765766.88
2018-01-26,2018-4,767846.06
2018-02-02,2018-5,765724.72
2018-02-09,2018-6,771482.31
2018-02-16,2018-7,772652.31
2018-02-23,2018-8,775846.16
2018-03-02,2018-9,775781.92
2018-03-09,2018-10,782114.02
2018-03-16,2018-11,796604.38
2018-03-23,2018-12,807862.77
2018-03-30,2018-13,792727.25
2018-04-06,2018-14,813956.82
2018-04-13,2018-15,825908.76
2018-04-20,2018-16,820621.63
2018-04-27,2018-17,824551.97
2018-05-04,2018-18,852003.18
2018-05-11,2018-19,855841.46
2018-05-18,2018-20,891064.02
2018-05-25,2018-21,945419.33
2018-06-01,2018-22,918105.5
2018-06-08,2018-23,907366.81
2018-06-15,2018-24,935479.65
2018-06-22,2018-25,936734.19
2018-06-29,2018-26,890545.44
2018-07-06,2018-27,905218.61
2018-07-13,2018-28,928746.69
2018-07-20,2018-29,927281.52
2018-07-27,2018-30,941496.5
2018-08-03,2018-31,974247.8
2018-08-10,2018-32,1142947.3
2018-08-17,2018-33,1106377.57
2018-08-24,2018-34,1110698.58
2018-08-31,2018-35,1203152.86
2018-09-07,2018-36,1178618.79
2018-09-14,2018-37,1107151.81
2018-09-21,2018-38,1149723.23
2018-09-28,2018-39,1087740.19
2018-10-05,2018-40,1110023.45
2018-10-12,2018-41,1075764.85
2018-10-19,2018-42,1024487.86
2018-10-26,2018-43,1031886.19
2018-11-02,2018-44,999363.75
2018-11-09,2018-45,1004635.88
2018-11-16,2018-46,982659.1
2018-11-23,2018-47,973156.81
2018-11-30,2018-48,938418.22
2018-12-07,2018-49,970553.93
2018-12-14,2018-50,979087.16
2018-12-21,2018-51,982128.48
2018-12-28,2018-52,966013.63
2019-01-04,2019-1,989314.99
2019-01-11,2019-2,998340.71
2019-01-18,2019-3,990269.96
2019-01-25,2019-4,985573.69
2019-02-01,2019-5,982091.86
2019-02-08,2019-6,999668.05
2019-02-15,2019-7,1003740.17
2019-02-22,2019-8,1020806.2
2019-03-01,2019-9,1032018.95
2019-03-08,2019-10,1050287.48
2019-03-15,2019-11,1076580.55
2019-03-22,2019-12,1111145.03
2019-03-29,2019-13,1141969.63
2019-04-05,2019-14,1135434.51
2019-04-12,2019-15,1171460.42
2019-04-19,2019-16,1170583.9
2019-04-26,2019-17,1193211.63
2019-05-03,2019-18,1186924.72
2019-05-10,2019-19,1232583.3
2019-05-17,2019-20,1222937.07
2019-05-24,2019-21,1232979.9
2019-05-31,2019-22,1180021.82
2019-06-07,2019-23,1188974.32
2019-06-14,2019-24,1198259.88
2019-06-21,2019-25,1183109.41
2019-06-28,2019-26,1162452.7
2019-07-05,2019-27,1131324.46
2019-07-12,2019-28,1150577.01
2019-07-19,2019-29,1148152.86
2019-07-26,2019-30,1149731.73
2019-08-02,2019-31,1128533.46
2019-08-09,2019-32,1113593.18
2019-08-16,2019-33,1125854.68
2019-08-23,2019-34,1161019.39
2019-08-30,2019-35,1169571.73
2019-09-06,2019-36,1151903.37
2019-09-13,2019-37,1153639.99
2019-09-20,2019-38,1163257.43
2019-09-27,2019-39,1158182.05
2019-10-04,2019-40,1167225.99
2019-10-11,2019-41,1194525.87
2019-10-18,2019-42,1192765.85
2019-10-25,2019-43,1189859.66
2019-11-01,2019-44,1176467.07
2019-11-08,2019-45,1180934.68
2019-11-15,2019-46,1182634.86
2019-11-22,2019-47,1178221.39
2019-11-29,2019-48,1175478.17
2019-12-06,2019-49,1176545.56
2019-12-13,2019-50,1181992.36
2019-12-20,2019-51,1207683.43
2019-12-27,2019-52,1213028.55
2020-01-03,2020-1,1218090.78
2020-01-10,2020-2,1204225.7
2020-01-17,2020-3,1206806.05
2020-01-24,2020-4,1218469.97
2020-01-31,2020-5,1214954.4
2020-02-07,2020-6,1222195.9
2020-02-14,2020-7,1234994.3
2020-02-21,2020-8,1255253.44
2020-02-28,2020-9,1290613.78
2020-03-06,2020-10,1276703.09
2020-03-13,2020-11,1301727.33
2020-03-20,2020-12,1326650.65
2020-03-27,2020-13,1319936.31
2020-04-03,2020-14,1346702.08
2020-04-10,2020-15,1339895.85
2020-04-17,2020-16,1389936.08
2020-04-24,2020-17,1395332.84
2020-05-01,2020-18,1390196.86
2020-05-08,2020-19,1418360.58
2020-05-15,2020-20,1387292.86
2020-05-22,2020-21,1381144.57
2020-05-29,2020-22,1395677.75
2020-06-05,2020-23,1399047.62
2020-06-12,2020-24,1421115.14
2020-06-19,2020-25,1419747.63
2020-06-26,2020-26,1421983.8
2020-07-03,2020-27,1413504.14
2020-07-10,2020-28,1424542.3
2020-07-17,2020-29,1430879.94
2020-07-24,2020-30,1457739.64
2020-07-31,2020-31,1503446.86
2020-08-07,2020-32,1618152.48
2020-08-14,2020-33,1620887.06
2020-08-21,2020-34,1593813.84
2020-08-28,2020-35,1612459.1
2020-09-04,2020-36,1636434.68
2020-09-11,2020-37,1648430.03
2020-09-18,2020-38,1662240.84
2020-09-25,2020-39,1666886.24
2020-10-02,2020-40,1701005.19
2020-10-09,2020-41,1746127.88
2020-10-16,2020-42,1742793.07
2020-10-23,2020-43,1767269.48
2020-10-30,2020-44,1845766.37
2020-11-06,2020-45,1911831.11
2020-11-13,2020-46,1732779.8
2020-11-20,2020-47,1732042.11
2020-11-27,2020-48,1783552.19
2020-12-04,2020-49,1802110.32
2020-12-11,2020-50,1829626.63
2020-12-18,2020-51,1794715.27
2020-12-25,2020-52,1765406.52
2021-01-01,2021-1,1733118.08
2021-01-08,2021-2,1717810.86
2021-01-15,2021-3,1721540.47
2021-01-22,2021-4,1736368.78
2021-01-29,2021-5,1712771.88
2021-02-05,2021-6,1638538.88
2021-02-12,2021-7,1639465.35
2021-02-19,2021-8,1620726.0
2021-02-26,2021-9,1698651.12
2021-03-05,2021-10,1717368.38
2021-03-12,2021-11,1732713.53
2021-03-19,2021-12,1678528.58
2021-03-26,2021-13,1791251.39
2021-04-02,2021-14,1779316.32
2021-04-09,2021-15,1815559.98
2021-04-16,2021-16,1808409.1
2021-04-23,2021-17,1852481.59
2021-04-30,2021-18,1843000.01
2021-05-07,2021-19,1859464.27
2021-05-14,2021-20,1872278.57
2021-05-21,2021-21,1890486.95
2021-05-28,2021-22,1935684.9
2021-06-04,2021-23,1958488.32
2021-06-11,2021-24,1897026.52
2021-06-18,2021-25,1945927.58
2021-06-25,2021-26,1951796.08
2021-07-02,2021-27,1943856.44
2021-07-09,2021-28,1956689.69
2021-07-16,2021-29,1932209.72
2021-07-23,2021-30,1936767.53
2021-07-30,2021-31,1925939.03
2021-08-06,2021-32,1962808.76
2021-08-13,2021-33,1961186.75
2021-08-20,2021-34,1946046.67
2021-08-27,2021-35,1943205.04
2021-09-03,2021-36,1939113.44
2021-09-10,2021-37,1962439.85
2021-09-17,2021-38,1998152.2
2021-09-24,2021-39,2044644.0
2021-10-01,2021-40,2028815.33
2021-10-08,2021-41,2053548.49
2021-10-15,2021-42,2125877.77
2021-10-22,2021-43,2219234.77
2021-10-29,2021-44,2182974.83
2021-11-05,2021-45,2234122.34
2021-11-12,2021-46,2298296.05
2021-11-19,2021-47,2547006.85
2021-11-26,2021-48,2766147.64
2021-12-03,2021-49,3117580.38
2021-12-10,2021-50,3156314.24
2021-12-17,2021-51,3806983.79
2021-12-24,2021-52,2744727.62
2021-12-31,2021-53,3093531.79
2022-01-07,2022-1,3163792.57
2022-01-14,2022-2,3109484.59
2022-01-21,2022-3,3064166.32
2022-01-28,2022-4,3052671.22
2022-02-04,2022-5,3004473.84
2022-02-11,2022-6,2961064.37
2022-02-18,2022-7,2917943.09
2022-02-25,2022-8,2992507.81
2022-03-04,2022-9,3001326.95
2022-03-11,2022-10,3181651.23
2022-03-18,2022-11,3161990.31
2022-03-25,2022-12,3195374.15
2022-04-01,2022-13,3139103.83
2022-04-08,2022-14,3147850.55
2022-04-15,2022-15,3127549.78
2022-04-22,2022-16,3150195.03
2022-04-29,2022-17,3132055.87
2022-05-06,2022-18,3176002.7
2022-05-13,2022-19,3272137.25
2022-05-20,2022-20,3393373.38
2022-05-27,2022-21,3498038.49
2022-06-03,2022-22,3553830.67
2022-06-10,2022-23,3662029.15
2022-06-17,2022-24,3697891.95
2022-06-24,2022-25,3722047.54
2022-07-01,2022-26,3535816.86
2022-07-08,2022-27,3623463.86
2022-07-15,2022-28,3674221.89
2022-07-22,2022-29,3738788.02
2022-07-29,2022-30,3827847.57
2022-08-05,2022-31,3911115.48
2022-08-12,2022-32,3891928.66
2022-08-19,2022-33,3889960.09
2022-08-26,2022-34,3890171.24
2022-09-02,2022-35,3871135.68
2022-09-09,2022-36,3899901.35
2022-09-16,2022-37,3882830.41
2022-09-23,2022-38,3916061.85
2022-09-30,2022-39,3921584.85
2022-10-07,2022-40,3951988.88
2022-10-14,2022-41,3943096.78
2022-10-21,2022-42,3957310.85
2022-10-28,2022-43,3997257.46
2022-11-04,2022-44,3958149.04
2022-11-11,2022-45,3984111.8
2022-11-18,2022-46,3960778.24
2022-11-25,2022-47,3910730.17
2022-12-02,2022-48,3906803.27
2022-12-09,2022-49,3875892.11
2022-12-16,2022-50,3832136.85
2022-12-23,2022-51,3793788.45
2022-12-30,2022-52,3752320.13
2023-01-06,2023-1,3799194.35
2023-01-13,2023-2,3869657.34
2023-01-20,2023-3,3863599.21
2023-01-27,2023-4,3853419.89
2023-02-03,2023-5,3849320.17
2023-02-10,2023-6,3786005.97
2023-02-17,2023-7,3744290.56
2023-02-24,2023-8,3681672.33
2023-03-03,2023-9,3674905.63
2023-03-10,2023-10,3695829.23
2023-03-17,2023-11,3722134.58
2023-03-24,2023-12,3758406.05
2023-03-31,2023-13,3728939.51
2023-04-07,2023-14,3796892.27
2023-04-14,2023-15,3834984.56
2023-04-21,2023-16,3836933.66
2023-04-28,2023-17,3831428.73
2023-05-05,2023-18,3871754.72
2023-05-12,2023-19,3836292.69
2023-05-19,2023-20,3804176.12
2023-05-26,2023-21,3737951.82
2023-06-02,2023-22,3880945.43
2023-06-09,2023-23,4335714.93
2023-06-16,2023-24,4423244.17
2023-06-23,2023-25,4539876.63
2023-06-30,2023-26,4655470.74
2023-07-07,2023-27,4718180.61
2023-07-14,2023-28,4810273.08
2023-07-21,2023-29,4948591.14
2023-07-28,2023-30,4950536.35
2023-08-04,2023-31,4903148.83
2023-08-11,2023-32,4950747.4
2023-08-18,2023-33,4986823.78
2023-08-25,2023-34,4947286.96
2023-09-01,2023-35,5034484.85
2023-09-08,2023-36,5023070.46
2023-09-15,2023-37,4985078.81
2023-09-22,2023-38,4989937.16
2023-09-29,2023-39,4949836.74
2023-10-06,2023-40,4972304.9
2023-10-13,2023-41,5041917.42
2023-10-20,2023-42,5140767.07
2023-10-27,2023-43,5163753.41
2023-11-03,2023-44,5200653.49
2023-11-10,2023-45,5219246.6
2023-11-17,2023-46,5246272.5
2023-11-24,2023-47,5272058.88
2023-12-01,2023-48,5266637.47
2023-12-08,2023-49,5243194.1
2023-12-15,2023-50,5305730.11
2023-12-22,2023-51,5376270.61
2023-12-29,2023-52,5402540.8
2024-01-05,2024-1,5436883.08
2024-01-12,2024-2,5517111.11
2024-01-19,2024-3,5554299.92
2024-01-26,2024-4,5602662.2
2024-02-02,2024-5,5603476.44
2024-02-09,2024-6,5589090.07
2024-02-16,2024-7,5622238.25
2024-02-23,2024-8,5711642.95
2024-03-01,2024-9,5717254.22
2024-03-08,2024-10,5992940.13
2024-03-15,2024-11,6158362.35
2024-03-22,2024-12,6209227.31
2024-03-29,2024-13,6206745.89
2024-04-05,2024-14,6016691.72
2024-04-12,2024-15,6056926.66
2024-04-19,2024-16,6157621.59
2024-04-26,2024-17,6091415.24
2024-05-03,2024-18,5934993.42
2024-05-10,2024-19,5827640.76
2024-05-17,2024-20,5780735.39
2024-05-24,2024-21,5728512.29
2024-05-31,2024-22,5627441.01
2024-06-07,2024-23,5607637.0
2024-06-14,2024-24,5522408.95
2024-06-21,2024-25,5644981.56
2024-06-28,2024-26,5628386.49
2024-07-05,2024-27,5563886.33
2024-07-12,2024-28,5641038.51
2024-07-19,2024-29,5696962.46
2024-07-26,2024-30,5697676.32
2024-08-02,2024-31,5726796.15
2024-08-09,2024-32,5884795.55
2024-08-16,2024-33,5932897.81
2024-08-23,2024-34,6110034.08
2024-08-30,2024-35,6103310.72
2024-09-06,2024-36,6108101.36
2024-09-13,2024-37,6012709.58
2024-09-20,2024-38,6105444.4
2024-09-27,2024-39,6089417.65
2024-10-04,2024-40,6057659.56
2024-10-11,2024-41,5958403.14
2024-10-18,2024-42,6028977.79
2024-10-25,2024-43,5996681.2
2024-11-01,2024-44,5984089.17
2024-11-08,2024-45,5933804.67
2024-11-15,2024-46,5895883.09
2024-11-22,2024-47,5921498.33
2024-11-29,2024-48,5928313.6
2024-12-06,2024-49,5808283.91
2024-12-13,2024-50,5845861.73
2024-12-20,2024-51,5847465.06
2024-12-27,2024-52,5911433.64
2025-01-03,2025-1,5901992.33
2025-01-10,2025-2,5874575.73
2025-01-17,2025-3,5922303.44
2025-01-24,2025-4,6063343.46
2025-01-31,2025-5,6017233.68
2025-02-07,2025-6,6162777.94
2025-02-14,2025-7,6235184.21
2025-02-21,2025-8,6405925.73
2025-02-28,2025-9,6295654.17
2025-03-07,2025-10,6486808.99
2025-03-14,2025-11,6551715.38
2025-03-21,2025-12,7060286.34
2025-03-28,2025-13,7063391.56
2025-04-04,2025-14,7262092.92
2025-04-11,2025-15,7326117.03
2025-04-18,2025-16,7502785.44
2025-04-25,2025-17,7539396.56
2025-05-02,2025-18,7504052.8
2025-05-09,2025-19,7506497.94
2025-05-16,2025-20,7463440.68
2025-05-23,2025-21,7580822.39
2025-05-30,2025-22,7551824.29
2025-06-06,2025-23,7530070.05
2025-06-13,2025-24,7743452.68
2025-06-20,2025-25,7767758.24
2025-06-27,2025-26,7855266.74
2025-07-04,2025-27,7702108.64
2025-07-11,2025-28,7816691.77
2025-07-18,2025-29,7899457.16
2025-07-25,2025-30,8016215.25
2025-08-01,2025-31,7868982.47
2025-08-08,2025-32,8045252.19
2025-08-15,2025-33,8012999.57
2025-08-22,2025-34,8084658.44
2025-08-29,2025-35,8016904.61
2025-09-05,2025-36,8224558.87
2025-09-12,2025-37,8405940.72
2025-09-19,2025-38,8510677.32
2025-09-26,2025-39,8501840.69
2025-10-03,2025-40,8589082.02
