Tarih,TP_MK_ISL_MK
2000-05-01,68022.864
2000-05-02,66439.7
2000-05-03,41240.9
2000-05-04,37912.5
2000-05-05,42585.7
2000-05-06,39627.3
2000-05-07,35750.2
2000-05-08,26382.4
2000-05-09,49209.34
2000-05-10,54701.27
2000-05-11,39961.7
2000-05-12,66508.56
2000-05-15,27178.2
2000-05-16,23556.8
2000-05-17,30896.3
2000-05-18,26706.5
2000-05-19,
2000-05-22,27145.6
2000-05-23,28663.3
2000-05-24,35507.2
2000-05-25,42164.2
2000-05-26,30580.1
2000-05-29,32201.9
2000-05-30,27360.8
2000-05-31,36557.2
2000-06-01,57354.1
2000-06-02,56761.5
2000-06-03,26811.1
2000-06-04,56227.4
2000-06-05,39627.3
2000-06-06,36930.4
2000-06-07,28617.2
2000-06-08,39670.3
2000-06-09,63367.13
2000-06-10,79586.75
2000-06-11,58572.27
2000-06-12,30983.7
2000-06-13,34245.8
2000-06-14,46391.5
2000-06-15,40057.9
2000-06-16,31512.1
2000-06-19,30076.8
2000-06-20,34306.0
2000-06-21,26157.8
2000-06-22,27122.4
2000-06-23,29030.7
2000-06-26,31137.9
2000-06-27,27121.1
2000-06-28,32817.4
2000-06-29,33709.7
2000-06-30,18278.7
2000-07-01,25882.231
2000-07-02,49400.309
2000-07-03,33717.6
2000-07-04,46559.2
2000-07-05,35750.2
2000-07-06,34435.0
2000-07-07,23309.6
2000-07-08,22009.0
2000-07-09,82574.28
2000-07-10,32965.6
2000-07-11,56458.9
2000-07-12,90548.01
2000-07-13,32325.7
2000-07-14,22883.6
2000-07-17,26792.0
2000-07-18,25046.8
2000-07-19,35217.7
2000-07-20,32768.7
2000-07-21,40612.1
2000-07-24,41099.3
2000-07-25,32565.1
2000-07-26,32740.2
2000-07-27,33006.7
2000-07-28,38522.9
2000-07-31,29451.0
2000-08-01,28305.6
2000-08-02,34196.426
2000-08-03,23076.9
2000-08-04,33856.0
2000-08-05,26382.4
2000-08-06,39670.3
2000-08-07,22009.0
2000-08-08,25051.8
2000-08-09,29037.57
2000-08-10,30767.54
2000-08-11,62267.18
2000-08-12,83043.92
2000-08-14,47822.5
2000-08-15,40506.6
2000-08-16,31205.61
2000-08-17,36630.16
2000-08-18,36017.49
2000-08-21,38530.37
2000-08-22,43036.42
2000-08-23,57278.06
2000-08-24,45654.89
2000-08-25,51774.34
2000-08-28,36780.45
2000-08-29,56288.04
2000-08-30,
2000-08-31,61612.04
2000-09-01,36967.24
2000-09-02,33415.708
2000-09-03,59856.1
2000-09-04,40644.07
2000-09-05,39808.8
2000-09-06,63367.13
2000-09-07,82574.28
2000-09-08,29037.57
2000-09-10,59699.84
2000-09-11,42618.13
2000-09-12,66822.01
2000-09-13,58094.27
2000-09-14,46907.37
2000-09-15,42374.42
2000-09-18,37855.35
2000-09-19,34341.23
2000-09-20,55874.51
2000-09-21,63881.62
2000-09-22,42610.74
2000-09-25,50078.09
2000-09-26,48339.23
2000-09-27,35204.82
2000-09-28,36674.92
2000-09-29,22278.83
2000-10-01,
2000-10-02,41441.941
2000-10-03,34229.55
2000-10-04,44136.89
2000-10-05,54701.27
2000-10-06,79586.75
2000-10-07,32965.6
2000-10-08,30767.54
2000-10-09,59699.84
2000-10-10,90697.64
2000-10-11,85282.83
2000-10-12,73960.51
2000-10-13,59313.25
2000-10-16,81990.1
2000-10-17,61439.19
2000-10-18,77050.89
2000-10-19,50008.89
2000-10-20,68046.81
2000-10-23,41698.46
2000-10-24,56464.09
2000-10-25,65712.56
2000-10-26,47341.94
2000-10-27,47613.81
2000-10-30,40417.53
2000-10-31,61102.7
2000-11-01,54363.086
2000-11-02,38889.334
2000-11-03,89907.83
2000-11-04,29764.6
2000-11-05,39961.7
2000-11-06,58572.27
2000-11-07,42055.67
2000-11-08,62267.18
2000-11-09,42618.13
2000-11-10,85282.83
2000-11-12,54714.3
2000-11-13,31449.34
2000-11-14,59430.17
2000-11-15,47467.73
2000-11-16,34959.67
2000-11-17,34532.79
2000-11-20,32589.01
2000-11-21,39495.61
2000-11-22,71329.98
2000-11-23,47576.72
2000-11-24,42987.99
2000-11-27,40332.79
2000-11-28,53255.08
2000-11-29,103749.53
2000-11-30,74247.9
2000-12-01,60320.064
2000-12-04,77785.8
2000-12-05,66508.56
2000-12-06,30983.7
2000-12-07,32536.1
2000-12-08,83043.92
2000-12-09,66822.01
2000-12-10,73960.51
2000-12-11,54714.3
2000-12-12,38882.97
2000-12-13,57720.55
2000-12-14,58318.44
2000-12-15,72691.62
2000-12-18,27820.75
2000-12-19,32368.48
2000-12-20,36970.56
2000-12-21,38497.6
2000-12-22,37314.01
2000-12-25,
2000-12-26,
2000-12-27,
2000-12-28,
2000-12-29,
2001-01-01,
2001-01-02,18695.97
2001-01-03,27619.91
2001-01-04,71913.06
2001-01-05,60119.57
2001-01-06,82891.12
2001-01-08,70611.61
2001-01-09,84546.96
2001-01-10,137395.11
2001-01-11,94366.1
2001-01-12,56240.2
2001-01-15,50289.34
2001-01-16,57220.05
2001-01-17,89072.33
2001-01-18,88435.26
2001-01-19,95397.25
2001-01-22,62428.8
2001-01-23,51913.26
2001-01-24,91637.92
2001-01-25,49475.85
2001-01-26,52305.24
2001-01-29,48814.33
2001-01-30,42235.17
2001-01-31,45411.0
2001-02-01,59868.31
2001-02-02,52679.35
2001-02-03,79360.91
2001-02-04,45539.53
2001-02-05,45608.17
2001-02-06,49694.22
2001-02-07,70397.94
2001-02-08,61595.33
2001-02-09,53221.99
2001-02-10,64233.97
2001-02-11,148247.35
2001-02-12,34302.68
2001-02-13,51582.37
2001-02-14,70790.71
2001-02-15,53394.37
2001-02-16,72745.97
2001-02-19,117508.21
2001-02-20,104051.29
2001-02-21,63770.69
2001-02-22,173429.49
2001-02-23,102705.01
2001-02-26,66140.02
2001-02-27,63624.26
2001-02-28,51609.31
2001-03-01,63974.8
2001-03-02,79360.91
2001-03-04,57755.55
2001-03-05,187055.55
2001-03-06,
2001-03-07,50912.25
2001-03-08,51684.97
2001-03-09,
2001-03-10,61075.73
2001-03-12,52867.42
2001-03-13,65259.14
2001-03-14,67103.65
2001-03-15,55389.32
2001-03-16,70373.09
2001-03-19,55500.06
2001-03-20,65310.58
2001-03-21,65346.15
2001-03-22,54413.42
2001-03-23,32377.44
2001-03-26,32132.28
2001-03-27,37646.24
2001-03-28,43477.95
2001-03-29,44592.57
2001-03-30,77080.81
2001-04-01,71913.06
2001-04-02,45539.53
2001-04-03,57755.55
2001-04-04,67153.53
2001-04-05,170797.03
2001-04-06,71105.83
2001-04-07,53387.95
2001-04-09,62135.16
2001-04-10,50167.45
2001-04-11,57960.3
2001-04-12,108414.2
2001-04-13,88789.07
2001-04-16,100058.65
2001-04-17,95185.23
2001-04-18,78636.32
2001-04-19,83656.69
2001-04-20,98213.46
2001-04-23,
2001-04-24,125979.42
2001-04-25,120278.86
2001-04-26,167401.53
2001-04-27,198679.88
2001-04-30,169045.85
2001-05-01,173260.75
2001-05-02,110975.35
2001-05-03,
2001-05-04,170797.03
2001-05-06,63060.96
2001-05-07,38867.35
2001-05-08,116160.43
2001-05-09,49894.17
2001-05-10,101726.45
2001-05-11,190188.12
2001-05-12,242170.81
2001-05-14,81586.34
2001-05-15,75323.0
2001-05-16,140129.39
2001-05-17,111207.21
2001-05-18,101363.23
2001-05-21,87415.38
2001-05-22,126255.07
2001-05-23,81223.45
2001-05-24,71965.38
2001-05-25,58978.69
2001-05-28,59895.92
2001-05-29,80195.22
2001-05-30,71008.49
2001-05-31,122403.8
2001-06-01,82891.12
2001-06-02,49694.22
2001-06-03,
2001-06-04,71105.83
2001-06-05,63060.96
2001-06-06,86975.2
2001-06-07,93169.77
2001-06-08,53627.05
2001-06-09,55563.03
2001-06-11,61356.4
2001-06-12,285296.82
2001-06-13,63248.65
2001-06-14,76315.02
2001-06-15,86789.06
2001-06-18,85553.82
2001-06-19,78062.52
2001-06-20,69730.05
2001-06-21,78929.23
2001-06-22,48927.05
2001-06-25,46401.79
2001-06-26,76138.53
2001-06-27,77806.33
2001-06-28,64744.13
2001-06-29,61404.89
2001-07-02,46886.72
2001-07-03,50912.25
2001-07-04,53387.95
2001-07-05,95616.08
2001-07-06,93169.77
2001-07-08,52244.13
2001-07-09,83150.15
2001-07-10,70462.75
2001-07-11,170058.68
2001-07-12,164715.12
2001-07-13,110108.09
2001-07-16,81560.82
2001-07-17,76489.78
2001-07-18,153006.73
2001-07-19,124995.44
2001-07-20,116146.12
2001-07-23,91799.9
2001-07-24,120455.59
2001-07-25,94422.9
2001-07-26,96344.92
2001-07-27,68642.12
2001-07-30,52528.72
2001-07-31,49536.13
2001-08-01,98892.0
2001-08-02,64961.47
2001-08-03,51684.97
2001-08-05,116160.43
2001-08-06,111493.13
2001-08-07,52244.13
2001-08-08,45894.49
2001-08-09,54548.54
2001-08-10,66295.44
2001-08-11,139634.16
2001-08-13,53419.81
2001-08-14,48649.03
2001-08-15,76582.36
2001-08-16,79349.88
2001-08-17,117131.88
2001-08-20,36944.92
2001-08-21,74576.0
2001-08-22,53998.67
2001-08-23,64866.26
2001-08-24,141553.33
2001-08-27,105228.22
2001-08-28,95838.46
2001-08-29,79107.52
2001-08-30,
2001-08-31,41731.99
2001-09-01,84546.96
2001-09-02,53221.99
2001-09-03,
2001-09-04,62135.16
2001-09-05,75620.74
2001-09-06,55563.03
2001-09-07,74653.78
2001-09-08,54548.54
2001-09-10,60820.59
2001-09-11,93881.02
2001-09-12,
2001-09-13,72023.69
2001-09-14,60983.53
2001-09-17,101336.8
2001-09-18,99276.16
2001-09-19,69405.46
2001-09-20,62854.61
2001-09-21,72097.44
2001-09-24,54883.94
2001-09-25,77510.87
2001-09-26,49388.31
2001-09-27,56911.68
2001-09-28,55242.65
2001-10-01,68407.02
2001-10-02,64233.97
2001-10-03,61075.73
2001-10-04,69799.23
2001-10-05,65450.57
2001-10-07,70462.75
2001-10-08,62819.34
2001-10-09,60820.59
2001-10-10,101028.61
2001-10-11,191146.3
2001-10-12,237545.74
2001-10-15,119483.81
2001-10-16,173909.84
2001-10-17,167431.32
2001-10-18,178761.01
2001-10-19,122733.98
2001-10-22,174784.04
2001-10-23,221332.21
2001-10-24,174491.63
2001-10-25,93500.1
2001-10-26,156352.25
2001-10-29,
2001-10-30,131732.23
2001-10-31,109744.26
2001-11-01,94366.1
2001-11-02,148247.35
2001-11-04,57960.3
2001-11-05,75614.48
2001-11-06,190870.41
2001-11-07,85283.33
2001-11-08,139634.16
2001-11-09,93881.02
2001-11-10,191146.3
2001-11-12,98080.72
2001-11-13,127474.75
2001-11-14,169445.55
2001-11-15,270770.91
2001-11-16,229162.99
2001-11-19,298239.19
2001-11-20,307154.03
2001-11-21,170351.2
2001-11-22,150481.88
2001-11-23,120099.38
2001-11-26,158775.04
2001-11-27,168347.41
2001-11-28,178020.26
2001-11-29,208044.89
2001-11-30,196135.72
2001-12-01,56240.2
2001-12-02,34302.68
2001-12-03,52867.42
2001-12-04,108414.2
2001-12-05,242170.81
2001-12-06,70099.22
2001-12-07,239055.88
2001-12-09,
2001-12-10,168562.18
2001-12-11,122037.24
2001-12-12,123409.42
2001-12-13,175892.61
2001-12-14,78703.09
2001-12-17,
2001-12-18,
2001-12-19,99695.91
2001-12-20,98378.49
2001-12-21,74367.7
2001-12-24,75335.48
2001-12-25,105247.77
2001-12-26,126092.81
2001-12-27,194274.15
2001-12-28,202321.16
2001-12-31,
2002-01-01,
2002-01-02,148697.17
2002-01-03,104105.49
2002-01-04,50952.58
2002-01-05,50037.31
2002-01-07,302509.48
2002-01-08,197931.2
2002-01-09,223595.05
2002-01-10,197653.59
2002-01-11,146940.61
2002-01-14,150605.45
2002-01-15,106889.34
2002-01-16,129636.25
2002-01-17,160836.66
2002-01-18,128595.75
2002-01-21,88880.58
2002-01-22,93276.35
2002-01-23,113516.83
2002-01-24,120208.82
2002-01-25,64754.91
2002-01-28,83129.23
2002-01-29,110578.85
2002-01-30,104338.68
2002-01-31,152850.78
2002-02-01,147085.49
2002-02-04,75201.36
2002-02-05,97357.6
2002-02-06,96575.96
2002-02-07,110192.45
2002-02-08,304544.36
2002-02-09,47512.71
2002-02-10,85975.58
2002-02-11,100637.37
2002-02-12,124194.93
2002-02-13,113758.38
2002-02-14,77296.98
2002-02-15,87090.93
2002-02-18,51274.81
2002-02-19,71351.07
2002-02-20,64227.07
2002-02-21,19294.78
2002-02-22,
2002-02-25,
2002-02-26,59729.64
2002-02-27,51903.23
2002-02-28,73975.51
2002-03-01,207815.78
2002-03-04,116121.92
2002-03-05,94466.88
2002-03-06,54053.77
2002-03-07,152440.15
2002-03-08,63762.07
2002-03-09,88055.66
2002-03-10,45601.74
2002-03-11,59840.86
2002-03-12,119515.17
2002-03-13,69370.96
2002-03-14,62935.98
2002-03-15,68616.95
2002-03-18,46424.32
2002-03-19,49977.3
2002-03-20,75821.32
2002-03-21,150576.81
2002-03-22,235306.09
2002-03-25,161904.39
2002-03-26,148474.64
2002-03-27,133057.42
2002-03-28,181140.95
2002-03-29,72347.18
2002-04-01,
2002-04-02,94301.01
2002-04-03,123373.57
2002-04-04,123805.55
2002-04-05,153709.22
2002-04-06,50949.74
2002-04-07,78166.57
2002-04-08,190535.24
2002-04-09,75779.94
2002-04-10,71542.0
2002-04-11,377354.58
2002-04-12,57696.4
2002-04-15,122518.78
2002-04-16,194275.15
2002-04-17,127670.96
2002-04-18,123982.48
2002-04-19,92010.67
2002-04-22,46915.14
2002-04-23,
2002-04-24,73687.92
2002-04-25,66483.93
2002-04-26,84956.56
2002-04-29,85144.51
2002-04-30,74585.95
2002-05-01,50037.31
2002-05-02,97357.6
2002-05-03,46892.91
2002-05-04,153709.22
2002-05-06,38038.87
2002-05-07,128634.35
2002-05-08,196062.75
2002-05-09,137030.59
2002-05-10,77804.59
2002-05-11,542901.61
2002-05-12,
2002-05-13,53915.93
2002-05-14,69245.87
2002-05-15,66032.95
2002-05-16,92794.07
2002-05-17,116075.89
2002-05-20,61010.49
2002-05-21,66918.92
2002-05-22,57378.4
2002-05-23,47919.08
2002-05-24,54845.33
2002-05-27,71539.79
2002-05-28,78627.88
2002-05-29,42325.33
2002-05-30,77011.03
2002-05-31,65355.34
2002-06-02,96575.96
2002-06-03,54053.77
2002-06-04,50949.74
2002-06-05,48435.55
2002-06-06,77950.33
2002-06-07,73339.94
2002-06-08,121750.58
2002-06-09,85246.78
2002-06-10,50141.82
2002-06-11,398792.12
2002-06-12,56114.44
2002-06-13,101580.24
2002-06-14,67069.8
2002-06-17,55318.67
2002-06-18,70211.36
2002-06-19,95142.75
2002-06-20,103409.93
2002-06-21,50586.13
2002-06-24,53001.43
2002-06-25,66926.84
2002-06-26,50870.9
2002-06-27,158206.44
2002-06-28,178141.31
2002-07-01,302509.48
2002-07-02,75132.62
2002-07-03,152440.15
2002-07-04,78166.57
2002-07-05,87591.58
2002-07-06,73339.94
2002-07-08,136503.39
2002-07-09,113038.31
2002-07-10,47927.36
2002-07-11,668194.84
2002-07-12,189141.46
2002-07-15,145318.85
2002-07-16,124340.18
2002-07-17,317014.95
2002-07-18,287649.98
2002-07-19,213709.41
2002-07-22,108211.38
2002-07-23,137752.134
2002-07-24,126106.31
2002-07-25,123776.61
2002-07-26,117468.06
2002-07-29,121563.54
2002-07-30,186523.73
2002-07-31,112750.87
2002-08-01,212077.79
2002-08-02,151307.42
2002-08-03,63762.07
2002-08-04,190535.24
2002-08-05,196062.75
2002-08-06,121750.58
2002-08-07,136503.39
2002-08-08,142235.41
2002-08-09,96192.06
2002-08-10,66428.75
2002-08-11,701746.25
2002-08-12,84810.87
2002-08-13,75878.15
2002-08-14,95176.98
2002-08-15,139409.91
2002-08-16,102978.28
2002-08-19,82565.88
2002-08-20,71625.48
2002-08-21,96953.32
2002-08-22,98640.94
2002-08-23,86914.17
2002-08-26,67783.78
2002-08-27,68445.99
2002-08-28,74782.89
2002-08-29,116901.66
2002-08-30,
2002-09-01,223595.05
2002-09-02,47512.71
2002-09-03,88055.66
2002-09-04,75779.94
2002-09-05,85074.56
2002-09-06,85246.78
2002-09-07,113038.31
2002-09-08,96192.06
2002-09-09,84715.0
2002-09-10,118230.82
2002-09-11,106848.36
2002-09-12,108620.94
2002-09-13,73191.69
2002-09-16,43841.43
2002-09-17,62430.78
2002-09-18,76488.76
2002-09-19,82759.81
2002-09-20,68195.23
2002-09-23,73202.65
2002-09-24,71734.5
2002-09-25,74278.29
2002-09-26,71294.81
2002-09-27,63940.04
2002-09-30,53615.48
2002-10-01,105804.59
2002-10-02,85975.58
2002-10-03,45601.74
2002-10-04,180110.69
2002-10-05,77804.59
2002-10-06,50141.82
2002-10-07,47927.36
2002-10-08,66428.75
2002-10-09,118230.82
2002-10-10,158396.5
2002-10-11,142503.34
2002-10-12,139431.23
2002-10-14,78075.63
2002-10-15,71797.43
2002-10-16,89888.94
2002-10-17,206114.91
2002-10-18,207656.67
2002-10-21,280079.85
2002-10-22,263819.39
2002-10-23,127064.77
2002-10-24,217812.7
2002-10-25,188735.99
2002-10-28,108158.92
2002-10-29,
2002-10-30,195152.1
2002-10-31,171011.09
2002-11-01,78962.94
2002-11-02,100637.37
2002-11-03,59840.86
2002-11-04,377354.58
2002-11-05,542901.61
2002-11-06,398792.12
2002-11-07,668194.84
2002-11-08,701746.25
2002-11-09,106848.36
2002-11-10,142503.34
2002-11-11,260447.23
2002-11-12,331230.44
2002-11-13,306015.75
2002-11-14,411905.69
2002-11-15,338678.51
2002-11-18,436521.82
2002-11-19,294821.71
2002-11-20,232921.19
2002-11-21,467235.55
2002-11-22,375164.3
2002-11-25,271858.0
2002-11-26,235305.33
2002-11-27,318710.37
2002-11-28,235017.15
2002-11-29,218471.59
2002-12-02,124194.93
2002-12-03,82505.94
2002-12-04,57696.4
2002-12-05,
2002-12-06,
2002-12-07,189141.46
2002-12-08,84810.87
2002-12-09,113028.5
2002-12-10,139431.23
2002-12-11,331230.44
2002-12-12,210628.94
2002-12-13,212258.15
2002-12-16,204085.29
2002-12-17,222990.05
2002-12-18,239357.06
2002-12-19,195322.31
2002-12-20,140814.2
2002-12-23,149705.16
2002-12-24,222124.81
2002-12-25,221804.44
2002-12-26,254986.97
2002-12-27,221392.2
2002-12-30,89851.12
2002-12-31,85152.88
2003-01-01,
2003-01-02,181326.52
2003-01-03,182508.33
2003-01-04,125076.98
2003-01-05,242499.05
2003-01-06,124159.51
2003-01-07,154853.62
2003-01-08,82502.27
2003-01-09,168798.09
2003-01-10,196824.5
2003-01-12,266610.8
2003-01-13,140178.11
2003-01-14,180207.32
2003-01-15,121888.51
2003-01-16,110255.52
2003-01-17,88348.29
2003-01-20,118843.32
2003-01-21,134777.37
2003-01-22,112478.85
2003-01-23,170165.89
2003-01-24,162129.47
2003-01-27,202105.8
2003-01-28,203990.23
2003-01-29,173058.36
2003-01-30,264886.63
2003-01-31,161061.19
2003-02-01,181326.52
2003-02-03,147756.53
2003-02-04,194259.2
2003-02-05,132579.16
2003-02-06,235905.94
2003-02-07,100220.73
2003-02-09,134204.41
2003-02-10,
2003-02-11,
2003-02-12,
2003-02-13,
2003-02-14,
2003-02-17,171872.93
2003-02-18,333798.68
2003-02-19,349779.43
2003-02-20,402718.76
2003-02-21,239644.61
2003-02-24,257373.35
2003-02-25,143670.53
2003-02-26,204864.7
2003-02-27,166591.02
2003-02-28,132705.67
2003-03-01,182508.33
2003-03-02,147756.53
2003-03-03,182412.5
2003-03-04,218634.5
2003-03-05,303149.5
2003-03-06,170972.92
2003-03-07,95480.506
2003-03-09,112406.1
2003-03-10,135765.36
2003-03-11,502967.34
2003-03-12,349391.64
2003-03-13,93236.24
2003-03-14,85934.81
2003-03-17,172362.14
2003-03-18,200330.56
2003-03-19,229739.74
2003-03-20,165926.12
2003-03-21,183577.82
2003-03-24,113698.68
2003-03-25,201870.93
2003-03-26,153968.37
2003-03-27,120051.23
2003-03-28,115507.51
2003-03-31,97411.64
2003-04-01,125076.98
2003-04-02,190628.37
2003-04-03,196622.86
2003-04-04,273791.72
2003-04-06,183137.18
2003-04-07,223204.04
2003-04-08,225830.52
2003-04-09,257208.31
2003-04-10,396379.94
2003-04-11,441822.28
2003-04-12,482246.51
2003-04-14,411048.85
2003-04-15,535782.24
2003-04-16,367975.48
2003-04-17,331690.1
2003-04-18,193262.95
2003-04-21,345508.0
2003-04-22,307508.85
2003-04-23,
2003-04-24,315233.68
2003-04-25,243168.23
2003-04-28,202271.84
2003-04-29,169745.97
2003-04-30,288552.93
2003-05-01,242499.05
2003-05-02,132579.16
2003-05-03,303149.5
2003-05-05,157144.28
2003-05-06,146956.23
2003-05-07,223774.23
2003-05-08,391004.75
2003-05-09,155447.47
2003-05-11,397074.38
2003-05-12,188266.07
2003-05-13,217450.92
2003-05-14,137278.33
2003-05-15,152048.07
2003-05-16,103287.53
2003-05-19,
2003-05-20,132739.24
2003-05-21,272100.93
2003-05-22,231906.92
2003-05-23,307985.42
2003-05-26,402556.4
2003-05-27,227868.97
2003-05-28,394970.27
2003-05-29,422543.075
2003-05-30,244065.77
2003-06-01,124159.51
2003-06-02,235905.94
2003-06-03,170972.92
2003-06-04,183137.18
2003-06-05,219813.76
2003-06-06,166347.43
2003-06-08,271293.95
2003-06-09,123155.77
2003-06-10,968138.86
2003-06-11,123535.68
2003-06-12,128905.19
2003-06-13,132451.73
2003-06-16,211637.31
2003-06-17,237097.82
2003-06-18,268826.198
2003-06-19,142532.005
2003-06-20,135465.512
2003-06-23,87120.13
2003-06-24,109603.72
2003-06-25,79923.036
2003-06-26,130693.35
2003-06-27,88900.61
2003-06-30,119087.198
2003-07-01,154853.62
2003-07-02,140521.32
2003-07-03,164171.55
2003-07-04,223204.04
2003-07-05,223774.23
2003-07-07,108353.93
2003-07-08,138309.23
2003-07-09,113704.49
2003-07-10,138010.47
2003-07-11,109954.78
2003-07-14,141602.13
2003-07-15,260132.64
2003-07-16,226689.96
2003-07-17,144314.64
2003-07-18,127588.4
2003-07-21,145507.13
2003-07-22,104197.75
2003-07-23,92130.44
2003-07-24,112456.95
2003-07-25,100492.8
2003-07-28,86263.8
2003-07-29,70464.47
2003-07-30,59479.99
2003-07-31,74509.83
2003-08-01,82502.27
2003-08-04,225830.52
2003-08-05,202396.03
2003-08-06,271293.95
2003-08-07,138309.23
2003-08-08,183804.4
2003-08-09,91493.26
2003-08-10,586106.35
2003-08-11,145411.64
2003-08-12,479903.8
2003-08-13,251850.09
2003-08-14,131429.29
2003-08-15,111370.98
2003-08-18,119299.73
2003-08-19,107789.18
2003-08-20,167058.28
2003-08-21,136826.85
2003-08-22,229015.1
2003-08-25,202211.64
2003-08-26,133192.68
2003-08-27,149029.51
2003-08-28,137855.2
2003-08-29,162126.23
2003-09-01,117417.89
2003-09-02,134204.41
2003-09-03,112406.1
2003-09-04,257208.31
2003-09-05,155447.47
2003-09-06,123155.77
2003-09-07,113704.49
2003-09-08,91493.26
2003-09-09,210483.72
2003-09-10,509169.76
2003-09-11,297661.19
2003-09-12,496984.35
2003-09-15,233047.21
2003-09-16,273945.14
2003-09-17,418723.28
2003-09-18,488457.38
2003-09-19,445039.88
2003-09-22,605909.01
2003-09-23,393367.97
2003-09-24,321167.3
2003-09-25,322880.67
2003-09-26,197813.45
2003-09-29,227243.05
2003-09-30,240830.56
2003-10-01,256409.76
2003-10-02,388843.34
2003-10-03,724631.59
2003-10-04,396379.94
2003-10-06,968138.86
2003-10-07,138010.47
2003-10-08,586106.35
2003-10-09,509169.76
2003-10-10,417886.72
2003-10-11,160520.9
2003-10-12,281158.87
2003-10-13,455323.55
2003-10-14,500429.53
2003-10-15,394031.73
2003-10-16,523267.91
2003-10-17,277397.24
2003-10-20,231343.21
2003-10-21,260425.89
2003-10-22,295858.57
2003-10-23,249186.31
2003-10-24,186610.33
2003-10-27,169292.99
2003-10-28,94565.94
2003-10-29,
2003-10-30,397103.14
2003-10-31,411698.64
2003-11-02,
2003-11-03,502967.34
2003-11-04,232517.17
2003-11-05,397074.38
2003-11-06,389336.11
2003-11-07,109954.78
2003-11-08,145411.64
2003-11-09,297661.19
2003-11-10,160520.9
2003-11-11,271148.08
2003-11-12,349719.86
2003-11-13,439080.94
2003-11-14,376610.89
2003-11-17,325602.51
2003-11-18,224570.29
2003-11-19,228518.56
2003-11-20,170072.78
2003-11-21,
2003-11-24,
2003-11-25,
2003-11-26,
2003-11-27,
2003-11-28,
2003-12-01,266610.8
2003-12-02,
2003-12-03,93538.72
2003-12-04,482246.51
2003-12-05,188266.07
2003-12-06,128905.19
2003-12-08,479903.8
2003-12-09,496984.35
2003-12-10,281158.87
2003-12-11,279490.59
2003-12-12,564588.88
2003-12-15,553152.02
2003-12-16,356172.14
2003-12-17,266918.1
2003-12-18,358256.86
2003-12-19,523417.04
2003-12-22,474309.22
2003-12-23,494539.65
2003-12-24,333712.98
2003-12-25,418661.38
2003-12-26,199844.55
2003-12-29,205592.5
2003-12-30,213887.8
2003-12-31,211007.09
2004-01-01,
2004-01-02,311909.73
2004-01-03,186896.01
2004-01-04,298856.63
2004-01-05,410730.07
2004-01-06,471489.79
2004-01-07,235753.62
2004-01-08,342673.63
2004-01-09,367560.82
2004-01-10,253054.22
2004-01-11,304784.32
2004-01-12,218195.58
2004-01-13,353463.75
2004-01-14,389798.67
2004-01-15,306822.26
2004-01-16,209434.49
2004-01-19,197146.79
2004-01-20,294347.79
2004-01-21,287622.95
2004-01-22,242183.57
2004-01-23,
2004-01-26,184185.77
