Tarih,TP_TRY_MT06,TP_TRY_MT06
2017-02-03,2017-5,9.68
2017-02-10,2017-6,9.9
2017-02-17,2017-7,9.96
2017-02-24,2017-8,9.8
2017-03-03,2017-9,9.73
2017-03-10,2017-10,9.87
2017-03-17,2017-11,10.01
2017-03-24,2017-12,10.19
2017-03-31,2017-13,10.42
2017-04-07,2017-14,10.37
2017-04-14,2017-15,10.64
2017-04-21,2017-16,10.78
2017-04-28,2017-17,10.93
2017-05-05,2017-18,10.96
2017-05-12,2017-19,11.39
2017-05-19,2017-20,11.38
2017-05-26,2017-21,11.62
2017-06-02,2017-22,11.43
2017-06-09,2017-23,11.66
2017-06-16,2017-24,11.89
2017-06-23,2017-25,12.15
2017-06-30,2017-26,12.05
2017-07-07,2017-27,11.94
2017-07-14,2017-28,11.94
2017-07-21,2017-29,11.87
2017-07-28,2017-30,11.81
2017-08-04,2017-31,11.86
2017-08-11,2017-32,11.93
2017-08-18,2017-33,11.98
2017-08-25,2017-34,11.89
2017-09-01,2017-35,11.6
2017-09-08,2017-36,11.74
2017-09-15,2017-37,11.93
2017-09-22,2017-38,11.97
2017-09-29,2017-39,12.15
2017-10-06,2017-40,11.74
2017-10-13,2017-41,11.94
2017-10-20,2017-42,12.02
2017-10-27,2017-43,12.04
2017-11-03,2017-44,11.96
2017-11-10,2017-45,12.01
2017-11-17,2017-46,12.14
2017-11-24,2017-47,12.17
2017-12-01,2017-48,12.07
2017-12-08,2017-49,12.15
2017-12-15,2017-50,12.22
2017-12-22,2017-51,12.59
2017-12-29,2017-52,12.75
2018-01-05,2018-1,12.19
2018-01-12,2018-2,12.32
2018-01-19,2018-3,12.39
2018-01-26,2018-4,12.32
2018-02-02,2018-5,12.4
2018-02-09,2018-6,12.47
2018-02-16,2018-7,12.37
2018-02-23,2018-8,12.51
2018-03-02,2018-9,12.24
2018-03-09,2018-10,12.48
2018-03-16,2018-11,12.56
2018-03-23,2018-12,12.67
2018-03-30,2018-13,12.81
2018-04-06,2018-14,12.52
2018-04-13,2018-15,12.63
2018-04-20,2018-16,12.72
2018-04-27,2018-17,12.63
2018-05-04,2018-18,12.66
2018-05-11,2018-19,12.82
2018-05-18,2018-20,12.94
2018-05-25,2018-21,13.27
2018-06-01,2018-22,13.64
2018-06-08,2018-23,14.51
2018-06-15,2018-24,15.21
2018-06-22,2018-25,15.9
2018-06-29,2018-26,16.21
2018-07-06,2018-27,15.99
2018-07-13,2018-28,16.33
2018-07-20,2018-29,16.38
2018-07-27,2018-30,16.76
2018-08-03,2018-31,16.45
2018-08-10,2018-32,16.83
2018-08-17,2018-33,17.69
2018-08-24,2018-34,16.64
2018-08-31,2018-35,18.48
2018-09-07,2018-36,19.41
2018-09-14,2018-37,22.16
2018-09-21,2018-38,24.99
2018-09-28,2018-39,23.95
2018-10-05,2018-40,23.94
2018-10-12,2018-41,24.11
2018-10-19,2018-42,24.09
2018-10-26,2018-43,24.3
2018-11-02,2018-44,23.28
2018-11-09,2018-45,23.49
2018-11-16,2018-46,22.98
2018-11-23,2018-47,23.06
2018-11-30,2018-48,23.02
2018-12-07,2018-49,22.0
2018-12-14,2018-50,22.23
2018-12-21,2018-51,22.24
2018-12-28,2018-52,22.51
2019-01-04,2019-1,21.71
2019-01-11,2019-2,21.41
2019-01-18,2019-3,20.87
2019-01-25,2019-4,20.6
2019-02-01,2019-5,20.28
2019-02-08,2019-6,20.17
2019-02-15,2019-7,19.83
2019-02-22,2019-8,19.88
2019-03-01,2019-9,19.63
2019-03-08,2019-10,19.43
2019-03-15,2019-11,19.69
2019-03-22,2019-12,19.62
2019-03-29,2019-13,19.9
2019-04-05,2019-14,19.81
2019-04-12,2019-15,19.87
2019-04-19,2019-16,21.13
2019-04-26,2019-17,21.35
2019-05-03,2019-18,21.55
2019-05-10,2019-19,22.17
2019-05-17,2019-20,22.34
2019-05-24,2019-21,22.7
2019-05-31,2019-22,22.72
2019-06-07,2019-23,21.93
2019-06-14,2019-24,22.93
2019-06-21,2019-25,22.73
2019-06-28,2019-26,22.89
2019-07-05,2019-27,22.26
2019-07-12,2019-28,21.85
2019-07-19,2019-29,21.69
2019-07-26,2019-30,20.09
2019-08-02,2019-31,18.75
2019-08-09,2019-32,18.31
2019-08-16,2019-33,17.82
2019-08-23,2019-34,17.51
2019-08-30,2019-35,17.01
2019-09-06,2019-36,16.62
2019-09-13,2019-37,15.66
2019-09-20,2019-38,14.71
2019-09-27,2019-39,14.56
2019-10-04,2019-40,13.83
2019-10-11,2019-41,13.68
2019-10-18,2019-42,13.63
2019-10-25,2019-43,12.9
2019-11-01,2019-44,12.25
2019-11-08,2019-45,11.93
2019-11-15,2019-46,11.73
2019-11-22,2019-47,11.62
2019-11-29,2019-48,11.35
2019-12-06,2019-49,11.17
2019-12-13,2019-50,10.77
2019-12-20,2019-51,10.24
2019-12-27,2019-52,10.1
2020-01-03,2020-1,9.88
2020-01-10,2020-2,9.81
2020-01-17,2020-3,9.6
2020-01-24,2020-4,9.44
2020-01-31,2020-5,9.45
2020-02-07,2020-6,9.22
2020-02-14,2020-7,9.35
2020-02-21,2020-8,9.24
2020-02-28,2020-9,9.34
2020-03-06,2020-10,9.28
2020-03-13,2020-11,9.36
2020-03-20,2020-12,9.36
2020-03-27,2020-13,9.43
2020-04-03,2020-14,9.27
2020-04-10,2020-15,9.38
2020-04-17,2020-16,9.35
2020-04-24,2020-17,8.76
2020-05-01,2020-18,8.2
2020-05-08,2020-19,7.69
2020-05-15,2020-20,7.58
2020-05-22,2020-21,7.45
2020-05-29,2020-22,7.35
2020-06-05,2020-23,7.35
2020-06-12,2020-24,7.4
2020-06-19,2020-25,7.41
2020-06-26,2020-26,7.37
2020-07-03,2020-27,7.37
2020-07-10,2020-28,7.37
2020-07-17,2020-29,7.35
2020-07-24,2020-30,7.39
2020-07-31,2020-31,7.24
2020-08-07,2020-32,7.79
2020-08-14,2020-33,8.79
2020-08-21,2020-34,9.57
2020-08-28,2020-35,9.75
2020-09-04,2020-36,9.93
2020-09-11,2020-37,10.19
2020-09-18,2020-38,10.35
2020-09-25,2020-39,10.68
2020-10-02,2020-40,10.87
2020-10-09,2020-41,10.84
2020-10-16,2020-42,10.96
2020-10-23,2020-43,11.19
2020-10-30,2020-44,11.34
2020-11-06,2020-45,11.87
2020-11-13,2020-46,12.28
2020-11-20,2020-47,13.58
2020-11-27,2020-48,14.59
2020-12-04,2020-49,14.51
2020-12-11,2020-50,14.95
2020-12-18,2020-51,15.04
2020-12-25,2020-52,15.88
2021-01-01,2021-1,16.96
2021-01-08,2021-2,16.22
2021-01-15,2021-3,16.12
2021-01-22,2021-4,16.08
2021-01-29,2021-5,16.42
2021-02-05,2021-6,16.27
2021-02-12,2021-7,16.22
2021-02-19,2021-8,16.14
2021-02-26,2021-9,16.24
2021-03-05,2021-10,16.22
2021-03-12,2021-11,16.46
2021-03-19,2021-12,16.8
2021-03-26,2021-13,17.77
2021-04-02,2021-14,17.87
2021-04-09,2021-15,17.7
2021-04-16,2021-16,17.74
2021-04-23,2021-17,17.68
2021-04-30,2021-18,17.93
2021-05-07,2021-19,17.88
2021-05-14,2021-20,17.9
2021-05-21,2021-21,17.87
2021-05-28,2021-22,17.92
2021-06-04,2021-23,17.88
2021-06-11,2021-24,17.87
2021-06-18,2021-25,17.85
2021-06-25,2021-26,18.08
2021-07-02,2021-27,17.89
2021-07-09,2021-28,17.81
2021-07-16,2021-29,17.98
2021-07-23,2021-30,17.5
2021-07-30,2021-31,18.25
2021-08-06,2021-32,17.79
2021-08-13,2021-33,18.03
2021-08-20,2021-34,17.98
2021-08-27,2021-35,18.04
2021-09-03,2021-36,18.03
2021-09-10,2021-37,18.13
2021-09-17,2021-38,18.14
2021-09-24,2021-39,17.86
2021-10-01,2021-40,17.47
2021-10-08,2021-41,17.32
2021-10-15,2021-42,17.38
2021-10-22,2021-43,16.68
2021-10-29,2021-44,15.73
2021-11-05,2021-45,15.52
2021-11-12,2021-46,15.64
2021-11-19,2021-47,15.29
2021-11-26,2021-48,15.03
2021-12-03,2021-49,14.99
2021-12-10,2021-50,15.2
2021-12-17,2021-51,15.32
2021-12-24,2021-52,17.09
2021-12-31,2021-53,19.53
2022-01-07,2022-1,17.88
2022-01-14,2022-2,17.72
2022-01-21,2022-3,17.52
2022-01-28,2022-4,17.55
2022-02-04,2022-5,17.33
2022-02-11,2022-6,16.91
2022-02-18,2022-7,16.74
2022-02-25,2022-8,16.19
2022-03-04,2022-9,15.84
2022-03-11,2022-10,15.65
2022-03-18,2022-11,15.41
2022-03-25,2022-12,15.6
2022-04-01,2022-13,15.95
2022-04-08,2022-14,15.51
2022-04-15,2022-15,15.67
2022-04-22,2022-16,15.68
2022-04-29,2022-17,15.65
2022-05-06,2022-18,15.37
2022-05-13,2022-19,15.46
2022-05-20,2022-20,15.47
2022-05-27,2022-21,15.79
2022-06-03,2022-22,15.79
2022-06-10,2022-23,16.08
2022-06-17,2022-24,16.34
2022-06-24,2022-25,16.83
2022-07-01,2022-26,17.15
2022-07-08,2022-27,17.28
2022-07-15,2022-28,17.1
2022-07-22,2022-29,17.72
2022-07-29,2022-30,17.64
2022-08-05,2022-31,17.35
2022-08-12,2022-32,17.32
2022-08-19,2022-33,16.79
2022-08-26,2022-34,16.31
2022-09-02,2022-35,15.92
2022-09-09,2022-36,16.16
2022-09-16,2022-37,15.91
2022-09-23,2022-38,15.79
2022-09-30,2022-39,15.77
2022-10-07,2022-40,15.75
2022-10-14,2022-41,15.84
2022-10-21,2022-42,15.4
2022-10-28,2022-43,15.66
2022-11-04,2022-44,15.89
2022-11-11,2022-45,16.28
2022-11-18,2022-46,15.91
2022-11-25,2022-47,16.18
2022-12-02,2022-48,16.28
2022-12-09,2022-49,16.86
2022-12-16,2022-50,16.86
2022-12-23,2022-51,17.37
2022-12-30,2022-52,18.56
2023-01-06,2023-1,17.67
2023-01-13,2023-2,17.81
2023-01-20,2023-3,17.97
2023-01-27,2023-4,18.33
2023-02-03,2023-5,18.96
2023-02-10,2023-6,19.03
2023-02-17,2023-7,18.95
2023-02-24,2023-8,19.41
2023-03-03,2023-9,19.32
2023-03-10,2023-10,19.49
2023-03-17,2023-11,19.51
2023-03-24,2023-12,19.97
2023-03-31,2023-13,20.44
2023-04-07,2023-14,20.51
2023-04-14,2023-15,20.76
2023-04-21,2023-16,20.74
2023-04-28,2023-17,21.92
2023-05-05,2023-18,21.12
2023-05-12,2023-19,22.5
2023-05-19,2023-20,23.57
2023-05-26,2023-21,25.92
2023-06-02,2023-22,26.93
2023-06-09,2023-23,29.37
2023-06-16,2023-24,30.32
2023-06-23,2023-25,32.9
2023-06-30,2023-26,30.11
2023-07-07,2023-27,30.84
2023-07-14,2023-28,27.83
2023-07-21,2023-29,26.04
2023-07-28,2023-30,25.22
2023-08-04,2023-31,24.24
2023-08-11,2023-32,24.81
2023-08-18,2023-33,24.85
2023-08-25,2023-34,26.01
2023-09-01,2023-35,30.27
2023-09-08,2023-36,31.59
2023-09-15,2023-37,33.51
2023-09-22,2023-38,34.57
2023-09-29,2023-39,37.15
2023-10-06,2023-40,37.15
2023-10-13,2023-41,37.9
2023-10-20,2023-42,37.45
2023-10-27,2023-43,37.53
2023-11-03,2023-44,40.09
2023-11-10,2023-45,40.58
2023-11-17,2023-46,40.78
2023-11-24,2023-47,41.76
2023-12-01,2023-48,44.02
2023-12-08,2023-49,44.94
2023-12-15,2023-50,45.8
2023-12-22,2023-51,46.37
2023-12-29,2023-52,47.06
2024-01-05,2024-1,46.48
2024-01-12,2024-2,46.18
2024-01-19,2024-3,45.9
2024-01-26,2024-4,46.36
2024-02-02,2024-5,46.63
2024-02-09,2024-6,46.48
2024-02-16,2024-7,47.01
2024-02-23,2024-8,46.82
2024-03-01,2024-9,47.82
2024-03-08,2024-10,48.2
2024-03-15,2024-11,49.63
2024-03-22,2024-12,52.01
2024-03-29,2024-13,57.3
2024-04-05,2024-14,59.54
2024-04-12,2024-15,57.98
2024-04-19,2024-16,60.34
2024-04-26,2024-17,60.31
2024-05-03,2024-18,61.05
2024-05-10,2024-19,60.53
2024-05-17,2024-20,58.68
2024-05-24,2024-21,58.06
2024-05-31,2024-22,57.54
2024-06-07,2024-23,57.57
2024-06-14,2024-24,57.1
2024-06-21,2024-25,56.15
2024-06-28,2024-26,56.36
2024-07-05,2024-27,56.55
2024-07-12,2024-28,56.16
2024-07-19,2024-29,55.77
2024-07-26,2024-30,55.75
2024-08-02,2024-31,55.79
2024-08-09,2024-32,55.2
2024-08-16,2024-33,55.33
2024-08-23,2024-34,55.47
2024-08-30,2024-35,55.29
2024-09-06,2024-36,55.95
2024-09-13,2024-37,56.15
2024-09-20,2024-38,56.26
2024-09-27,2024-39,56.11
2024-10-04,2024-40,56.26
2024-10-11,2024-41,55.94
2024-10-18,2024-42,56.06
2024-10-25,2024-43,55.82
2024-11-01,2024-44,56.02
2024-11-08,2024-45,55.48
2024-11-15,2024-46,55.99
2024-11-22,2024-47,56.06
2024-11-29,2024-48,55.93
2024-12-06,2024-49,55.94
2024-12-13,2024-50,56.21
2024-12-20,2024-51,56.54
2024-12-27,2024-52,55.68
2025-01-03,2025-1,54.58
2025-01-10,2025-2,53.55
2025-01-17,2025-3,52.87
2025-01-24,2025-4,51.83
2025-01-31,2025-5,50.61
2025-02-07,2025-6,50.64
2025-02-14,2025-7,50.13
2025-02-21,2025-8,50.17
2025-02-28,2025-9,50.05
2025-03-07,2025-10,49.18
2025-03-14,2025-11,48.35
2025-03-21,2025-12,48.77
2025-03-28,2025-13,51.41
2025-04-04,2025-14,51.57
2025-04-11,2025-15,51.93
2025-04-18,2025-16,53.35
2025-04-25,2025-17,54.27
2025-05-02,2025-18,55.86
2025-05-09,2025-19,56.48
2025-05-16,2025-20,56.95
2025-05-23,2025-21,56.94
2025-05-30,2025-22,57.24
2025-06-06,2025-23,57.36
2025-06-13,2025-24,56.69
2025-06-20,2025-25,56.4
2025-06-27,2025-26,56.19
2025-07-04,2025-27,56.06
2025-07-11,2025-28,54.72
2025-07-18,2025-29,54.65
2025-07-25,2025-30,52.52
2025-08-01,2025-31,51.4
2025-08-08,2025-32,51.0
2025-08-15,2025-33,50.5
2025-08-22,2025-34,50.41
2025-08-29,2025-35,50.49
2025-09-05,2025-36,50.1
2025-09-12,2025-37,49.27
2025-09-19,2025-38,48.61
2025-09-26,2025-39,49.05
2025-10-03,2025-40,48.64
2025-10-10,2025-41,48.24
