Tarih,TP_TRY_MT05,TP_TRY_MT05
2017-02-03,2017-5,10.02
2017-02-10,2017-6,11.08
2017-02-17,2017-7,10.57
2017-02-24,2017-8,10.04
2017-03-03,2017-9,10.84
2017-03-10,2017-10,11.11
2017-03-17,2017-11,10.51
2017-03-24,2017-12,11.75
2017-03-31,2017-13,10.81
2017-04-07,2017-14,11.74
2017-04-14,2017-15,11.97
2017-04-21,2017-16,12.34
2017-04-28,2017-17,12.95
2017-05-05,2017-18,13.0
2017-05-12,2017-19,11.98
2017-05-19,2017-20,11.96
2017-05-26,2017-21,12.52
2017-06-02,2017-22,12.54
2017-06-09,2017-23,12.82
2017-06-16,2017-24,12.01
2017-06-23,2017-25,12.74
2017-06-30,2017-26,11.36
2017-07-07,2017-27,12.91
2017-07-14,2017-28,11.66
2017-07-21,2017-29,11.06
2017-07-28,2017-30,11.34
2017-08-04,2017-31,11.38
2017-08-11,2017-32,11.74
2017-08-18,2017-33,10.83
2017-08-25,2017-34,10.95
2017-09-01,2017-35,12.98
2017-09-08,2017-36,10.79
2017-09-15,2017-37,11.53
2017-09-22,2017-38,10.95
2017-09-29,2017-39,11.73
2017-10-06,2017-40,12.11
2017-10-13,2017-41,10.46
2017-10-20,2017-42,10.55
2017-10-27,2017-43,11.39
2017-11-03,2017-44,11.29
2017-11-10,2017-45,10.99
2017-11-17,2017-46,12.62
2017-11-24,2017-47,12.54
2017-12-01,2017-48,13.95
2017-12-08,2017-49,13.16
2017-12-15,2017-50,13.68
2017-12-22,2017-51,14.32
2017-12-29,2017-52,13.52
2018-01-05,2018-1,12.19
2018-01-12,2018-2,12.95
2018-01-19,2018-3,11.47
2018-01-26,2018-4,14.17
2018-02-02,2018-5,11.37
2018-02-09,2018-6,13.94
2018-02-16,2018-7,12.96
2018-02-23,2018-8,13.99
2018-03-02,2018-9,12.12
2018-03-09,2018-10,11.77
2018-03-16,2018-11,11.9
2018-03-23,2018-12,11.88
2018-03-30,2018-13,12.26
2018-04-06,2018-14,10.01
2018-04-13,2018-15,11.39
2018-04-20,2018-16,10.33
2018-04-27,2018-17,12.62
2018-05-04,2018-18,13.12
2018-05-11,2018-19,13.74
2018-05-18,2018-20,13.47
2018-05-25,2018-21,12.87
2018-06-01,2018-22,13.41
2018-06-08,2018-23,15.43
2018-06-15,2018-24,16.63
2018-06-22,2018-25,13.84
2018-06-29,2018-26,15.02
2018-07-06,2018-27,14.71
2018-07-13,2018-28,16.12
2018-07-20,2018-29,15.22
2018-07-27,2018-30,15.14
2018-08-03,2018-31,15.27
2018-08-10,2018-32,15.24
2018-08-17,2018-33,15.83
2018-08-24,2018-34,15.08
2018-08-31,2018-35,16.81
2018-09-07,2018-36,18.89
2018-09-14,2018-37,22.5
2018-09-21,2018-38,26.07
2018-09-28,2018-39,25.03
2018-10-05,2018-40,23.24
2018-10-12,2018-41,23.57
2018-10-19,2018-42,24.52
2018-10-26,2018-43,23.46
2018-11-02,2018-44,23.6
2018-11-09,2018-45,24.02
2018-11-16,2018-46,23.68
2018-11-23,2018-47,23.5
2018-11-30,2018-48,23.68
2018-12-07,2018-49,22.99
2018-12-14,2018-50,21.36
2018-12-21,2018-51,20.47
2018-12-28,2018-52,22.39
2019-01-04,2019-1,20.88
2019-01-11,2019-2,20.25
2019-01-18,2019-3,19.7
2019-01-25,2019-4,18.47
2019-02-01,2019-5,17.25
2019-02-08,2019-6,18.16
2019-02-15,2019-7,17.46
2019-02-22,2019-8,17.57
2019-03-01,2019-9,18.45
2019-03-08,2019-10,17.83
2019-03-15,2019-11,17.9
2019-03-22,2019-12,17.67
2019-03-29,2019-13,17.79
2019-04-05,2019-14,16.78
2019-04-12,2019-15,17.26
2019-04-19,2019-16,18.46
2019-04-26,2019-17,18.32
2019-05-03,2019-18,21.81
2019-05-10,2019-19,18.98
2019-05-17,2019-20,18.99
2019-05-24,2019-21,22.38
2019-05-31,2019-22,18.67
2019-06-07,2019-23,18.59
2019-06-14,2019-24,20.51
2019-06-21,2019-25,19.84
2019-06-28,2019-26,18.77
2019-07-05,2019-27,18.67
2019-07-12,2019-28,18.16
2019-07-19,2019-29,18.16
2019-07-26,2019-30,16.54
2019-08-02,2019-31,15.15
2019-08-09,2019-32,14.04
2019-08-16,2019-33,13.08
2019-08-23,2019-34,14.16
2019-08-30,2019-35,12.91
2019-09-06,2019-36,14.52
2019-09-13,2019-37,13.3
2019-09-20,2019-38,12.67
2019-09-27,2019-39,12.57
2019-10-04,2019-40,12.08
2019-10-11,2019-41,11.66
2019-10-18,2019-42,12.96
2019-10-25,2019-43,11.26
2019-11-01,2019-44,10.6
2019-11-08,2019-45,10.49
2019-11-15,2019-46,10.43
2019-11-22,2019-47,10.73
2019-11-29,2019-48,10.16
2019-12-06,2019-49,10.44
2019-12-13,2019-50,10.8
2019-12-20,2019-51,10.94
2019-12-27,2019-52,10.5
2020-01-03,2020-1,9.85
2020-01-10,2020-2,9.33
2020-01-17,2020-3,9.25
2020-01-24,2020-4,8.52
2020-01-31,2020-5,8.48
2020-02-07,2020-6,9.36
2020-02-14,2020-7,8.91
2020-02-21,2020-8,8.49
2020-02-28,2020-9,8.65
2020-03-06,2020-10,9.23
2020-03-13,2020-11,8.56
2020-03-20,2020-12,9.24
2020-03-27,2020-13,8.61
2020-04-03,2020-14,8.81
2020-04-10,2020-15,8.69
2020-04-17,2020-16,8.39
2020-04-24,2020-17,8.54
2020-05-01,2020-18,6.33
2020-05-08,2020-19,6.97
2020-05-15,2020-20,6.6
2020-05-22,2020-21,6.6
2020-05-29,2020-22,8.25
2020-06-05,2020-23,5.62
2020-06-12,2020-24,6.47
2020-06-19,2020-25,6.73
2020-06-26,2020-26,7.16
2020-07-03,2020-27,6.71
2020-07-10,2020-28,6.94
2020-07-17,2020-29,7.39
2020-07-24,2020-30,7.1
2020-07-31,2020-31,7.03
2020-08-07,2020-32,7.3
2020-08-14,2020-33,8.93
2020-08-21,2020-34,9.24
2020-08-28,2020-35,9.66
2020-09-04,2020-36,9.78
2020-09-11,2020-37,10.27
2020-09-18,2020-38,10.63
2020-09-25,2020-39,10.54
2020-10-02,2020-40,11.53
2020-10-09,2020-41,11.92
2020-10-16,2020-42,10.04
2020-10-23,2020-43,11.73
2020-10-30,2020-44,11.89
2020-11-06,2020-45,12.09
2020-11-13,2020-46,12.57
2020-11-20,2020-47,13.39
2020-11-27,2020-48,14.78
2020-12-04,2020-49,15.01
2020-12-11,2020-50,16.33
2020-12-18,2020-51,15.76
2020-12-25,2020-52,17.32
2021-01-01,2021-1,17.31
2021-01-08,2021-2,16.77
2021-01-15,2021-3,16.21
2021-01-22,2021-4,15.96
2021-01-29,2021-5,16.46
2021-02-05,2021-6,16.41
2021-02-12,2021-7,16.22
2021-02-19,2021-8,16.54
2021-02-26,2021-9,16.26
2021-03-05,2021-10,16.7
2021-03-12,2021-11,16.78
2021-03-19,2021-12,15.27
2021-03-26,2021-13,18.13
2021-04-02,2021-14,18.76
2021-04-09,2021-15,17.4
2021-04-16,2021-16,17.22
2021-04-23,2021-17,17.53
2021-04-30,2021-18,17.1
2021-05-07,2021-19,17.35
2021-05-14,2021-20,12.99
2021-05-21,2021-21,17.2
2021-05-28,2021-22,17.78
2021-06-04,2021-23,18.44
2021-06-11,2021-24,17.97
2021-06-18,2021-25,16.73
2021-06-25,2021-26,17.95
2021-07-02,2021-27,17.73
2021-07-09,2021-28,16.39
2021-07-16,2021-29,17.03
2021-07-23,2021-30,14.8
2021-07-30,2021-31,17.8
2021-08-06,2021-32,16.11
2021-08-13,2021-33,16.32
2021-08-20,2021-34,15.73
2021-08-27,2021-35,16.15
2021-09-03,2021-36,15.94
2021-09-10,2021-37,15.94
2021-09-17,2021-38,17.1
2021-09-24,2021-39,16.42
2021-10-01,2021-40,16.64
2021-10-08,2021-41,15.3
2021-10-15,2021-42,14.85
2021-10-22,2021-43,14.66
2021-10-29,2021-44,14.02
2021-11-05,2021-45,13.1
2021-11-12,2021-46,12.82
2021-11-19,2021-47,12.53
2021-11-26,2021-48,10.41
2021-12-03,2021-49,15.79
2021-12-10,2021-50,13.15
2021-12-17,2021-51,15.22
2021-12-24,2021-52,16.37
2021-12-31,2021-53,15.82
2022-01-07,2022-1,16.45
2022-01-14,2022-2,16.89
2022-01-21,2022-3,17.91
2022-01-28,2022-4,18.25
2022-02-04,2022-5,17.61
2022-02-11,2022-6,16.83
2022-02-18,2022-7,16.69
2022-02-25,2022-8,16.77
2022-03-04,2022-9,15.91
2022-03-11,2022-10,15.8
2022-03-18,2022-11,16.74
2022-03-25,2022-12,16.22
2022-04-01,2022-13,16.82
2022-04-08,2022-14,15.66
2022-04-15,2022-15,15.81
2022-04-22,2022-16,15.4
2022-04-29,2022-17,16.05
2022-05-06,2022-18,15.81
2022-05-13,2022-19,16.38
2022-05-20,2022-20,15.01
2022-05-27,2022-21,15.63
2022-06-03,2022-22,16.19
2022-06-10,2022-23,16.31
2022-06-17,2022-24,16.7
2022-06-24,2022-25,16.74
2022-07-01,2022-26,16.52
2022-07-08,2022-27,16.84
2022-07-15,2022-28,16.29
2022-07-22,2022-29,16.74
2022-07-29,2022-30,16.76
2022-08-05,2022-31,16.71
2022-08-12,2022-32,16.76
2022-08-19,2022-33,16.45
2022-08-26,2022-34,15.58
2022-09-02,2022-35,15.41
2022-09-09,2022-36,15.44
2022-09-16,2022-37,15.75
2022-09-23,2022-38,15.36
2022-09-30,2022-39,14.7
2022-10-07,2022-40,14.83
2022-10-14,2022-41,15.17
2022-10-21,2022-42,15.51
2022-10-28,2022-43,13.93
2022-11-04,2022-44,13.65
2022-11-11,2022-45,13.48
2022-11-18,2022-46,13.57
2022-11-25,2022-47,13.39
2022-12-02,2022-48,11.23
2022-12-09,2022-49,12.42
2022-12-16,2022-50,12.76
2022-12-23,2022-51,12.44
2022-12-30,2022-52,12.53
2023-01-06,2023-1,13.73
2023-01-13,2023-2,12.8
2023-01-20,2023-3,11.96
2023-01-27,2023-4,11.54
2023-02-03,2023-5,13.67
2023-02-10,2023-6,11.66
2023-02-17,2023-7,12.39
2023-02-24,2023-8,11.79
2023-03-03,2023-9,10.55
2023-03-10,2023-10,11.24
2023-03-17,2023-11,11.62
2023-03-24,2023-12,11.58
2023-03-31,2023-13,12.15
2023-04-07,2023-14,14.46
2023-04-14,2023-15,11.75
2023-04-21,2023-16,11.7
2023-04-28,2023-17,10.99
2023-05-05,2023-18,11.6
2023-05-12,2023-19,11.29
2023-05-19,2023-20,11.63
2023-05-26,2023-21,12.94
2023-06-02,2023-22,14.54
2023-06-09,2023-23,13.72
2023-06-16,2023-24,16.12
2023-06-23,2023-25,12.84
2023-06-30,2023-26,17.68
2023-07-07,2023-27,16.94
2023-07-14,2023-28,17.93
2023-07-21,2023-29,17.47
2023-07-28,2023-30,18.81
2023-08-04,2023-31,18.29
2023-08-11,2023-32,18.56
2023-08-18,2023-33,18.7
2023-08-25,2023-34,19.8
2023-09-01,2023-35,25.24
2023-09-08,2023-36,25.7
2023-09-15,2023-37,26.25
2023-09-22,2023-38,26.73
2023-09-29,2023-39,31.49
2023-10-06,2023-40,30.43
2023-10-13,2023-41,30.31
2023-10-20,2023-42,32.04
2023-10-27,2023-43,32.78
2023-11-03,2023-44,35.7
2023-11-10,2023-45,35.14
2023-11-17,2023-46,35.22
2023-11-24,2023-47,38.24
2023-12-01,2023-48,37.2
2023-12-08,2023-49,38.1
2023-12-15,2023-50,37.5
2023-12-22,2023-51,39.59
2023-12-29,2023-52,37.76
2024-01-05,2024-1,37.77
2024-01-12,2024-2,37.81
2024-01-19,2024-3,37.79
2024-01-26,2024-4,38.72
2024-02-02,2024-5,39.1
2024-02-09,2024-6,39.79
2024-02-16,2024-7,37.9
2024-02-23,2024-8,39.42
2024-03-01,2024-9,40.45
2024-03-08,2024-10,39.91
2024-03-15,2024-11,44.8
2024-03-22,2024-12,37.57
2024-03-29,2024-13,44.65
2024-04-05,2024-14,47.66
2024-04-12,2024-15,42.5
2024-04-19,2024-16,44.62
2024-04-26,2024-17,42.58
2024-05-03,2024-18,44.1
2024-05-10,2024-19,44.26
2024-05-17,2024-20,45.72
2024-05-24,2024-21,41.89
2024-05-31,2024-22,45.97
2024-06-07,2024-23,48.66
2024-06-14,2024-24,44.85
2024-06-21,2024-25,41.65
2024-06-28,2024-26,42.58
2024-07-05,2024-27,42.06
2024-07-12,2024-28,41.41
2024-07-19,2024-29,41.41
2024-07-26,2024-30,41.2
2024-08-02,2024-31,42.89
2024-08-09,2024-32,41.98
2024-08-16,2024-33,37.37
2024-08-23,2024-34,44.07
2024-08-30,2024-35,39.1
2024-09-06,2024-36,35.78
2024-09-13,2024-37,36.42
2024-09-20,2024-38,38.56
2024-09-27,2024-39,39.34
2024-10-04,2024-40,44.72
2024-10-11,2024-41,40.02
2024-10-18,2024-42,35.89
2024-10-25,2024-43,43.93
2024-11-01,2024-44,36.33
2024-11-08,2024-45,36.04
2024-11-15,2024-46,37.12
2024-11-22,2024-47,38.64
2024-11-29,2024-48,36.46
2024-12-06,2024-49,40.77
2024-12-13,2024-50,39.54
2024-12-20,2024-51,40.74
2024-12-27,2024-52,38.22
2025-01-03,2025-1,42.99
2025-01-10,2025-2,38.49
2025-01-17,2025-3,31.87
2025-01-24,2025-4,37.54
2025-01-31,2025-5,36.39
2025-02-07,2025-6,35.45
2025-02-14,2025-7,34.97
2025-02-21,2025-8,34.03
2025-02-28,2025-9,33.09
2025-03-07,2025-10,36.51
2025-03-14,2025-11,37.32
2025-03-21,2025-12,33.68
2025-03-28,2025-13,35.81
2025-04-04,2025-14,36.78
2025-04-11,2025-15,29.36
2025-04-18,2025-16,43.51
2025-04-25,2025-17,31.04
2025-05-02,2025-18,42.71
2025-05-09,2025-19,33.1
2025-05-16,2025-20,34.43
2025-05-23,2025-21,40.28
2025-05-30,2025-22,41.15
2025-06-06,2025-23,41.46
2025-06-13,2025-24,37.57
2025-06-20,2025-25,41.44
2025-06-27,2025-26,34.35
2025-07-04,2025-27,41.42
2025-07-11,2025-28,40.09
2025-07-18,2025-29,26.88
2025-07-25,2025-30,34.74
2025-08-01,2025-31,30.12
2025-08-08,2025-32,33.85
2025-08-15,2025-33,32.7
2025-08-22,2025-34,36.45
2025-08-29,2025-35,24.75
2025-09-05,2025-36,27.31
2025-09-12,2025-37,33.62
2025-09-19,2025-38,29.3
2025-09-26,2025-39,24.98
2025-10-03,2025-40,33.66
2025-10-10,2025-41,26.87
