Tarih,TP_KB_FTR20
2015-03-01,0.0
2015-04-01,0.0
2015-05-01,0.0
2015-06-01,0.0
2015-07-01,0.0
2015-08-01,0.0
2015-09-01,0.0
2015-10-01,0.0
2015-11-01,0.0
2015-12-01,0.0
2016-01-01,0.0
2016-02-01,0.0
2016-03-01,0.0
2016-04-01,0.0
2016-05-01,0.0
2016-06-01,0.0
2016-07-01,0.0
2016-08-01,0.0
2016-09-01,0.0
2016-10-01,0.0
2016-11-01,0.0
2016-12-01,0.0
2017-01-01,0.0
2017-02-01,0.0
2017-03-01,0.0
2017-04-01,0.0
2017-05-01,0.0
2017-06-01,0.0
2017-07-01,0.0
2017-08-01,0.0
2017-09-01,0.0
2017-10-01,0.0
2017-11-01,0.0
2017-12-01,0.0
2018-01-01,0.0
2018-02-01,0.0
2018-03-01,0.0
2018-04-01,0.0
2018-05-01,0.0
2018-06-01,0.0
2018-07-01,0.0
2018-08-01,0.0
2018-09-01,0.0
2018-10-01,0.0
2018-11-01,0.0
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,0.0
2019-04-01,0.0
2019-05-01,0.0
2019-06-01,0.0
2019-07-01,0.0
2019-08-01,0.0
2019-09-01,0.0
2019-10-01,0.0
2019-11-01,0.0
2019-12-01,0.0
2020-01-01,0.0
2020-02-01,0.0
2020-03-01,0.0
2020-04-01,0.0
2020-05-01,0.0
2020-06-01,0.0
2020-07-01,0.0
2020-08-01,0.0
2020-09-01,0.0
2020-10-01,0.0
2020-11-01,0.0
2020-12-01,0.0
2021-01-01,0.0
2021-02-01,26.0
2021-03-01,23.0
2021-04-01,46.0
2021-05-01,9.0
2021-06-01,63.0
2021-07-01,66.0
2021-08-01,89.0
2021-09-01,84.0
2021-10-01,77.0
2021-11-01,93.0
2021-12-01,6207.0
2022-01-01,453014.0
2022-02-01,459351.0
2022-03-01,659845.0
2022-04-01,1260511.0
2022-05-01,974405.0
2022-06-01,1091817.0
2022-07-01,993368.0
2022-08-01,1639869.0
2022-09-01,1278681.0
2022-10-01,895784.0
2022-11-01,1376174.0
2022-12-01,213686.0
2023-01-01,1655766.0
2023-02-01,2202858.0
2023-03-01,0.0
2023-04-01,771680.0
2023-05-01,1042943.0
2023-06-01,259709.0
2023-07-01,1936669.0
2023-08-01,1859751.0
2023-09-01,267.0
2023-10-01,1760798.0
2023-11-01,1922577.0
2023-12-01,0.0
2024-01-01,1441607.0
2024-02-01,1819936.0
2024-03-01,941123.0
2024-04-01,2046678.0
2024-05-01,0.0
2024-06-01,50893.0
2024-07-01,2202032.0
2024-08-01,353926.0
2024-09-01,1895763.0
2024-10-01,2141834.0
2024-11-01,0.0
2024-12-01,223666.0
2025-01-01,3266.0
2025-02-01,2.0
2025-03-01,2.0
2025-04-01,1899591.0
2025-05-01,2.0
2025-06-01,1682096.0
2025-07-01,2141549.0
2025-08-01,22726.0
