Tarih,TP_KAVRAMSAL_ARIM3_INDX,TP_KAVRAMSAL_ARIM3_INDX
2017-10-13,2017-41,470.05
2017-10-20,2017-42,471.95
2017-10-27,2017-43,473.27
2017-11-03,2017-44,473.23
2017-11-10,2017-45,474.76
2017-11-17,2017-46,475.07
2017-11-24,2017-47,475.49
2017-12-01,2017-48,473.06
2017-12-08,2017-49,473.85
2017-12-15,2017-50,475.69
2017-12-22,2017-51,477.67
2017-12-29,2017-52,477.95
2018-01-05,2018-1,474.7
2018-01-12,2018-2,477.16
2018-01-19,2018-3,478.13
2018-01-26,2018-4,477.81
2018-02-02,2018-5,476.1
2018-02-09,2018-6,476.16
2018-02-16,2018-7,480.48
2018-02-23,2018-8,480.61
2018-03-02,2018-9,480.63
2018-03-09,2018-10,482.13
2018-03-16,2018-11,486.62
2018-03-23,2018-12,488.23
2018-03-30,2018-13,485.5
2018-04-06,2018-14,486.87
2018-04-13,2018-15,491.17
2018-04-20,2018-16,494.73
2018-04-27,2018-17,495.75
2018-05-04,2018-18,493.8
2018-05-11,2018-19,496.31
2018-05-18,2018-20,496.71
2018-05-25,2018-21,497.61
2018-06-01,2018-22,494.95
2018-06-08,2018-23,499.15
2018-06-15,2018-24,506.27
2018-06-22,2018-25,499.77
2018-06-29,2018-26,496.76
2018-07-06,2018-27,495.25
2018-07-13,2018-28,498.91
2018-07-20,2018-29,499.64
2018-07-27,2018-30,501.96
2018-08-03,2018-31,500.61
2018-08-10,2018-32,503.61
2018-08-17,2018-33,506.13
2018-08-24,2018-34,506.36
2018-08-31,2018-35,496.72
2018-09-07,2018-36,496.11
2018-09-14,2018-37,497.15
2018-09-21,2018-38,497.39
2018-09-28,2018-39,494.63
2018-10-05,2018-40,494.01
2018-10-12,2018-41,496.1
2018-10-19,2018-42,499.63
2018-10-26,2018-43,498.43
2018-11-02,2018-44,496.51
2018-11-09,2018-45,498.18
2018-11-16,2018-46,501.81
2018-11-23,2018-47,498.46
2018-11-30,2018-48,495.22
2018-12-07,2018-49,496.21
2018-12-14,2018-50,498.85
2018-12-21,2018-51,502.96
2018-12-28,2018-52,503.4
2019-01-04,2019-1,499.82
2019-01-11,2019-2,501.3
2019-01-18,2019-3,504.34
2019-01-25,2019-4,509.81
2019-02-01,2019-5,509.28
2019-02-08,2019-6,510.9
2019-02-15,2019-7,515.04
2019-02-22,2019-8,515.71
2019-03-01,2019-9,517.75
2019-03-08,2019-10,519.21
2019-03-15,2019-11,530.34
2019-03-22,2019-12,536.1
2019-03-29,2019-13,535.65
2019-04-05,2019-14,532.99
2019-04-12,2019-15,535.15
2019-04-19,2019-16,540.51
2019-04-26,2019-17,541.25
2019-05-03,2019-18,540.14
2019-05-10,2019-19,541.08
2019-05-17,2019-20,543.98
2019-05-24,2019-21,546.06
2019-05-31,2019-22,547.97
2019-06-07,2019-23,549.78
2019-06-14,2019-24,548.38
2019-06-21,2019-25,552.63
2019-06-28,2019-26,550.69
2019-07-05,2019-27,549.42
2019-07-12,2019-28,552.5
2019-07-19,2019-29,557.18
2019-07-26,2019-30,559.36
2019-08-02,2019-31,561.45
2019-08-09,2019-32,572.86
2019-08-16,2019-33,578.1
2019-08-23,2019-34,576.62
2019-08-30,2019-35,576.99
2019-09-06,2019-36,579.97
2019-09-13,2019-37,582.16
2019-09-20,2019-38,587.99
2019-09-27,2019-39,590.95
2019-10-04,2019-40,588.82
2019-10-11,2019-41,591.79
2019-10-18,2019-42,597.04
2019-10-25,2019-43,599.32
2019-11-01,2019-44,598.05
2019-11-08,2019-45,599.87
2019-11-15,2019-46,606.21
2019-11-22,2019-47,606.2
2019-11-29,2019-48,605.78
2019-12-06,2019-49,608.72
2019-12-13,2019-50,611.22
2019-12-20,2019-51,617.34
2019-12-27,2019-52,621.17
2020-01-03,2020-1,618.83
2020-01-10,2020-2,619.2
2020-01-17,2020-3,624.34
2020-01-24,2020-4,627.62
2020-01-31,2020-5,624.64
2020-02-07,2020-6,629.01
2020-02-14,2020-7,630.94
2020-02-21,2020-8,634.58
2020-02-28,2020-9,634.34
2020-03-06,2020-10,635.98
2020-03-13,2020-11,637.61
2020-03-20,2020-12,643.49
2020-03-27,2020-13,646.44
2020-04-03,2020-14,651.93
2020-04-10,2020-15,656.29
2020-04-17,2020-16,669.27
2020-04-24,2020-17,681.32
2020-05-01,2020-18,683.81
2020-05-08,2020-19,686.79
2020-05-15,2020-20,696.74
2020-05-22,2020-21,699.27
2020-05-29,2020-22,694.35
2020-06-05,2020-23,694.77
2020-06-12,2020-24,700.71
2020-06-19,2020-25,708.22
2020-06-26,2020-26,710.89
2020-07-03,2020-27,710.96
2020-07-10,2020-28,712.48
2020-07-17,2020-29,718.38
2020-07-24,2020-30,725.9
2020-07-31,2020-31,728.92
2020-08-07,2020-32,729.33
2020-08-14,2020-33,726.48
2020-08-21,2020-34,723.63
2020-08-28,2020-35,719.57
2020-09-04,2020-36,720.34
2020-09-11,2020-37,720.8
2020-09-18,2020-38,723.1
2020-09-25,2020-39,720.33
2020-10-02,2020-40,718.18
2020-10-09,2020-41,719.77
2020-10-16,2020-42,721.2
2020-10-23,2020-43,725.05
2020-10-30,2020-44,721.23
2020-11-06,2020-45,723.74
2020-11-13,2020-46,724.51
2020-11-20,2020-47,726.11
2020-11-27,2020-48,723.67
2020-12-04,2020-49,726.67
2020-12-11,2020-50,728.5
2020-12-18,2020-51,733.78
2020-12-25,2020-52,737.58
2021-01-01,2021-1,739.91
2021-01-08,2021-2,738.77
2021-01-15,2021-3,739.37
2021-01-22,2021-4,741.16
2021-01-29,2021-5,738.95
2021-02-05,2021-6,737.53
2021-02-12,2021-7,740.96
2021-02-19,2021-8,741.73
2021-02-26,2021-9,743.53
2021-03-05,2021-10,741.92
2021-03-12,2021-11,744.97
2021-03-19,2021-12,750.58
2021-03-26,2021-13,748.54
2021-04-02,2021-14,749.19
2021-04-09,2021-15,752.03
2021-04-16,2021-16,756.26
2021-04-23,2021-17,758.3
2021-04-30,2021-18,757.07
2021-05-07,2021-19,762.19
2021-05-14,2021-20,766.21
2021-05-21,2021-21,769.14
2021-05-28,2021-22,771.54
2021-06-04,2021-23,771.91
2021-06-11,2021-24,776.38
2021-06-18,2021-25,779.47
2021-06-25,2021-26,781.87
2021-07-02,2021-27,782.3
2021-07-09,2021-28,789.23
2021-07-16,2021-29,803.01
2021-07-23,2021-30,804.13
2021-07-30,2021-31,799.9
2021-08-06,2021-32,801.96
2021-08-13,2021-33,805.68
2021-08-20,2021-34,803.81
2021-08-27,2021-35,808.76
2021-09-03,2021-36,813.59
2021-09-10,2021-37,816.11
2021-09-17,2021-38,821.43
2021-09-24,2021-39,826.76
2021-10-01,2021-40,823.96
2021-10-08,2021-41,828.39
2021-10-15,2021-42,835.96
2021-10-22,2021-43,840.21
2021-10-29,2021-44,840.15
2021-11-05,2021-45,842.59
2021-11-12,2021-46,850.2
2021-11-19,2021-47,848.89
2021-11-26,2021-48,846.93
2021-12-03,2021-49,848.23
2021-12-10,2021-50,850.65
2021-12-17,2021-51,851.95
2021-12-24,2021-52,847.05
2021-12-31,2021-53,846.5
2022-01-07,2022-1,841.44
2022-01-14,2022-2,846.02
2022-01-21,2022-3,850.59
2022-01-28,2022-4,853.25
2022-02-04,2022-5,850.81
2022-02-11,2022-6,856.91
2022-02-18,2022-7,862.84
2022-02-25,2022-8,863.8
2022-03-04,2022-9,865.77
2022-03-11,2022-10,876.62
2022-03-18,2022-11,887.91
2022-03-25,2022-12,893.52
2022-04-01,2022-13,895.3
2022-04-08,2022-14,902.1
2022-04-15,2022-15,913.73
2022-04-22,2022-16,919.01
2022-04-29,2022-17,926.1
2022-05-06,2022-18,925.58
2022-05-13,2022-19,929.55
2022-05-20,2022-20,927.16
2022-05-27,2022-21,931.47
2022-06-03,2022-22,940.82
2022-06-10,2022-23,945.69
2022-06-17,2022-24,953.3
2022-06-24,2022-25,960.12
2022-07-01,2022-26,952.42
2022-07-08,2022-27,970.55
2022-07-15,2022-28,972.99
2022-07-22,2022-29,978.03
2022-07-29,2022-30,991.58
2022-08-05,2022-31,1013.42
2022-08-12,2022-32,1025.52
2022-08-19,2022-33,1029.65
2022-08-26,2022-34,1028.71
2022-09-02,2022-35,1032.8
2022-09-09,2022-36,1040.52
2022-09-16,2022-37,1051.92
2022-09-23,2022-38,1052.32
2022-09-30,2022-39,1055.8
2022-10-07,2022-40,1070.81
2022-10-14,2022-41,1078.86
2022-10-21,2022-42,1086.73
2022-10-28,2022-43,1090.06
2022-11-04,2022-44,1099.0
2022-11-11,2022-45,1110.1
2022-11-18,2022-46,1112.68
2022-11-25,2022-47,1112.04
2022-12-02,2022-48,1116.6
2022-12-09,2022-49,1124.18
2022-12-16,2022-50,1134.87
2022-12-23,2022-51,1143.9
2022-12-30,2022-52,1153.63
2023-01-06,2023-1,1153.52
2023-01-13,2023-2,1168.07
2023-01-20,2023-3,1177.21
2023-01-27,2023-4,1177.95
2023-02-03,2023-5,1184.89
2023-02-10,2023-6,1190.55
2023-02-17,2023-7,1203.14
2023-02-24,2023-8,1210.64
2023-03-03,2023-9,1219.17
2023-03-10,2023-10,1229.47
2023-03-17,2023-11,1244.02
2023-03-24,2023-12,1256.75
2023-03-31,2023-13,1249.66
2023-04-07,2023-14,1271.98
2023-04-14,2023-15,1291.05
2023-04-21,2023-16,1306.83
2023-04-28,2023-17,1300.99
2023-05-05,2023-18,1299.98
2023-05-12,2023-19,1299.03
2023-05-19,2023-20,1295.83
2023-05-26,2023-21,1278.26
2023-06-02,2023-22,1274.76
2023-06-09,2023-23,1287.24
2023-06-16,2023-24,1309.32
2023-06-23,2023-25,1334.03
2023-06-30,2023-26,1335.24
2023-07-07,2023-27,1340.34
2023-07-14,2023-28,1364.21
2023-07-21,2023-29,1384.0
2023-07-28,2023-30,1390.78
2023-08-04,2023-31,1408.65
2023-08-11,2023-32,1425.15
2023-08-18,2023-33,1439.54
2023-08-25,2023-34,1458.67
2023-09-01,2023-35,1461.01
2023-09-08,2023-36,1471.2
2023-09-15,2023-37,1484.47
2023-09-22,2023-38,1498.14
2023-09-29,2023-39,1494.74
2023-10-06,2023-40,1495.29
2023-10-13,2023-41,1503.96
2023-10-20,2023-42,1522.31
2023-10-27,2023-43,1530.5
2023-11-03,2023-44,1525.8
2023-11-10,2023-45,1533.78
2023-11-17,2023-46,1538.69
2023-11-24,2023-47,1548.18
2023-12-01,2023-48,1549.37
2023-12-08,2023-49,1552.89
2023-12-15,2023-50,1574.09
2023-12-22,2023-51,1596.5
2023-12-29,2023-52,1602.78
2024-01-05,2024-1,1579.15
2024-01-12,2024-2,1591.6
2024-01-19,2024-3,1609.52
2024-01-26,2024-4,1607.63
2024-02-02,2024-5,1601.05
2024-02-09,2024-6,1606.04
2024-02-16,2024-7,1623.3
2024-02-23,2024-8,1631.42
2024-03-01,2024-9,1630.8
2024-03-08,2024-10,1638.88
2024-03-15,2024-11,1651.52
2024-03-22,2024-12,1661.19
2024-03-29,2024-13,1652.6
2024-04-05,2024-14,1659.99
2024-04-12,2024-15,1668.61
2024-04-19,2024-16,1694.44
2024-04-26,2024-17,1689.84
2024-05-03,2024-18,1681.61
2024-05-10,2024-19,1684.11
2024-05-17,2024-20,1724.78
2024-05-24,2024-21,1736.08
2024-05-31,2024-22,1741.46
2024-06-07,2024-23,1739.38
2024-06-14,2024-24,1779.19
2024-06-21,2024-25,1805.63
2024-06-28,2024-26,1798.984539
2024-07-05,2024-27,1785.771889
2024-07-12,2024-28,1810.079687
2024-07-19,2024-29,1840.058545
2024-07-26,2024-30,1853.227469
2024-08-02,2024-31,1849.625468
2024-08-09,2024-32,1865.101319
2024-08-16,2024-33,1895.44434
2024-08-23,2024-34,1917.205338
2024-08-30,2024-35,1909.09445
2024-09-06,2024-36,1904.34782
2024-09-13,2024-37,1908.215831
2024-09-20,2024-38,1940.073916
2024-09-27,2024-39,1944.49724
2024-10-04,2024-40,1931.032393
2024-10-11,2024-41,1930.215105
2024-10-18,2024-42,1965.176284
2024-10-25,2024-43,1975.632792
2024-11-01,2024-44,1978.836447
2024-11-08,2024-45,1983.767312
2024-11-15,2024-46,2021.291026
2024-11-22,2024-47,2020.024672
2024-11-29,2024-48,2021.963259
2024-12-06,2024-49,2013.870138
2024-12-13,2024-50,2040.817594
2024-12-20,2024-51,2063.462898
2024-12-27,2024-52,2080.301961
2025-01-03,2025-1,2069.353461
2025-01-10,2025-2,2078.349603
2025-01-17,2025-3,2115.010016
2025-01-24,2025-4,2140.138434
2025-01-31,2025-5,2122.946115
2025-02-07,2025-6,2131.987398
2025-02-14,2025-7,2154.874781
2025-02-21,2025-8,2186.44531
2025-02-28,2025-9,2176.932383
2025-03-07,2025-10,2188.385006
2025-03-14,2025-11,2213.438312
2025-03-21,2025-12,2243.24397
2025-03-28,2025-13,2225.583458
2025-04-04,2025-14,2215.952141
2025-04-11,2025-15,2214.17724
2025-04-18,2025-16,2245.154164
2025-04-25,2025-17,2248.995942
2025-05-02,2025-18,2244.697663
2025-05-09,2025-19,2230.962436
2025-05-16,2025-20,2269.2812
2025-05-23,2025-21,2283.190686
2025-05-30,2025-22,2290.398031
2025-06-06,2025-23,2290.251124
2025-06-13,2025-24,2306.112272
2025-06-20,2025-25,2335.026313
2025-06-27,2025-26,2345.815504
2025-07-04,2025-27,2313.482871
2025-07-11,2025-28,2329.285695
2025-07-18,2025-29,2377.869672
2025-07-25,2025-30,2401.472738
2025-08-01,2025-31,2391.030108
2025-08-08,2025-32,2393.103023
2025-08-15,2025-33,2435.831194
2025-08-22,2025-34,2440.548203
2025-08-29,2025-35,2425.962833
2025-09-05,2025-36,2409.994757
2025-09-12,2025-37,2417.444099
2025-09-19,2025-38,2453.29547
2025-09-26,2025-39,2458.361158
2025-10-03,2025-40,2443.314837
2025-10-10,2025-41,2438.381844
