Tarih,TP_KAVRAMSAL_ARIM1_INDX,TP_KAVRAMSAL_ARIM1_INDX
2017-10-13,2017-41,548.84
2017-10-20,2017-42,553.19
2017-10-27,2017-43,551.18
2017-11-03,2017-44,542.88
2017-11-10,2017-45,543.63
2017-11-17,2017-46,550.84
2017-11-24,2017-47,552.45
2017-12-01,2017-48,544.65
2017-12-08,2017-49,542.7
2017-12-15,2017-50,555.03
2017-12-22,2017-51,558.99
2017-12-29,2017-52,572.98
2018-01-05,2018-1,539.85
2018-01-12,2018-2,542.21
2018-01-19,2018-3,549.34
2018-01-26,2018-4,546.97
2018-02-02,2018-5,539.2
2018-02-09,2018-6,539.15
2018-02-16,2018-7,551.68
2018-02-23,2018-8,551.81
2018-03-02,2018-9,547.36
2018-03-09,2018-10,549.23
2018-03-16,2018-11,562.41
2018-03-23,2018-12,563.47
2018-03-30,2018-13,565.11
2018-04-06,2018-14,552.83
2018-04-13,2018-15,560.23
2018-04-20,2018-16,573.45
2018-04-27,2018-17,577.32
2018-05-04,2018-18,564.76
2018-05-11,2018-19,571.71
2018-05-18,2018-20,580.13
2018-05-25,2018-21,590.74
2018-06-01,2018-22,590.64
2018-06-08,2018-23,614.28
2018-06-15,2018-24,641.01
2018-06-22,2018-25,613.73
2018-06-29,2018-26,616.67
2018-07-06,2018-27,597.24
2018-07-13,2018-28,597.05
2018-07-20,2018-29,603.17
2018-07-27,2018-30,602.12
2018-08-03,2018-31,595.3
2018-08-10,2018-32,610.4
2018-08-17,2018-33,649.76
2018-08-24,2018-34,644.47
2018-08-31,2018-35,626.69
2018-09-07,2018-36,607.98
2018-09-14,2018-37,613.04
2018-09-21,2018-38,610.29
2018-09-28,2018-39,609.74
2018-10-05,2018-40,585.2
2018-10-12,2018-41,587.37
2018-10-19,2018-42,594.59
2018-10-26,2018-43,588.28
2018-11-02,2018-44,576.79
2018-11-09,2018-45,579.07
2018-11-16,2018-46,584.58
2018-11-23,2018-47,578.2
2018-11-30,2018-48,571.31
2018-12-07,2018-49,565.34
2018-12-14,2018-50,572.51
2018-12-21,2018-51,588.08
2018-12-28,2018-52,593.58
2019-01-04,2019-1,560.44
2019-01-11,2019-2,560.84
2019-01-18,2019-3,574.9
2019-01-25,2019-4,587.29
2019-02-01,2019-5,587.28
2019-02-08,2019-6,583.53
2019-02-15,2019-7,599.36
2019-02-22,2019-8,598.88
2019-03-01,2019-9,598.88
2019-03-08,2019-10,596.91
2019-03-15,2019-11,619.81
2019-03-22,2019-12,628.52
2019-03-29,2019-13,647.9
2019-04-05,2019-14,617.05
2019-04-12,2019-15,621.0
2019-04-19,2019-16,628.56
2019-04-26,2019-17,628.49
2019-05-03,2019-18,623.11
2019-05-10,2019-19,624.0
2019-05-17,2019-20,638.89
2019-05-24,2019-21,641.33
2019-05-31,2019-22,675.95
2019-06-07,2019-23,662.04
2019-06-14,2019-24,653.84
2019-06-21,2019-25,666.6
2019-06-28,2019-26,678.12
2019-07-05,2019-27,657.26
2019-07-12,2019-28,665.98
2019-07-19,2019-29,676.43
2019-07-26,2019-30,678.19
2019-08-02,2019-31,678.63
2019-08-09,2019-32,727.97
2019-08-16,2019-33,717.32
2019-08-23,2019-34,710.14
2019-08-30,2019-35,716.74
2019-09-06,2019-36,709.45
2019-09-13,2019-37,712.23
2019-09-20,2019-38,731.31
2019-09-27,2019-39,741.66
2019-10-04,2019-40,729.66
2019-10-11,2019-41,730.05
2019-10-18,2019-42,742.84
2019-10-25,2019-43,748.12
2019-11-01,2019-44,743.03
2019-11-08,2019-45,742.1
2019-11-15,2019-46,763.66
2019-11-22,2019-47,759.0
2019-11-29,2019-48,759.67
2019-12-06,2019-49,750.83
2019-12-13,2019-50,755.51
2019-12-20,2019-51,777.15
2019-12-27,2019-52,787.81
2020-01-03,2020-1,773.26
2020-01-10,2020-2,776.66
2020-01-17,2020-3,795.66
2020-01-24,2020-4,810.04
2020-01-31,2020-5,812.84
2020-02-07,2020-6,813.55
2020-02-14,2020-7,821.59
2020-02-21,2020-8,840.8
2020-02-28,2020-9,857.16
2020-03-06,2020-10,854.06
2020-03-13,2020-11,868.17
2020-03-20,2020-12,894.57
2020-03-27,2020-13,900.69
2020-04-03,2020-14,905.21
2020-04-10,2020-15,929.98
2020-04-17,2020-16,980.69
2020-04-24,2020-17,1023.29
2020-05-01,2020-18,1031.1
2020-05-08,2020-19,1049.22
2020-05-15,2020-20,1085.77
2020-05-22,2020-21,1090.36
2020-05-29,2020-22,1088.06
2020-06-05,2020-23,1085.79
2020-06-12,2020-24,1104.54
2020-06-19,2020-25,1125.49
2020-06-26,2020-26,1136.62
2020-07-03,2020-27,1137.4
2020-07-10,2020-28,1140.65
2020-07-17,2020-29,1164.78
2020-07-24,2020-30,1193.87
2020-07-31,2020-31,1217.29
2020-08-07,2020-32,1224.63
2020-08-14,2020-33,1207.53
2020-08-21,2020-34,1210.92
2020-08-28,2020-35,1198.26
2020-09-04,2020-36,1188.4
2020-09-11,2020-37,1191.19
2020-09-18,2020-38,1194.84
2020-09-25,2020-39,1190.29
2020-10-02,2020-40,1176.2
2020-10-09,2020-41,1172.93
2020-10-16,2020-42,1182.0
2020-10-23,2020-43,1188.1
2020-10-30,2020-44,1191.6
2020-11-06,2020-45,1188.33
2020-11-13,2020-46,1191.93
2020-11-20,2020-47,1204.58
2020-11-27,2020-48,1190.15
2020-12-04,2020-49,1181.93
2020-12-11,2020-50,1176.35
2020-12-18,2020-51,1192.87
2020-12-25,2020-52,1194.28
2021-01-01,2021-1,1202.9
2021-01-08,2021-2,1176.92
2021-01-15,2021-3,1183.61
2021-01-22,2021-4,1181.66
2021-01-29,2021-5,1179.44
2021-02-05,2021-6,1163.09
2021-02-12,2021-7,1169.69
2021-02-19,2021-8,1168.96
2021-02-26,2021-9,1178.99
2021-03-05,2021-10,1154.8
2021-03-12,2021-11,1157.35
2021-03-19,2021-12,1179.47
2021-03-26,2021-13,1162.17
2021-04-02,2021-14,1151.82
2021-04-09,2021-15,1156.42
2021-04-16,2021-16,1174.9
2021-04-23,2021-17,1179.16
2021-04-30,2021-18,1186.85
2021-05-07,2021-19,1200.5
2021-05-14,2021-20,1208.19
2021-05-21,2021-21,1217.32
2021-05-28,2021-22,1223.01
2021-06-04,2021-23,1219.53
2021-06-11,2021-24,1230.49
2021-06-18,2021-25,1235.25
2021-06-25,2021-26,1239.98
2021-07-02,2021-27,1235.83
2021-07-09,2021-28,1253.46
2021-07-16,2021-29,1309.57
2021-07-23,2021-30,1297.83
2021-07-30,2021-31,1290.38
2021-08-06,2021-32,1275.5
2021-08-13,2021-33,1276.69
2021-08-20,2021-34,1288.05
2021-08-27,2021-35,1304.8
2021-09-03,2021-36,1294.74
2021-09-10,2021-37,1299.45
2021-09-17,2021-38,1317.38
2021-09-24,2021-39,1321.92
2021-10-01,2021-40,1305.32
2021-10-08,2021-41,1312.19
2021-10-15,2021-42,1336.31
2021-10-22,2021-43,1343.87
2021-10-29,2021-44,1345.86
2021-11-05,2021-45,1342.12
2021-11-12,2021-46,1359.36
2021-11-19,2021-47,1386.13
2021-11-26,2021-48,1399.35
2021-12-03,2021-49,1405.37
2021-12-10,2021-50,1419.49
2021-12-17,2021-51,1479.45
2021-12-24,2021-52,1493.07
2021-12-31,2021-53,1491.97
2022-01-07,2022-1,1449.51
2022-01-14,2022-2,1458.66
2022-01-21,2022-3,1463.42
2022-01-28,2022-4,1464.03
2022-02-04,2022-5,1446.02
2022-02-11,2022-6,1450.33
2022-02-18,2022-7,1451.32
2022-02-25,2022-8,1461.81
2022-03-04,2022-9,1456.87
2022-03-11,2022-10,1475.83
2022-03-18,2022-11,1490.92
2022-03-25,2022-12,1508.07
2022-04-01,2022-13,1495.54
2022-04-08,2022-14,1500.51
2022-04-15,2022-15,1524.44
2022-04-22,2022-16,1538.82
2022-04-29,2022-17,1573.18
2022-05-06,2022-18,1551.74
2022-05-13,2022-19,1544.04
2022-05-20,2022-20,1556.37
2022-05-27,2022-21,1561.13
2022-06-03,2022-22,1559.09
2022-06-10,2022-23,1562.25
2022-06-17,2022-24,1567.17
2022-06-24,2022-25,1579.06
2022-07-01,2022-26,1561.7
2022-07-08,2022-27,1598.15
2022-07-15,2022-28,1583.86
2022-07-22,2022-29,1581.89
2022-07-29,2022-30,1603.53
2022-08-05,2022-31,1597.7
2022-08-12,2022-32,1606.56
2022-08-19,2022-33,1617.09
2022-08-26,2022-34,1615.85
2022-09-02,2022-35,1599.97
2022-09-09,2022-36,1612.71
2022-09-16,2022-37,1637.03
2022-09-23,2022-38,1642.27
2022-09-30,2022-39,1650.68
2022-10-07,2022-40,1654.26
2022-10-14,2022-41,1664.38
2022-10-21,2022-42,1684.17
2022-10-28,2022-43,1692.57
2022-11-04,2022-44,1686.28
2022-11-11,2022-45,1702.19
2022-11-18,2022-46,1705.96
2022-11-25,2022-47,1700.36
2022-12-02,2022-48,1694.98
2022-12-09,2022-49,1701.32
2022-12-16,2022-50,1729.17
2022-12-23,2022-51,1741.89
2022-12-30,2022-52,1768.23
2023-01-06,2023-1,1723.96
2023-01-13,2023-2,1745.83
2023-01-20,2023-3,1768.37
2023-01-27,2023-4,1781.09
2023-02-03,2023-5,1782.39
2023-02-10,2023-6,1800.7
2023-02-17,2023-7,1832.31
2023-02-24,2023-8,1829.69
2023-03-03,2023-9,1836.93
2023-03-10,2023-10,1852.72
2023-03-17,2023-11,1899.84
2023-03-24,2023-12,1927.44
2023-03-31,2023-13,1925.74
2023-04-07,2023-14,1957.02
2023-04-14,2023-15,2015.71
2023-04-21,2023-16,2030.14
2023-04-28,2023-17,2017.41
2023-05-05,2023-18,1998.69
2023-05-12,2023-19,1978.65
2023-05-19,2023-20,1971.94
2023-05-26,2023-21,1915.62
2023-06-02,2023-22,1884.07
2023-06-09,2023-23,1883.49
2023-06-16,2023-24,1937.86
2023-06-23,2023-25,1961.9
2023-06-30,2023-26,1928.56
2023-07-07,2023-27,1898.8
2023-07-14,2023-28,1923.65
2023-07-21,2023-29,1952.44
2023-07-28,2023-30,1968.22
2023-08-04,2023-31,1951.71
2023-08-11,2023-32,1967.06
2023-08-18,2023-33,1990.65
2023-08-25,2023-34,2038.85
2023-09-01,2023-35,2036.89
2023-09-08,2023-36,2019.69
2023-09-15,2023-37,2049.62
2023-09-22,2023-38,2043.76
2023-09-29,2023-39,2009.64
2023-10-06,2023-40,1964.22
2023-10-13,2023-41,1979.97
2023-10-20,2023-42,2010.13
2023-10-27,2023-43,2008.92
2023-11-03,2023-44,1983.92
2023-11-10,2023-45,1983.57
2023-11-17,2023-46,1997.33
2023-11-24,2023-47,1993.25
2023-12-01,2023-48,1985.57
2023-12-08,2023-49,1956.42
2023-12-15,2023-50,1983.87
2023-12-22,2023-51,1999.3
2023-12-29,2023-52,2014.4
2024-01-05,2024-1,1939.03
2024-01-12,2024-2,1948.99
2024-01-19,2024-3,1995.23
2024-01-26,2024-4,2018.54
2024-02-02,2024-5,2008.6
2024-02-09,2024-6,2013.91
2024-02-16,2024-7,2055.3
2024-02-23,2024-8,2075.27
2024-03-01,2024-9,2089.01
2024-03-08,2024-10,2111.61
2024-03-15,2024-11,2166.19
2024-03-22,2024-12,2195.39
2024-03-29,2024-13,2206.15
2024-04-05,2024-14,2198.26
2024-04-12,2024-15,2178.03
2024-04-19,2024-16,2206.68
2024-04-26,2024-17,2174.43
2024-05-03,2024-18,2137.53
2024-05-10,2024-19,2104.99
2024-05-17,2024-20,2146.26
2024-05-24,2024-21,2164.85
2024-05-31,2024-22,2155.49
2024-06-07,2024-23,2116.76
2024-06-14,2024-24,2180.94
2024-06-21,2024-25,2184.8
2024-06-28,2024-26,2194.747394
2024-07-05,2024-27,2104.504075
2024-07-12,2024-28,2120.153271
2024-07-19,2024-29,2171.805335
2024-07-26,2024-30,2174.946094
2024-08-02,2024-31,2178.519093
2024-08-09,2024-32,2180.946871
2024-08-16,2024-33,2225.583142
2024-08-23,2024-34,2270.318609
2024-08-30,2024-35,2272.924057
2024-09-06,2024-36,2245.129007
2024-09-13,2024-37,2226.580736
2024-09-20,2024-38,2273.661034
2024-09-27,2024-39,2276.690789
2024-10-04,2024-40,2241.082568
2024-10-11,2024-41,2228.171379
2024-10-18,2024-42,2279.542688
2024-10-25,2024-43,2272.407319
2024-11-01,2024-44,2275.986773
2024-11-08,2024-45,2250.339593
2024-11-15,2024-46,2323.570564
2024-11-22,2024-47,2285.630749
2024-11-29,2024-48,2285.981987
2024-12-06,2024-49,2251.91204
2024-12-13,2024-50,2262.372374
2024-12-20,2024-51,2309.083416
2024-12-27,2024-52,2311.723897
2025-01-03,2025-1,2266.969724
2025-01-10,2025-2,2240.489523
2025-01-17,2025-3,2294.026509
2025-01-24,2025-4,2313.056685
2025-01-31,2025-5,2315.93976
2025-02-07,2025-6,2297.322158
2025-02-14,2025-7,2316.380864
2025-02-21,2025-8,2368.019059
2025-02-28,2025-9,2394.873347
2025-03-07,2025-10,2340.192723
2025-03-14,2025-11,2362.800916
2025-03-21,2025-12,2458.732043
2025-03-28,2025-13,2505.920405
2025-04-04,2025-14,2439.781253
2025-04-11,2025-15,2429.393857
2025-04-18,2025-16,2463.394172
2025-04-25,2025-17,2474.650156
2025-05-02,2025-18,2481.638412
2025-05-09,2025-19,2438.789522
2025-05-16,2025-20,2478.400827
2025-05-23,2025-21,2487.242931
2025-05-30,2025-22,2505.643089
2025-06-06,2025-23,2487.784809
2025-06-13,2025-24,2480.177344
2025-06-20,2025-25,2495.167728
2025-06-27,2025-26,2512.351741
2025-07-04,2025-27,2452.832429
2025-07-11,2025-28,2449.84
2025-07-18,2025-29,2542.853075
2025-07-25,2025-30,2538.725497
2025-08-01,2025-31,2546.536595
2025-08-08,2025-32,2527.171017
2025-08-15,2025-33,2576.232478
2025-08-22,2025-34,2586.014522
2025-08-29,2025-35,2582.097367
2025-09-05,2025-36,2552.899031
2025-09-12,2025-37,2568.743297
2025-09-19,2025-38,2615.668311
2025-09-26,2025-39,2622.604141
2025-10-03,2025-40,2603.33438
2025-10-10,2025-41,2592.515767
