Tarih,TP_KB_KRE21
2015-03-01,0.0
2015-04-01,0.0
2015-05-01,0.0
2015-06-01,0.0
2015-07-01,0.0
2015-08-01,0.0
2015-09-01,0.0
2015-10-01,0.0
2015-11-01,0.0
2015-12-01,0.0
2016-01-01,0.0
2016-02-01,0.0
2016-03-01,0.0
2016-04-01,0.0
2016-05-01,0.0
2016-06-01,0.0
2016-07-01,0.0
2016-08-01,0.0
2016-09-01,0.0
2016-10-01,0.0
2016-11-01,0.0
2016-12-01,0.0
2017-01-01,0.0
2017-02-01,0.0
2017-03-01,0.0
2017-04-01,0.0
2017-05-01,0.0
2017-06-01,0.0
2017-07-01,0.0
2017-08-01,0.0
2017-09-01,0.0
2017-10-01,0.0
2017-11-01,0.0
2017-12-01,0.0
2018-01-01,0.0
2018-02-01,0.0
2018-03-01,0.0
2018-04-01,0.0
2018-05-01,0.0
2018-06-01,0.0
2018-07-01,0.0
2018-08-01,0.0
2018-09-01,0.0
2018-10-01,0.0
2018-11-01,0.0
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,0.0
2019-04-01,0.0
2019-05-01,0.0
2019-06-01,100000.0
2019-07-01,0.0
2019-08-01,0.0
2019-09-01,0.0
2019-10-01,0.0
2019-11-01,0.0
2019-12-01,0.0
2020-01-01,0.0
2020-02-01,0.0
2020-03-01,0.0
2020-04-01,0.0
2020-05-01,0.0
2020-06-01,0.0
2020-07-01,0.0
2020-08-01,0.0
2020-09-01,0.0
2020-10-01,0.0
2020-11-01,0.0
2020-12-01,0.0
2021-01-01,0.0
2021-02-01,0.0
2021-03-01,0.0
2021-04-01,0.0
2021-05-01,0.0
2021-06-01,0.0
2021-07-01,0.0
2021-08-01,0.0
2021-09-01,0.0
2021-10-01,0.0
2021-11-01,0.0
2021-12-01,747565.0
2022-01-01,753801.0
2022-02-01,902038.0
2022-03-01,911266.0
2022-04-01,888788.0
2022-05-01,832499.0
2022-06-01,804145.0
2022-07-01,908083.0
2022-08-01,901548.0
2022-09-01,899389.0
2022-10-01,2438108.0
2022-11-01,2145280.0
2022-12-01,1680387.0
2023-01-01,1869732.0
2023-02-01,2360934.0
2023-03-01,2366646.0
2023-04-01,2474675.0
2023-05-01,2381396.0
2023-06-01,2289205.0
2023-07-01,2418504.0
2023-08-01,2436040.0
2023-09-01,2411072.0
2023-10-01,2740236.0
2023-11-01,2690296.0
2023-12-01,2681917.0
2024-01-01,2417896.0
2024-02-01,2565703.0
2024-03-01,2544444.0
2024-04-01,1997451.0
2024-05-01,2164392.0
2024-06-01,1984121.0
2024-07-01,1816095.0
2024-08-01,1709957.0
2024-09-01,786375.0
2024-10-01,787787.0
2024-11-01,877579.0
2024-12-01,875000.0
2025-01-01,875004.0
2025-02-01,879421.0
2025-03-01,875051.0
2025-04-01,835084.0
2025-05-01,835096.0
2025-06-01,835244.0
2025-07-01,565314.0
2025-08-01,565337.0
