Tarih,TP_KTF12,TP_KTF12
2017-02-10,2017-6,11.41
2017-02-17,2017-7,11.41
2017-02-24,2017-8,11.28
2017-03-03,2017-9,11.0
2017-03-10,2017-10,11.09
2017-03-17,2017-11,11.13
2017-03-24,2017-12,11.11
2017-03-31,2017-13,10.95
2017-04-07,2017-14,11.02
2017-04-14,2017-15,11.32
2017-04-21,2017-16,11.31
2017-04-28,2017-17,11.45
2017-05-05,2017-18,11.4
2017-05-12,2017-19,11.5
2017-05-19,2017-20,11.57
2017-05-26,2017-21,11.71
2017-06-02,2017-22,11.63
2017-06-09,2017-23,11.7
2017-06-16,2017-24,11.77
2017-06-23,2017-25,11.72
2017-06-30,2017-26,11.78
2017-07-07,2017-27,11.75
2017-07-14,2017-28,12.02
2017-07-21,2017-29,12.17
2017-07-28,2017-30,12.12
2017-08-04,2017-31,12.08
2017-08-11,2017-32,12.49
2017-08-18,2017-33,12.7
2017-08-25,2017-34,12.69
2017-09-01,2017-35,12.96
2017-09-08,2017-36,12.67
2017-09-15,2017-37,12.89
2017-09-22,2017-38,12.94
2017-09-29,2017-39,12.88
2017-10-06,2017-40,13.04
2017-10-13,2017-41,13.04
2017-10-20,2017-42,13.09
2017-10-27,2017-43,13.01
2017-11-03,2017-44,13.06
2017-11-10,2017-45,13.11
2017-11-17,2017-46,13.16
2017-11-24,2017-47,13.14
2017-12-01,2017-48,13.25
2017-12-08,2017-49,13.14
2017-12-15,2017-50,13.62
2017-12-22,2017-51,13.83
2017-12-29,2017-52,13.78
2018-01-05,2018-1,14.29
2018-01-12,2018-2,13.89
2018-01-19,2018-3,14.3
2018-01-26,2018-4,14.08
2018-02-02,2018-5,14.55
2018-02-09,2018-6,14.68
2018-02-16,2018-7,14.8
2018-02-23,2018-8,14.7
2018-03-02,2018-9,14.64
2018-03-09,2018-10,14.85
2018-03-16,2018-11,14.87
2018-03-23,2018-12,14.62
2018-03-30,2018-13,14.96
2018-04-06,2018-14,14.97
2018-04-13,2018-15,14.6
2018-04-20,2018-16,14.91
2018-04-27,2018-17,14.84
2018-05-04,2018-18,14.53
2018-05-11,2018-19,14.82
2018-05-18,2018-20,13.15
2018-05-25,2018-21,13.01
2018-06-01,2018-22,13.02
2018-06-08,2018-23,13.06
2018-06-15,2018-24,13.16
2018-06-22,2018-25,13.11
2018-06-29,2018-26,13.14
2018-07-06,2018-27,13.46
2018-07-13,2018-28,15.79
2018-07-20,2018-29,18.76
2018-07-27,2018-30,19.43
2018-08-03,2018-31,19.97
2018-08-10,2018-32,19.99
2018-08-17,2018-33,20.21
2018-08-24,2018-34,11.64
2018-08-31,2018-35,23.15
2018-09-07,2018-36,22.77
2018-09-14,2018-37,24.25
2018-09-21,2018-38,25.7
2018-09-28,2018-39,28.0
2018-10-05,2018-40,29.06
2018-10-12,2018-41,28.59
2018-10-19,2018-42,28.86
2018-10-26,2018-43,29.28
2018-11-02,2018-44,29.05
2018-11-09,2018-45,28.4
2018-11-16,2018-46,28.77
2018-11-23,2018-47,28.55
2018-11-30,2018-48,28.38
2018-12-07,2018-49,28.02
2018-12-14,2018-50,27.84
2018-12-21,2018-51,28.04
2018-12-28,2018-52,27.39
2019-01-04,2019-1,27.7
2019-01-11,2019-2,26.46
2019-01-18,2019-3,25.79
2019-01-25,2019-4,24.93
2019-02-01,2019-5,24.65
2019-02-08,2019-6,23.55
2019-02-15,2019-7,22.26
2019-02-22,2019-8,21.47
2019-03-01,2019-9,20.71
2019-03-08,2019-10,18.55
2019-03-15,2019-11,17.28
2019-03-22,2019-12,17.15
2019-03-29,2019-13,17.1
2019-04-05,2019-14,17.12
2019-04-12,2019-15,17.13
2019-04-19,2019-16,17.2
2019-04-26,2019-17,19.35
2019-05-03,2019-18,19.87
2019-05-10,2019-19,19.85
2019-05-17,2019-20,19.83
2019-05-24,2019-21,20.85
2019-05-31,2019-22,21.86
2019-06-07,2019-23,21.19
2019-06-14,2019-24,21.89
2019-06-21,2019-25,21.92
2019-06-28,2019-26,22.23
2019-07-05,2019-27,21.65
2019-07-12,2019-28,21.36
2019-07-19,2019-29,20.74
2019-07-26,2019-30,20.49
2019-08-02,2019-31,18.45
2019-08-09,2019-32,13.64
2019-08-16,2019-33,12.95
2019-08-23,2019-34,12.84
2019-08-30,2019-35,12.88
2019-09-06,2019-36,12.9
2019-09-13,2019-37,12.95
2019-09-20,2019-38,13.02
2019-09-27,2019-39,13.06
2019-10-04,2019-40,13.11
2019-10-11,2019-41,13.12
2019-10-18,2019-42,13.14
2019-10-25,2019-43,13.1
2019-11-01,2019-44,13.04
2019-11-08,2019-45,13.01
2019-11-15,2019-46,12.97
2019-11-22,2019-47,12.92
2019-11-29,2019-48,12.88
2019-12-06,2019-49,12.78
2019-12-13,2019-50,12.68
2019-12-20,2019-51,12.64
2019-12-27,2019-52,12.64
2020-01-03,2020-1,12.57
2020-01-10,2020-2,12.0
2020-01-17,2020-3,11.73
2020-01-24,2020-4,11.61
2020-01-31,2020-5,11.5
2020-02-07,2020-6,11.54
2020-02-14,2020-7,11.46
2020-02-21,2020-8,11.38
2020-02-28,2020-9,11.32
2020-03-06,2020-10,11.45
2020-03-13,2020-11,11.39
2020-03-20,2020-12,11.36
2020-03-27,2020-13,11.41
2020-04-03,2020-14,11.68
2020-04-10,2020-15,11.79
2020-04-17,2020-16,11.93
2020-04-24,2020-17,11.49
2020-05-01,2020-18,11.38
2020-05-08,2020-19,11.29
2020-05-15,2020-20,11.24
2020-05-22,2020-21,11.13
2020-05-29,2020-22,11.13
2020-06-05,2020-23,9.98
2020-06-12,2020-24,9.16
2020-06-19,2020-25,9.06
2020-06-26,2020-26,9.01
2020-07-03,2020-27,9.05
2020-07-10,2020-28,9.09
2020-07-17,2020-29,9.14
2020-07-24,2020-30,9.07
2020-07-31,2020-31,9.22
2020-08-07,2020-32,9.38
2020-08-14,2020-33,9.99
2020-08-21,2020-34,11.66
2020-08-28,2020-35,13.31
2020-09-04,2020-36,13.8
2020-09-11,2020-37,13.88
2020-09-18,2020-38,14.14
2020-09-25,2020-39,14.8
2020-10-02,2020-40,14.97
2020-10-09,2020-41,15.04
2020-10-16,2020-42,15.1
2020-10-23,2020-43,15.04
2020-10-30,2020-44,15.18
2020-11-06,2020-45,15.57
2020-11-13,2020-46,15.5
2020-11-20,2020-47,15.53
2020-11-27,2020-48,16.1
2020-12-04,2020-49,17.49
2020-12-11,2020-50,17.88
2020-12-18,2020-51,18.71
2020-12-25,2020-52,18.69
2021-01-01,2021-1,18.61
2021-01-08,2021-2,18.61
2021-01-15,2021-3,18.4
2021-01-22,2021-4,18.19
2021-01-29,2021-5,18.13
2021-02-05,2021-6,18.12
2021-02-12,2021-7,18.04
2021-02-19,2021-8,17.93
2021-02-26,2021-9,17.85
2021-03-05,2021-10,17.76
2021-03-12,2021-11,17.66
2021-03-19,2021-12,17.64
2021-03-26,2021-13,17.88
2021-04-02,2021-14,18.18
2021-04-09,2021-15,18.22
2021-04-16,2021-16,18.1
2021-04-23,2021-17,18.11
2021-04-30,2021-18,18.06
2021-05-07,2021-19,18.03
2021-05-14,2021-20,17.67
2021-05-21,2021-21,17.85
2021-05-28,2021-22,17.79
2021-06-04,2021-23,17.88
2021-06-11,2021-24,17.91
2021-06-18,2021-25,17.81
2021-06-25,2021-26,18.0
2021-07-02,2021-27,17.96
2021-07-09,2021-28,17.97
2021-07-16,2021-29,17.96
2021-07-23,2021-30,17.84
2021-07-30,2021-31,17.94
2021-08-06,2021-32,17.88
2021-08-13,2021-33,17.89
2021-08-20,2021-34,17.88
2021-08-27,2021-35,17.8
2021-09-03,2021-36,17.88
2021-09-10,2021-37,17.9
2021-09-17,2021-38,17.89
2021-09-24,2021-39,17.91
2021-10-01,2021-40,17.83
2021-10-08,2021-41,17.89
2021-10-15,2021-42,17.9
2021-10-22,2021-43,17.95
2021-10-29,2021-44,17.53
2021-11-05,2021-45,17.23
2021-11-12,2021-46,17.14
2021-11-19,2021-47,17.08
2021-11-26,2021-48,16.94
2021-12-03,2021-49,17.03
2021-12-10,2021-50,17.17
2021-12-17,2021-51,17.27
2021-12-24,2021-52,17.59
2021-12-31,2021-53,17.48
2022-01-07,2022-1,18.58
2022-01-14,2022-2,18.28
2022-01-21,2022-3,18.18
2022-01-28,2022-4,17.94
2022-02-04,2022-5,17.52
2022-02-11,2022-6,18.02
2022-02-18,2022-7,17.87
2022-02-25,2022-8,17.78
2022-03-04,2022-9,17.77
2022-03-11,2022-10,17.7
2022-03-18,2022-11,18.27
2022-03-25,2022-12,18.13
2022-04-01,2022-13,17.96
2022-04-08,2022-14,18.09
2022-04-15,2022-15,18.25
2022-04-22,2022-16,18.42
2022-04-29,2022-17,18.47
2022-05-06,2022-18,18.33
2022-05-13,2022-19,18.55
2022-05-20,2022-20,18.4
2022-05-27,2022-21,18.4
2022-06-03,2022-22,18.25
2022-06-10,2022-23,17.92
2022-06-17,2022-24,18.3
2022-06-24,2022-25,18.24
2022-07-01,2022-26,18.67
2022-07-08,2022-27,18.35
2022-07-15,2022-28,17.53
2022-07-22,2022-29,18.52
2022-07-29,2022-30,18.45
2022-08-05,2022-31,18.66
2022-08-12,2022-32,18.58
2022-08-19,2022-33,18.41
2022-08-26,2022-34,18.79
2022-09-02,2022-35,18.96
2022-09-09,2022-36,19.72
2022-09-16,2022-37,20.74
2022-09-23,2022-38,21.45
2022-09-30,2022-39,20.42
2022-10-07,2022-40,20.82
2022-10-14,2022-41,20.97
2022-10-21,2022-42,20.74
2022-10-28,2022-43,21.4
2022-11-04,2022-44,21.56
2022-11-11,2022-45,21.73
2022-11-18,2022-46,21.56
2022-11-25,2022-47,21.45
2022-12-02,2022-48,20.65
2022-12-09,2022-49,20.58
2022-12-16,2022-50,20.7
2022-12-23,2022-51,20.92
2022-12-30,2022-52,19.97
2023-01-06,2023-1,21.32
2023-01-13,2023-2,21.64
2023-01-20,2023-3,22.53
2023-01-27,2023-4,21.11
2023-02-03,2023-5,21.07
2023-02-10,2023-6,21.27
2023-02-17,2023-7,20.92
2023-02-24,2023-8,20.79
2023-03-03,2023-9,19.34
2023-03-10,2023-10,17.17
2023-03-17,2023-11,16.5
2023-03-24,2023-12,17.23
2023-03-31,2023-13,17.79
2023-04-07,2023-14,18.36
2023-04-14,2023-15,18.2
2023-04-21,2023-16,19.05
2023-04-28,2023-17,18.74
2023-05-05,2023-18,18.7
2023-05-12,2023-19,18.22
2023-05-19,2023-20,17.99
2023-05-26,2023-21,19.34
2023-06-02,2023-22,18.05
2023-06-09,2023-23,18.14
2023-06-16,2023-24,21.85
2023-06-23,2023-25,23.98
2023-06-30,2023-26,24.45
2023-07-07,2023-27,28.3
2023-07-14,2023-28,32.58
2023-07-21,2023-29,34.09
2023-07-28,2023-30,33.99
2023-08-04,2023-31,35.1
2023-08-11,2023-32,36.45
2023-08-18,2023-33,36.4
2023-08-25,2023-34,36.93
2023-09-01,2023-35,35.69
2023-09-08,2023-36,38.85
2023-09-15,2023-37,41.69
2023-09-22,2023-38,42.79
2023-09-29,2023-39,42.21
2023-10-06,2023-40,41.66
2023-10-13,2023-41,41.52
2023-10-20,2023-42,41.46
2023-10-27,2023-43,41.47
2023-11-03,2023-44,41.67
2023-11-10,2023-45,41.71
2023-11-17,2023-46,42.37
2023-11-24,2023-47,42.85
2023-12-01,2023-48,42.56
2023-12-08,2023-49,42.58
2023-12-15,2023-50,41.96
2023-12-22,2023-51,41.84
2023-12-29,2023-52,41.5
2024-01-05,2024-1,42.1
2024-01-12,2024-2,41.62
2024-01-19,2024-3,41.38
2024-01-26,2024-4,41.21
2024-02-02,2024-5,41.03
2024-02-09,2024-6,40.89
2024-02-16,2024-7,40.95
2024-02-23,2024-8,40.99
2024-03-01,2024-9,40.88
2024-03-08,2024-10,41.32
2024-03-15,2024-11,42.65
2024-03-22,2024-12,43.13
2024-03-29,2024-13,43.53
2024-04-05,2024-14,45.14
2024-04-12,2024-15,44.1
2024-04-19,2024-16,44.94
2024-04-26,2024-17,44.7
2024-05-03,2024-18,44.02
2024-05-10,2024-19,44.66
2024-05-17,2024-20,44.88
2024-05-24,2024-21,44.93
2024-05-31,2024-22,44.98
2024-06-07,2024-23,44.84
2024-06-14,2024-24,44.35
2024-06-21,2024-25,44.58
2024-06-28,2024-26,44.16
2024-07-05,2024-27,44.26
2024-07-12,2024-28,44.24
2024-07-19,2024-29,44.17
2024-07-26,2024-30,43.72
2024-08-02,2024-31,43.64
2024-08-09,2024-32,43.48
2024-08-16,2024-33,43.56
2024-08-23,2024-34,43.49
2024-08-30,2024-35,43.48
2024-09-06,2024-36,43.25
2024-09-13,2024-37,43.22
2024-09-20,2024-38,43.2
2024-09-27,2024-39,42.93
2024-10-04,2024-40,41.76
2024-10-11,2024-41,41.61
2024-10-18,2024-42,41.41
2024-10-25,2024-43,41.29
2024-11-01,2024-44,41.36
2024-11-08,2024-45,41.33
2024-11-15,2024-46,40.88
2024-11-22,2024-47,41.28
2024-11-29,2024-48,41.33
2024-12-06,2024-49,41.11
2024-12-13,2024-50,41.23
2024-12-20,2024-51,41.01
2024-12-27,2024-52,40.87
2025-01-03,2025-1,40.71
2025-01-10,2025-2,40.87
2025-01-17,2025-3,40.41
2025-01-24,2025-4,40.46
2025-01-31,2025-5,40.23
2025-02-07,2025-6,40.05
2025-02-14,2025-7,40.03
2025-02-21,2025-8,39.96
2025-02-28,2025-9,39.86
2025-03-07,2025-10,39.85
2025-03-14,2025-11,39.63
2025-03-21,2025-12,39.25
2025-03-28,2025-13,38.79
2025-04-04,2025-14,39.42
2025-04-11,2025-15,39.59
2025-04-18,2025-16,39.59
2025-04-25,2025-17,39.65
2025-05-02,2025-18,40.0
2025-05-09,2025-19,41.65
2025-05-16,2025-20,42.73
2025-05-23,2025-21,42.76
2025-05-30,2025-22,43.56
2025-06-06,2025-23,43.61
2025-06-13,2025-24,43.49
2025-06-20,2025-25,43.55
2025-06-27,2025-26,43.23
2025-07-04,2025-27,43.08
2025-07-11,2025-28,42.7
2025-07-18,2025-29,42.57
2025-07-25,2025-30,41.9
2025-08-01,2025-31,41.37
2025-08-08,2025-32,40.7
2025-08-15,2025-33,40.14
2025-08-22,2025-34,40.03
2025-08-29,2025-35,39.56
2025-09-05,2025-36,39.28
2025-09-12,2025-37,39.15
2025-09-19,2025-38,38.65
2025-09-26,2025-39,38.12
2025-10-03,2025-40,38.0
2025-10-10,2025-41,38.04
