Tarih,TP_KTF11,TP_KTF11
2017-02-10,2017-6,15.85
2017-02-17,2017-7,15.61
2017-02-24,2017-8,15.56
2017-03-03,2017-9,15.36
2017-03-10,2017-10,15.57
2017-03-17,2017-11,15.39
2017-03-24,2017-12,15.42
2017-03-31,2017-13,15.17
2017-04-07,2017-14,15.82
2017-04-14,2017-15,15.88
2017-04-21,2017-16,15.63
2017-04-28,2017-17,15.39
2017-05-05,2017-18,15.89
2017-05-12,2017-19,15.74
2017-05-19,2017-20,15.47
2017-05-26,2017-21,15.35
2017-06-02,2017-22,14.87
2017-06-09,2017-23,15.91
2017-06-16,2017-24,15.55
2017-06-23,2017-25,15.67
2017-06-30,2017-26,14.83
2017-07-07,2017-27,15.85
2017-07-14,2017-28,16.16
2017-07-21,2017-29,16.01
2017-07-28,2017-30,15.87
2017-08-04,2017-31,15.98
2017-08-11,2017-32,16.43
2017-08-18,2017-33,16.3
2017-08-25,2017-34,16.15
2017-09-01,2017-35,16.27
2017-09-08,2017-36,16.5
2017-09-15,2017-37,16.44
2017-09-22,2017-38,16.41
2017-09-29,2017-39,16.2
2017-10-06,2017-40,16.57
2017-10-13,2017-41,16.13
2017-10-20,2017-42,15.24
2017-10-27,2017-43,14.8
2017-11-03,2017-44,13.92
2017-11-10,2017-45,15.39
2017-11-17,2017-46,14.56
2017-11-24,2017-47,14.07
2017-12-01,2017-48,13.42
2017-12-08,2017-49,15.63
2017-12-15,2017-50,15.2
2017-12-22,2017-51,15.01
2017-12-29,2017-52,13.95
2018-01-05,2018-1,16.06
2018-01-12,2018-2,17.75
2018-01-19,2018-3,18.02
2018-01-26,2018-4,18.07
2018-02-02,2018-5,17.96
2018-02-09,2018-6,18.26
2018-02-16,2018-7,18.05
2018-02-23,2018-8,17.75
2018-03-02,2018-9,17.37
2018-03-09,2018-10,17.9
2018-03-16,2018-11,17.62
2018-03-23,2018-12,17.44
2018-03-30,2018-13,16.63
2018-04-06,2018-14,18.01
2018-04-13,2018-15,18.5
2018-04-20,2018-16,18.32
2018-04-27,2018-17,17.91
2018-05-04,2018-18,18.34
2018-05-11,2018-19,19.08
2018-05-18,2018-20,18.77
2018-05-25,2018-21,19.25
2018-06-01,2018-22,20.55
2018-06-08,2018-23,21.91
2018-06-15,2018-24,22.37
2018-06-22,2018-25,22.55
2018-06-29,2018-26,21.3
2018-07-06,2018-27,23.55
2018-07-13,2018-28,24.06
2018-07-20,2018-29,24.36
2018-07-27,2018-30,24.37
2018-08-03,2018-31,24.61
2018-08-10,2018-32,25.35
2018-08-17,2018-33,26.69
2018-08-24,2018-34,28.15
2018-08-31,2018-35,26.97
2018-09-07,2018-36,31.46
2018-09-14,2018-37,31.93
2018-09-21,2018-38,33.85
2018-09-28,2018-39,32.52
2018-10-05,2018-40,33.73
2018-10-12,2018-41,32.74
2018-10-19,2018-42,31.06
2018-10-26,2018-43,33.6
2018-11-02,2018-44,32.3
2018-11-09,2018-45,32.29
2018-11-16,2018-46,31.11
2018-11-23,2018-47,30.4
2018-11-30,2018-48,28.04
2018-12-07,2018-49,31.45
2018-12-14,2018-50,29.9
2018-12-21,2018-51,28.82
2018-12-28,2018-52,27.8
2019-01-04,2019-1,28.48
2019-01-11,2019-2,30.67
2019-01-18,2019-3,29.76
2019-01-25,2019-4,29.16
2019-02-01,2019-5,28.35
2019-02-08,2019-6,27.27
2019-02-15,2019-7,26.11
2019-02-22,2019-8,25.4
2019-03-01,2019-9,23.79
2019-03-08,2019-10,24.19
2019-03-15,2019-11,23.85
2019-03-22,2019-12,23.26
2019-03-29,2019-13,22.83
2019-04-05,2019-14,24.12
2019-04-12,2019-15,24.72
2019-04-19,2019-16,25.64
2019-04-26,2019-17,25.8
2019-05-03,2019-18,25.8
2019-05-10,2019-19,26.75
2019-05-17,2019-20,27.85
2019-05-24,2019-21,29.13
2019-05-31,2019-22,28.38
2019-06-07,2019-23,30.81
2019-06-14,2019-24,29.16
2019-06-21,2019-25,27.92
2019-06-28,2019-26,26.83
2019-07-05,2019-27,28.14
2019-07-12,2019-28,27.67
2019-07-19,2019-29,27.28
2019-07-26,2019-30,26.5
2019-08-02,2019-31,24.6
2019-08-09,2019-32,23.27
2019-08-16,2019-33,23.63
2019-08-23,2019-34,21.98
2019-08-30,2019-35,20.95
2019-09-06,2019-36,21.38
2019-09-13,2019-37,20.8
2019-09-20,2019-38,19.7
2019-09-27,2019-39,18.86
2019-10-04,2019-40,17.07
2019-10-11,2019-41,15.83
2019-10-18,2019-42,15.48
2019-10-25,2019-43,15.74
2019-11-01,2019-44,15.27
2019-11-08,2019-45,15.53
2019-11-15,2019-46,15.07
2019-11-22,2019-47,14.64
2019-11-29,2019-48,14.24
2019-12-06,2019-49,14.07
2019-12-13,2019-50,14.2
2019-12-20,2019-51,13.54
2019-12-27,2019-52,13.17
2020-01-03,2020-1,13.21
2020-01-10,2020-2,14.73
2020-01-17,2020-3,14.68
2020-01-24,2020-4,14.08
2020-01-31,2020-5,13.58
2020-02-07,2020-6,13.52
2020-02-14,2020-7,13.14
2020-02-21,2020-8,12.96
2020-02-28,2020-9,12.86
2020-03-06,2020-10,13.42
2020-03-13,2020-11,13.27
2020-03-20,2020-12,13.45
2020-03-27,2020-13,13.26
2020-04-03,2020-14,13.47
2020-04-10,2020-15,14.34
2020-04-17,2020-16,13.73
2020-04-24,2020-17,14.1
2020-05-01,2020-18,13.47
2020-05-08,2020-19,13.29
2020-05-15,2020-20,13.28
2020-05-22,2020-21,12.95
2020-05-29,2020-22,12.61
2020-06-05,2020-23,12.84
2020-06-12,2020-24,11.2
2020-06-19,2020-25,11.22
2020-06-26,2020-26,11.28
2020-07-03,2020-27,11.28
2020-07-10,2020-28,11.66
2020-07-17,2020-29,11.75
2020-07-24,2020-30,11.8
2020-07-31,2020-31,11.58
2020-08-07,2020-32,12.42
2020-08-14,2020-33,14.14
2020-08-21,2020-34,15.38
2020-08-28,2020-35,15.6
2020-09-04,2020-36,16.57
2020-09-11,2020-37,16.77
2020-09-18,2020-38,17.01
2020-09-25,2020-39,16.92
2020-10-02,2020-40,16.75
2020-10-09,2020-41,17.95
2020-10-16,2020-42,17.7
2020-10-23,2020-43,17.49
2020-10-30,2020-44,17.37
2020-11-06,2020-45,18.59
2020-11-13,2020-46,19.34
2020-11-20,2020-47,19.32
2020-11-27,2020-48,18.0
2020-12-04,2020-49,17.83
2020-12-11,2020-50,17.08
2020-12-18,2020-51,17.08
2020-12-25,2020-52,16.6
2021-01-01,2021-1,15.44
2021-01-08,2021-2,20.37
2021-01-15,2021-3,20.35
2021-01-22,2021-4,20.06
2021-01-29,2021-5,18.98
2021-02-05,2021-6,19.7
2021-02-12,2021-7,19.25
2021-02-19,2021-8,19.21
2021-02-26,2021-9,18.75
2021-03-05,2021-10,19.56
2021-03-12,2021-11,18.86
2021-03-19,2021-12,18.9
2021-03-26,2021-13,20.11
2021-04-02,2021-14,20.36
2021-04-09,2021-15,21.9
2021-04-16,2021-16,22.2
2021-04-23,2021-17,22.09
2021-04-30,2021-18,22.07
2021-05-07,2021-19,22.94
2021-05-14,2021-20,23.21
2021-05-21,2021-21,22.02
2021-05-28,2021-22,21.37
2021-06-04,2021-23,22.03
2021-06-11,2021-24,22.19
2021-06-18,2021-25,21.94
2021-06-25,2021-26,21.97
2021-07-02,2021-27,21.6
2021-07-09,2021-28,22.83
2021-07-16,2021-29,22.65
2021-07-23,2021-30,22.69
2021-07-30,2021-31,21.5
2021-08-06,2021-32,22.52
2021-08-13,2021-33,22.48
2021-08-20,2021-34,21.48
2021-08-27,2021-35,20.7
2021-09-03,2021-36,21.37
2021-09-10,2021-37,21.88
2021-09-17,2021-38,21.28
2021-09-24,2021-39,20.77
2021-10-01,2021-40,20.37
2021-10-08,2021-41,21.31
2021-10-15,2021-42,20.98
2021-10-22,2021-43,20.66
2021-10-29,2021-44,20.33
2021-11-05,2021-45,21.76
2021-11-12,2021-46,21.32
2021-11-19,2021-47,21.27
2021-11-26,2021-48,21.48
2021-12-03,2021-49,23.64
2021-12-10,2021-50,24.24
2021-12-17,2021-51,23.64
2021-12-24,2021-52,26.36
2021-12-31,2021-53,26.24
2022-01-07,2022-1,29.57
2022-01-14,2022-2,28.27
2022-01-21,2022-3,28.16
2022-01-28,2022-4,27.0
2022-02-04,2022-5,27.47
2022-02-11,2022-6,27.62
2022-02-18,2022-7,26.56
2022-02-25,2022-8,25.76
2022-03-04,2022-9,25.08
2022-03-11,2022-10,25.17
2022-03-18,2022-11,26.27
2022-03-25,2022-12,25.06
2022-04-01,2022-13,24.95
2022-04-08,2022-14,25.17
2022-04-15,2022-15,24.88
2022-04-22,2022-16,24.76
2022-04-29,2022-17,24.35
2022-05-06,2022-18,25.01
2022-05-13,2022-19,23.61
2022-05-20,2022-20,23.95
2022-05-27,2022-21,24.24
2022-06-03,2022-22,24.71
2022-06-10,2022-23,25.03
2022-06-17,2022-24,25.69
2022-06-24,2022-25,24.72
2022-07-01,2022-26,26.26
2022-07-08,2022-27,28.73
2022-07-15,2022-28,27.96
2022-07-22,2022-29,27.76
2022-07-29,2022-30,26.93
2022-08-05,2022-31,27.93
2022-08-12,2022-32,28.06
2022-08-19,2022-33,27.77
2022-08-26,2022-34,27.26
2022-09-02,2022-35,27.0
2022-09-09,2022-36,27.32
2022-09-16,2022-37,27.23
2022-09-23,2022-38,26.52
2022-09-30,2022-39,25.87
2022-10-07,2022-40,26.88
2022-10-14,2022-41,26.54
2022-10-21,2022-42,26.15
2022-10-28,2022-43,25.76
2022-11-04,2022-44,25.6
2022-11-11,2022-45,25.31
2022-11-18,2022-46,25.11
2022-11-25,2022-47,25.44
2022-12-02,2022-48,24.87
2022-12-09,2022-49,24.87
2022-12-16,2022-50,24.98
2022-12-23,2022-51,25.0
2022-12-30,2022-52,24.88
2023-01-06,2023-1,25.04
2023-01-13,2023-2,25.45
2023-01-20,2023-3,25.59
2023-01-27,2023-4,25.46
2023-02-03,2023-5,25.44
2023-02-10,2023-6,25.29
2023-02-17,2023-7,25.44
2023-02-24,2023-8,25.19
2023-03-03,2023-9,25.16
2023-03-10,2023-10,25.22
2023-03-17,2023-11,25.17
2023-03-24,2023-12,24.64
2023-03-31,2023-13,24.56
2023-04-07,2023-14,24.76
2023-04-14,2023-15,24.8
2023-04-21,2023-16,25.68
2023-04-28,2023-17,25.12
2023-05-05,2023-18,25.57
2023-05-12,2023-19,25.56
2023-05-19,2023-20,31.45
2023-05-26,2023-21,28.63
2023-06-02,2023-22,30.88
2023-06-09,2023-23,32.57
2023-06-16,2023-24,34.03
2023-06-23,2023-25,34.02
2023-06-30,2023-26,36.22
2023-07-07,2023-27,41.22
2023-07-14,2023-28,41.34
2023-07-21,2023-29,40.28
2023-07-28,2023-30,39.13
2023-08-04,2023-31,36.64
2023-08-11,2023-32,39.23
2023-08-18,2023-33,38.13
2023-08-25,2023-34,37.7
2023-09-01,2023-35,36.66
2023-09-08,2023-36,46.46
2023-09-15,2023-37,47.58
2023-09-22,2023-38,43.08
2023-09-29,2023-39,40.87
2023-10-06,2023-40,47.01
2023-10-13,2023-41,46.71
2023-10-20,2023-42,47.2
2023-10-27,2023-43,45.16
2023-11-03,2023-44,45.33
2023-11-10,2023-45,46.26
2023-11-17,2023-46,43.83
2023-11-24,2023-47,40.26
2023-12-01,2023-48,38.13
2023-12-08,2023-49,36.76
2023-12-15,2023-50,32.76
2023-12-22,2023-51,35.94
2023-12-29,2023-52,33.31
2024-01-05,2024-1,36.11
2024-01-12,2024-2,50.27
2024-01-19,2024-3,47.1
2024-01-26,2024-4,44.08
2024-02-02,2024-5,40.04
2024-02-09,2024-6,47.93
2024-02-16,2024-7,44.46
2024-02-23,2024-8,40.48
2024-03-01,2024-9,42.24
2024-03-08,2024-10,47.76
2024-03-15,2024-11,43.67
2024-03-22,2024-12,46.62
2024-03-29,2024-13,41.67
2024-04-05,2024-14,46.05
2024-04-12,2024-15,59.66
2024-04-19,2024-16,37.16
2024-04-26,2024-17,36.33
2024-05-03,2024-18,41.09
2024-05-10,2024-19,46.38
2024-05-17,2024-20,47.19
2024-05-24,2024-21,37.69
2024-05-31,2024-22,42.54
2024-06-07,2024-23,29.5
2024-06-14,2024-24,32.69
2024-06-21,2024-25,58.46
2024-06-28,2024-26,40.32
2024-07-05,2024-27,55.5
2024-07-12,2024-28,55.22
2024-07-19,2024-29,55.18
2024-07-26,2024-30,51.67
2024-08-02,2024-31,55.28
2024-08-09,2024-32,55.95
2024-08-16,2024-33,52.32
2024-08-23,2024-34,50.95
2024-08-30,2024-35,49.82
2024-09-06,2024-36,49.3
2024-09-13,2024-37,48.65
2024-09-20,2024-38,46.7
2024-09-27,2024-39,46.44
2024-10-04,2024-40,46.26
2024-10-11,2024-41,47.14
2024-10-18,2024-42,47.75
2024-10-25,2024-43,45.24
2024-11-01,2024-44,45.81
2024-11-08,2024-45,44.58
2024-11-15,2024-46,43.79
2024-11-22,2024-47,37.66
2024-11-29,2024-48,42.06
2024-12-06,2024-49,41.71
2024-12-13,2024-50,39.99
2024-12-20,2024-51,39.03
2024-12-27,2024-52,38.9
2025-01-03,2025-1,49.61
2025-01-10,2025-2,47.57
2025-01-17,2025-3,48.66
2025-01-24,2025-4,43.78
2025-01-31,2025-5,41.22
2025-02-07,2025-6,44.86
2025-02-14,2025-7,43.53
2025-02-21,2025-8,40.47
2025-02-28,2025-9,36.77
2025-03-07,2025-10,42.78
2025-03-14,2025-11,41.46
2025-03-21,2025-12,40.54
2025-03-28,2025-13,39.12
2025-04-04,2025-14,45.69
2025-04-11,2025-15,43.04
2025-04-18,2025-16,43.47
2025-04-25,2025-17,43.74
2025-05-02,2025-18,43.09
2025-05-09,2025-19,47.96
2025-05-16,2025-20,47.01
2025-05-23,2025-21,46.5
2025-05-30,2025-22,44.9
2025-06-06,2025-23,45.4
2025-06-13,2025-24,46.49
2025-06-20,2025-25,44.8
2025-06-27,2025-26,42.81
2025-07-04,2025-27,44.48
2025-07-11,2025-28,45.65
2025-07-18,2025-29,44.63
2025-07-25,2025-30,45.03
2025-08-01,2025-31,41.91
2025-08-08,2025-32,43.2
2025-08-15,2025-33,42.46
2025-08-22,2025-34,42.18
2025-08-29,2025-35,39.62
2025-09-05,2025-36,42.03
2025-09-12,2025-37,42.0
2025-09-19,2025-38,40.8
2025-09-26,2025-39,39.82
2025-10-03,2025-40,39.31
2025-10-10,2025-41,36.67
