Tarih,TP_KTF101,TP_KTF101
2019-02-01,2019-5,28.57
2019-02-08,2019-6,28.74
2019-02-15,2019-7,28.5
2019-02-22,2019-8,27.85
2019-03-01,2019-9,27.04
2019-03-08,2019-10,25.35
2019-03-15,2019-11,25.5
2019-03-22,2019-12,25.8
2019-03-29,2019-13,25.69
2019-04-05,2019-14,27.33
2019-04-12,2019-15,27.0
2019-04-19,2019-16,27.61
2019-04-26,2019-17,28.16
2019-05-03,2019-18,28.43
2019-05-10,2019-19,28.72
2019-05-17,2019-20,29.15
2019-05-24,2019-21,29.55
2019-05-31,2019-22,29.38
2019-06-07,2019-23,29.14
2019-06-14,2019-24,29.38
2019-06-21,2019-25,29.08
2019-06-28,2019-26,28.75
2019-07-05,2019-27,27.68
2019-07-12,2019-28,27.27
2019-07-19,2019-29,26.83
2019-07-26,2019-30,26.81
2019-08-02,2019-31,25.63
2019-08-09,2019-32,23.87
2019-08-16,2019-33,25.04
2019-08-23,2019-34,24.11
2019-08-30,2019-35,24.04
2019-09-06,2019-36,23.74
2019-09-13,2019-37,23.45
2019-09-20,2019-38,20.65
2019-09-27,2019-39,20.67
2019-10-04,2019-40,19.33
2019-10-11,2019-41,19.03
2019-10-18,2019-42,19.04
2019-10-25,2019-43,19.15
2019-11-01,2019-44,18.84
2019-11-08,2019-45,18.14
2019-11-15,2019-46,18.09
2019-11-22,2019-47,17.86
2019-11-29,2019-48,17.68
2019-12-06,2019-49,17.84
2019-12-13,2019-50,17.69
2019-12-20,2019-51,17.36
2019-12-27,2019-52,16.53
2020-01-03,2020-1,16.11
2020-01-10,2020-2,16.14
2020-01-17,2020-3,16.19
2020-01-24,2020-4,15.93
2020-01-31,2020-5,15.67
2020-02-07,2020-6,15.46
2020-02-14,2020-7,15.5
2020-02-21,2020-8,15.16
2020-02-28,2020-9,15.03
2020-03-06,2020-10,15.45
2020-03-13,2020-11,15.36
2020-03-20,2020-12,15.76
2020-03-27,2020-13,16.33
2020-04-03,2020-14,16.14
2020-04-10,2020-15,15.84
2020-04-17,2020-16,10.93
2020-04-24,2020-17,9.66
2020-05-01,2020-18,10.49
2020-05-08,2020-19,11.41
2020-05-15,2020-20,11.95
2020-05-22,2020-21,12.66
2020-05-29,2020-22,13.22
2020-06-05,2020-23,13.14
2020-06-12,2020-24,13.34
2020-06-19,2020-25,13.64
2020-06-26,2020-26,13.57
2020-07-03,2020-27,12.82
2020-07-10,2020-28,13.52
2020-07-17,2020-29,13.53
2020-07-24,2020-30,13.68
2020-07-31,2020-31,12.84
2020-08-07,2020-32,14.04
2020-08-14,2020-33,16.64
2020-08-21,2020-34,17.02
2020-08-28,2020-35,17.27
2020-09-04,2020-36,17.27
2020-09-11,2020-37,17.27
2020-09-18,2020-38,17.46
2020-09-25,2020-39,17.67
2020-10-02,2020-40,17.78
2020-10-09,2020-41,17.84
2020-10-16,2020-42,17.87
2020-10-23,2020-43,18.06
2020-10-30,2020-44,17.99
2020-11-06,2020-45,18.5
2020-11-13,2020-46,19.0
2020-11-20,2020-47,18.9
2020-11-27,2020-48,19.24
2020-12-04,2020-49,20.42
2020-12-11,2020-50,20.92
2020-12-18,2020-51,20.91
2020-12-25,2020-52,21.55
2021-01-01,2021-1,22.04
2021-01-08,2021-2,22.17
2021-01-15,2021-3,22.18
2021-01-22,2021-4,22.03
2021-01-29,2021-5,22.86
2021-02-05,2021-6,23.07
2021-02-12,2021-7,23.0
2021-02-19,2021-8,23.12
2021-02-26,2021-9,23.4
2021-03-05,2021-10,23.6
2021-03-12,2021-11,23.47
2021-03-19,2021-12,23.49
2021-03-26,2021-13,24.19
2021-04-02,2021-14,24.34
2021-04-09,2021-15,24.63
2021-04-16,2021-16,24.65
2021-04-23,2021-17,24.56
2021-04-30,2021-18,24.34
2021-05-07,2021-19,24.68
2021-05-14,2021-20,24.54
2021-05-21,2021-21,24.29
2021-05-28,2021-22,24.46
2021-06-04,2021-23,24.61
2021-06-11,2021-24,24.53
2021-06-18,2021-25,24.59
2021-06-25,2021-26,24.52
2021-07-02,2021-27,24.58
2021-07-09,2021-28,24.56
2021-07-16,2021-29,24.37
2021-07-23,2021-30,24.62
2021-07-30,2021-31,24.4
2021-08-06,2021-32,24.5
2021-08-13,2021-33,24.38
2021-08-20,2021-34,24.48
2021-08-27,2021-35,24.39
2021-09-03,2021-36,24.59
2021-09-10,2021-37,24.52
2021-09-17,2021-38,24.49
2021-09-24,2021-39,24.76
2021-10-01,2021-40,24.64
2021-10-08,2021-41,24.71
2021-10-15,2021-42,24.64
2021-10-22,2021-43,24.66
2021-10-29,2021-44,24.68
2021-11-05,2021-45,24.71
2021-11-12,2021-46,24.63
2021-11-19,2021-47,24.58
2021-11-26,2021-48,24.62
2021-12-03,2021-49,24.27
2021-12-10,2021-50,24.61
2021-12-17,2021-51,24.59
2021-12-24,2021-52,26.29
2021-12-31,2021-53,26.42
2022-01-07,2022-1,26.93
2022-01-14,2022-2,27.58
2022-01-21,2022-3,27.1
2022-01-28,2022-4,27.75
2022-02-04,2022-5,27.02
2022-02-11,2022-6,27.17
2022-02-18,2022-7,26.56
2022-02-25,2022-8,26.71
2022-03-04,2022-9,26.5
2022-03-11,2022-10,26.7
2022-03-18,2022-11,26.76
2022-03-25,2022-12,26.4
2022-04-01,2022-13,26.2
2022-04-08,2022-14,26.07
2022-04-15,2022-15,25.83
2022-04-22,2022-16,25.87
2022-04-29,2022-17,26.6
2022-05-06,2022-18,26.1
2022-05-13,2022-19,26.57
2022-05-20,2022-20,26.53
2022-05-27,2022-21,27.28
2022-06-03,2022-22,27.67
2022-06-10,2022-23,28.04
2022-06-17,2022-24,28.21
2022-06-24,2022-25,27.5
2022-07-01,2022-26,28.85
2022-07-08,2022-27,29.23
2022-07-15,2022-28,28.36
2022-07-22,2022-29,29.4
2022-07-29,2022-30,29.47
2022-08-05,2022-31,29.47
2022-08-12,2022-32,29.45
2022-08-19,2022-33,29.15
2022-08-26,2022-34,29.1
2022-09-02,2022-35,28.52
2022-09-09,2022-36,27.93
2022-09-16,2022-37,27.94
2022-09-23,2022-38,27.89
2022-09-30,2022-39,27.48
2022-10-07,2022-40,26.9
2022-10-14,2022-41,27.1
2022-10-21,2022-42,26.67
2022-10-28,2022-43,26.72
2022-11-04,2022-44,25.84
2022-11-11,2022-45,25.99
2022-11-18,2022-46,25.96
2022-11-25,2022-47,26.02
2022-12-02,2022-48,25.41
2022-12-09,2022-49,25.3
2022-12-16,2022-50,25.13
2022-12-23,2022-51,25.16
2022-12-30,2022-52,24.85
2023-01-06,2023-1,24.24
2023-01-13,2023-2,24.54
2023-01-20,2023-3,24.29
2023-01-27,2023-4,24.71
2023-02-03,2023-5,24.7
2023-02-10,2023-6,23.91
2023-02-17,2023-7,23.39
2023-02-24,2023-8,23.5
2023-03-03,2023-9,22.31
2023-03-10,2023-10,22.75
2023-03-17,2023-11,23.46
2023-03-24,2023-12,24.47
2023-03-31,2023-13,24.87
2023-04-07,2023-14,24.49
2023-04-14,2023-15,24.59
2023-04-21,2023-16,23.73
2023-04-28,2023-17,24.59
2023-05-05,2023-18,24.92
2023-05-12,2023-19,25.4
2023-05-19,2023-20,24.94
2023-05-26,2023-21,26.11
2023-06-02,2023-22,26.25
2023-06-09,2023-23,26.91
2023-06-16,2023-24,26.08
2023-06-23,2023-25,27.5
2023-06-30,2023-26,25.39
2023-07-07,2023-27,29.6
2023-07-14,2023-28,30.44
2023-07-21,2023-29,29.07
2023-07-28,2023-30,34.11
2023-08-04,2023-31,34.53
2023-08-11,2023-32,34.72
2023-08-18,2023-33,33.49
2023-08-25,2023-34,41.07
2023-09-01,2023-35,44.54
2023-09-08,2023-36,46.8
2023-09-15,2023-37,46.16
2023-09-22,2023-38,47.57
2023-09-29,2023-39,53.75
2023-10-06,2023-40,54.9
2023-10-13,2023-41,54.96
2023-10-20,2023-42,54.41
2023-10-27,2023-43,59.0
2023-11-03,2023-44,59.54
2023-11-10,2023-45,60.01
2023-11-17,2023-46,58.95
2023-11-24,2023-47,59.87
2023-12-01,2023-48,64.24
2023-12-08,2023-49,64.78
2023-12-15,2023-50,64.12
2023-12-22,2023-51,64.69
2023-12-29,2023-52,64.06
2024-01-05,2024-1,65.74
2024-01-12,2024-2,65.68
2024-01-19,2024-3,64.09
2024-01-26,2024-4,63.8
2024-02-02,2024-5,64.27
2024-02-09,2024-6,64.42
2024-02-16,2024-7,63.39
2024-02-23,2024-8,63.64
2024-03-01,2024-9,63.59
2024-03-08,2024-10,65.05
2024-03-15,2024-11,68.53
2024-03-22,2024-12,71.19
2024-03-29,2024-13,71.71
2024-04-05,2024-14,72.09
2024-04-12,2024-15,72.16
2024-04-19,2024-16,77.57
2024-04-26,2024-17,78.16
2024-05-03,2024-18,77.41
2024-05-10,2024-19,77.75
2024-05-17,2024-20,76.16
2024-05-24,2024-21,76.31
2024-05-31,2024-22,75.68
2024-06-07,2024-23,75.85
2024-06-14,2024-24,74.79
2024-06-21,2024-25,75.81
2024-06-28,2024-26,74.91
2024-07-05,2024-27,77.12
2024-07-12,2024-28,77.74
2024-07-19,2024-29,75.44
2024-07-26,2024-30,75.94
2024-08-02,2024-31,75.63
2024-08-09,2024-32,76.39
2024-08-16,2024-33,74.97
2024-08-23,2024-34,75.17
2024-08-30,2024-35,74.56
2024-09-06,2024-36,75.44
2024-09-13,2024-37,75.84
2024-09-20,2024-38,74.15
2024-09-27,2024-39,74.04
2024-10-04,2024-40,74.46
2024-10-11,2024-41,75.21
2024-10-18,2024-42,73.69
2024-10-25,2024-43,74.17
2024-11-01,2024-44,73.93
2024-11-08,2024-45,74.76
2024-11-15,2024-46,73.61
2024-11-22,2024-47,74.07
2024-11-29,2024-48,73.42
2024-12-06,2024-49,74.34
2024-12-13,2024-50,73.67
2024-12-20,2024-51,72.9
2024-12-27,2024-52,73.87
2025-01-03,2025-1,74.66
2025-01-10,2025-2,74.23
2025-01-17,2025-3,72.64
2025-01-24,2025-4,72.79
2025-01-31,2025-5,71.39
2025-02-07,2025-6,72.53
2025-02-14,2025-7,71.41
2025-02-21,2025-8,70.47
2025-02-28,2025-9,71.41
2025-03-07,2025-10,71.81
2025-03-14,2025-11,70.72
2025-03-21,2025-12,70.6
2025-03-28,2025-13,73.22
2025-04-04,2025-14,73.39
2025-04-11,2025-15,73.77
2025-04-18,2025-16,72.94
2025-04-25,2025-17,74.5
2025-05-02,2025-18,74.81
2025-05-09,2025-19,75.21
2025-05-16,2025-20,73.89
2025-05-23,2025-21,73.31
2025-05-30,2025-22,74.24
2025-06-06,2025-23,76.05
2025-06-13,2025-24,75.45
2025-06-20,2025-25,73.94
2025-06-27,2025-26,72.82
2025-07-04,2025-27,73.81
2025-07-11,2025-28,75.16
2025-07-18,2025-29,73.14
2025-07-25,2025-30,72.17
2025-08-01,2025-31,69.14
2025-08-08,2025-32,70.18
2025-08-15,2025-33,69.25
2025-08-22,2025-34,69.43
2025-08-29,2025-35,68.53
2025-09-05,2025-36,69.65
2025-09-12,2025-37,69.36
2025-09-19,2025-38,66.43
2025-09-26,2025-39,65.19
2025-10-03,2025-40,65.02
2025-10-10,2025-41,66.09
