Tarih,TP_KTF10,TP_KTF10
2017-02-10,2017-6,16.75
2017-02-17,2017-7,16.66
2017-02-24,2017-8,16.71
2017-03-03,2017-9,16.52
2017-03-10,2017-10,16.74
2017-03-17,2017-11,16.51
2017-03-24,2017-12,16.66
2017-03-31,2017-13,16.67
2017-04-07,2017-14,16.82
2017-04-14,2017-15,16.9
2017-04-21,2017-16,16.84
2017-04-28,2017-17,16.97
2017-05-05,2017-18,17.06
2017-05-12,2017-19,17.21
2017-05-19,2017-20,17.19
2017-05-26,2017-21,17.48
2017-06-02,2017-22,17.43
2017-06-09,2017-23,17.53
2017-06-16,2017-24,17.48
2017-06-23,2017-25,17.38
2017-06-30,2017-26,16.92
2017-07-07,2017-27,17.53
2017-07-14,2017-28,17.62
2017-07-21,2017-29,17.45
2017-07-28,2017-30,17.57
2017-08-04,2017-31,17.74
2017-08-11,2017-32,17.77
2017-08-18,2017-33,18.0
2017-08-25,2017-34,18.11
2017-09-01,2017-35,18.26
2017-09-08,2017-36,18.05
2017-09-15,2017-37,18.03
2017-09-22,2017-38,18.22
2017-09-29,2017-39,18.26
2017-10-06,2017-40,18.43
2017-10-13,2017-41,18.53
2017-10-20,2017-42,18.53
2017-10-27,2017-43,18.66
2017-11-03,2017-44,18.68
2017-11-10,2017-45,18.88
2017-11-17,2017-46,18.85
2017-11-24,2017-47,18.76
2017-12-01,2017-48,18.97
2017-12-08,2017-49,19.27
2017-12-15,2017-50,19.44
2017-12-22,2017-51,19.58
2017-12-29,2017-52,19.52
2018-01-05,2018-1,19.86
2018-01-12,2018-2,20.15
2018-01-19,2018-3,19.89
2018-01-26,2018-4,20.16
2018-02-02,2018-5,20.14
2018-02-09,2018-6,20.27
2018-02-16,2018-7,20.14
2018-02-23,2018-8,20.16
2018-03-02,2018-9,19.7
2018-03-09,2018-10,19.98
2018-03-16,2018-11,19.94
2018-03-23,2018-12,19.86
2018-03-30,2018-13,19.74
2018-04-06,2018-14,19.96
2018-04-13,2018-15,19.98
2018-04-20,2018-16,20.01
2018-04-27,2018-17,19.96
2018-05-04,2018-18,20.07
2018-05-11,2018-19,20.22
2018-05-18,2018-20,20.21
2018-05-25,2018-21,20.25
2018-06-01,2018-22,20.73
2018-06-08,2018-23,22.79
2018-06-15,2018-24,24.26
2018-06-22,2018-25,23.89
2018-06-29,2018-26,23.87
2018-07-06,2018-27,24.4
2018-07-13,2018-28,24.88
2018-07-20,2018-29,25.13
2018-07-27,2018-30,25.43
2018-08-03,2018-31,25.59
2018-08-10,2018-32,26.73
2018-08-17,2018-33,29.9
2018-08-24,2018-34,31.6
2018-08-31,2018-35,30.29
2018-09-07,2018-36,33.82
2018-09-14,2018-37,35.42
2018-09-21,2018-38,37.86
2018-09-28,2018-39,38.53
2018-10-05,2018-40,39.03
2018-10-12,2018-41,39.36
2018-10-19,2018-42,38.72
2018-10-26,2018-43,37.77
2018-11-02,2018-44,37.29
2018-11-09,2018-45,37.13
2018-11-16,2018-46,36.24
2018-11-23,2018-47,35.13
2018-11-30,2018-48,34.7
2018-12-07,2018-49,34.61
2018-12-14,2018-50,34.17
2018-12-21,2018-51,33.21
2018-12-28,2018-52,32.35
2019-01-04,2019-1,32.35
2019-01-11,2019-2,32.75
2019-01-18,2019-3,30.03
2019-01-25,2019-4,28.12
2019-02-01,2019-5,26.61
2019-02-08,2019-6,26.9
2019-02-15,2019-7,26.65
2019-02-22,2019-8,25.51
2019-03-01,2019-9,24.76
2019-03-08,2019-10,23.06
2019-03-15,2019-11,23.08
2019-03-22,2019-12,23.21
2019-03-29,2019-13,23.45
2019-04-05,2019-14,24.83
2019-04-12,2019-15,25.41
2019-04-19,2019-16,26.29
2019-04-26,2019-17,27.21
2019-05-03,2019-18,27.82
2019-05-10,2019-19,28.36
2019-05-17,2019-20,29.25
2019-05-24,2019-21,29.99
2019-05-31,2019-22,29.74
2019-06-07,2019-23,29.22
2019-06-14,2019-24,29.66
2019-06-21,2019-25,29.1
2019-06-28,2019-26,28.53
2019-07-05,2019-27,28.32
2019-07-12,2019-28,27.62
2019-07-19,2019-29,26.9
2019-07-26,2019-30,26.78
2019-08-02,2019-31,24.84
2019-08-09,2019-32,22.65
2019-08-16,2019-33,22.88
2019-08-23,2019-34,22.69
2019-08-30,2019-35,22.38
2019-09-06,2019-36,21.96
2019-09-13,2019-37,21.55
2019-09-20,2019-38,18.54
2019-09-27,2019-39,18.64
2019-10-04,2019-40,18.42
2019-10-11,2019-41,18.33
2019-10-18,2019-42,18.26
2019-10-25,2019-43,18.36
2019-11-01,2019-44,17.78
2019-11-08,2019-45,17.15
2019-11-15,2019-46,17.03
2019-11-22,2019-47,16.58
2019-11-29,2019-48,16.39
2019-12-06,2019-49,16.48
2019-12-13,2019-50,16.38
2019-12-20,2019-51,15.84
2019-12-27,2019-52,15.23
2020-01-03,2020-1,15.18
2020-01-10,2020-2,15.46
2020-01-17,2020-3,15.39
2020-01-24,2020-4,15.13
2020-01-31,2020-5,14.79
2020-02-07,2020-6,14.56
2020-02-14,2020-7,14.63
2020-02-21,2020-8,14.14
2020-02-28,2020-9,14.1
2020-03-06,2020-10,14.5
2020-03-13,2020-11,14.46
2020-03-20,2020-12,14.6
2020-03-27,2020-13,15.35
2020-04-03,2020-14,16.1
2020-04-10,2020-15,15.75
2020-04-17,2020-16,9.45
2020-04-24,2020-17,8.27
2020-05-01,2020-18,8.99
2020-05-08,2020-19,10.08
2020-05-15,2020-20,10.79
2020-05-22,2020-21,11.24
2020-05-29,2020-22,11.94
2020-06-05,2020-23,12.21
2020-06-12,2020-24,12.65
2020-06-19,2020-25,12.93
2020-06-26,2020-26,12.87
2020-07-03,2020-27,11.98
2020-07-10,2020-28,12.77
2020-07-17,2020-29,12.65
2020-07-24,2020-30,12.96
2020-07-31,2020-31,11.48
2020-08-07,2020-32,13.41
2020-08-14,2020-33,16.93
2020-08-21,2020-34,17.74
2020-08-28,2020-35,18.06
2020-09-04,2020-36,18.12
2020-09-11,2020-37,18.25
2020-09-18,2020-38,18.64
2020-09-25,2020-39,18.95
2020-10-02,2020-40,19.3
2020-10-09,2020-41,19.34
2020-10-16,2020-42,19.42
2020-10-23,2020-43,19.76
2020-10-30,2020-44,19.69
2020-11-06,2020-45,20.32
2020-11-13,2020-46,20.92
2020-11-20,2020-47,21.23
2020-11-27,2020-48,21.86
2020-12-04,2020-49,22.32
2020-12-11,2020-50,22.85
2020-12-18,2020-51,22.92
2020-12-25,2020-52,22.95
2021-01-01,2021-1,22.88
2021-01-08,2021-2,23.09
2021-01-15,2021-3,22.94
2021-01-22,2021-4,22.72
2021-01-29,2021-5,22.46
2021-02-05,2021-6,22.38
2021-02-12,2021-7,22.27
2021-02-19,2021-8,22.48
2021-02-26,2021-9,22.55
2021-03-05,2021-10,22.42
2021-03-12,2021-11,22.28
2021-03-19,2021-12,22.32
2021-03-26,2021-13,23.55
2021-04-02,2021-14,23.74
2021-04-09,2021-15,24.21
2021-04-16,2021-16,24.18
2021-04-23,2021-17,24.05
2021-04-30,2021-18,23.72
2021-05-07,2021-19,24.03
2021-05-14,2021-20,23.7
2021-05-21,2021-21,23.42
2021-05-28,2021-22,23.5
2021-06-04,2021-23,23.52
2021-06-11,2021-24,23.31
2021-06-18,2021-25,23.29
2021-06-25,2021-26,23.36
2021-07-02,2021-27,23.3
2021-07-09,2021-28,23.32
2021-07-16,2021-29,22.96
2021-07-23,2021-30,22.14
2021-07-30,2021-31,22.98
2021-08-06,2021-32,23.14
2021-08-13,2021-33,23.03
2021-08-20,2021-34,22.99
2021-08-27,2021-35,23.03
2021-09-03,2021-36,23.24
2021-09-10,2021-37,23.3
2021-09-17,2021-38,23.1
2021-09-24,2021-39,23.49
2021-10-01,2021-40,23.34
2021-10-08,2021-41,23.37
2021-10-15,2021-42,23.35
2021-10-22,2021-43,23.35
2021-10-29,2021-44,23.28
2021-11-05,2021-45,23.5
2021-11-12,2021-46,23.42
2021-11-19,2021-47,23.27
2021-11-26,2021-48,23.57
2021-12-03,2021-49,24.52
2021-12-10,2021-50,25.26
2021-12-17,2021-51,25.18
2021-12-24,2021-52,28.21
2021-12-31,2021-53,29.55
2022-01-07,2022-1,31.69
2022-01-14,2022-2,32.2
2022-01-21,2022-3,31.42
2022-01-28,2022-4,31.5
2022-02-04,2022-5,30.74
2022-02-11,2022-6,30.56
2022-02-18,2022-7,29.24
2022-02-25,2022-8,28.92
2022-03-04,2022-9,28.9
2022-03-11,2022-10,28.99
2022-03-18,2022-11,29.2
2022-03-25,2022-12,28.54
2022-04-01,2022-13,28.04
2022-04-08,2022-14,27.91
2022-04-15,2022-15,27.21
2022-04-22,2022-16,27.3
2022-04-29,2022-17,28.2
2022-05-06,2022-18,28.38
2022-05-13,2022-19,28.09
2022-05-20,2022-20,28.47
2022-05-27,2022-21,29.51
2022-06-03,2022-22,30.32
2022-06-10,2022-23,30.65
2022-06-17,2022-24,31.82
2022-06-24,2022-25,30.66
2022-07-01,2022-26,32.91
2022-07-08,2022-27,34.15
2022-07-15,2022-28,35.41
2022-07-22,2022-29,34.11
2022-07-29,2022-30,34.32
2022-08-05,2022-31,34.45
2022-08-12,2022-32,34.38
2022-08-19,2022-33,34.25
2022-08-26,2022-34,33.92
2022-09-02,2022-35,33.47
2022-09-09,2022-36,32.41
2022-09-16,2022-37,32.38
2022-09-23,2022-38,32.08
2022-09-30,2022-39,31.65
2022-10-07,2022-40,31.77
2022-10-14,2022-41,31.73
2022-10-21,2022-42,31.35
2022-10-28,2022-43,30.88
2022-11-04,2022-44,30.38
2022-11-11,2022-45,30.86
2022-11-18,2022-46,30.72
2022-11-25,2022-47,30.75
2022-12-02,2022-48,30.75
2022-12-09,2022-49,30.95
2022-12-16,2022-50,30.56
2022-12-23,2022-51,30.16
2022-12-30,2022-52,29.38
2023-01-06,2023-1,30.04
2023-01-13,2023-2,30.14
2023-01-20,2023-3,29.79
2023-01-27,2023-4,29.94
2023-02-03,2023-5,30.05
2023-02-10,2023-6,30.62
2023-02-17,2023-7,30.6
2023-02-24,2023-8,29.19
2023-03-03,2023-9,25.48
2023-03-10,2023-10,27.09
2023-03-17,2023-11,30.35
2023-03-24,2023-12,31.49
2023-03-31,2023-13,32.26
2023-04-07,2023-14,32.59
2023-04-14,2023-15,32.33
2023-04-21,2023-16,33.9
2023-04-28,2023-17,33.34
2023-05-05,2023-18,34.3
2023-05-12,2023-19,34.19
2023-05-19,2023-20,39.28
2023-05-26,2023-21,39.96
2023-06-02,2023-22,40.14
2023-06-09,2023-23,40.02
2023-06-16,2023-24,41.68
2023-06-23,2023-25,41.52
2023-06-30,2023-26,43.96
2023-07-07,2023-27,47.95
2023-07-14,2023-28,48.13
2023-07-21,2023-29,47.89
2023-07-28,2023-30,46.45
2023-08-04,2023-31,47.72
2023-08-11,2023-32,48.01
2023-08-18,2023-33,47.12
2023-08-25,2023-34,46.6
2023-09-01,2023-35,52.97
2023-09-08,2023-36,59.71
2023-09-15,2023-37,58.8
2023-09-22,2023-38,58.93
2023-09-29,2023-39,59.37
2023-10-06,2023-40,61.21
2023-10-13,2023-41,60.45
2023-10-20,2023-42,61.33
2023-10-27,2023-43,59.9
2023-11-03,2023-44,60.21
2023-11-10,2023-45,60.19
2023-11-17,2023-46,59.53
2023-11-24,2023-47,60.15
2023-12-01,2023-48,61.3
2023-12-08,2023-49,61.5
2023-12-15,2023-50,61.67
2023-12-22,2023-51,62.25
2023-12-29,2023-52,61.75
2024-01-05,2024-1,63.42
2024-01-12,2024-2,63.17
2024-01-19,2024-3,61.9
2024-01-26,2024-4,60.73
2024-02-02,2024-5,61.18
2024-02-09,2024-6,61.36
2024-02-16,2024-7,60.56
2024-02-23,2024-8,60.71
2024-03-01,2024-9,60.44
2024-03-08,2024-10,63.36
2024-03-15,2024-11,76.0
2024-03-22,2024-12,82.09
2024-03-29,2024-13,86.15
2024-04-05,2024-14,83.08
2024-04-12,2024-15,83.06
2024-04-19,2024-16,81.54
2024-04-26,2024-17,81.31
2024-05-03,2024-18,79.9
2024-05-10,2024-19,79.21
2024-05-17,2024-20,78.04
2024-05-24,2024-21,76.94
2024-05-31,2024-22,75.93
2024-06-07,2024-23,75.02
2024-06-14,2024-24,73.56
2024-06-21,2024-25,76.5
2024-06-28,2024-26,74.56
2024-07-05,2024-27,76.92
2024-07-12,2024-28,77.9
2024-07-19,2024-29,75.74
2024-07-26,2024-30,74.33
2024-08-02,2024-31,73.93
2024-08-09,2024-32,74.59
2024-08-16,2024-33,73.68
2024-08-23,2024-34,73.22
2024-08-30,2024-35,72.24
2024-09-06,2024-36,71.65
2024-09-13,2024-37,73.65
2024-09-20,2024-38,71.47
2024-09-27,2024-39,70.84
2024-10-04,2024-40,71.09
2024-10-11,2024-41,71.71
2024-10-18,2024-42,71.08
2024-10-25,2024-43,70.35
2024-11-01,2024-44,69.66
2024-11-08,2024-45,70.46
2024-11-15,2024-46,70.38
2024-11-22,2024-47,70.69
2024-11-29,2024-48,70.31
2024-12-06,2024-49,69.77
2024-12-13,2024-50,68.85
2024-12-20,2024-51,69.23
2024-12-27,2024-52,70.08
2025-01-03,2025-1,72.5
2025-01-10,2025-2,69.98
2025-01-17,2025-3,68.3
2025-01-24,2025-4,67.09
2025-01-31,2025-5,63.84
2025-02-07,2025-6,64.62
2025-02-14,2025-7,64.13
2025-02-21,2025-8,63.11
2025-02-28,2025-9,64.76
2025-03-07,2025-10,64.12
2025-03-14,2025-11,62.73
2025-03-21,2025-12,63.74
2025-03-28,2025-13,72.45
2025-04-04,2025-14,67.85
2025-04-11,2025-15,69.67
2025-04-18,2025-16,70.58
2025-04-25,2025-17,73.09
2025-05-02,2025-18,74.03
2025-05-09,2025-19,74.59
2025-05-16,2025-20,73.52
2025-05-23,2025-21,71.23
2025-05-30,2025-22,73.39
2025-06-06,2025-23,72.05
2025-06-13,2025-24,70.89
2025-06-20,2025-25,70.95
2025-06-27,2025-26,69.12
2025-07-04,2025-27,69.43
2025-07-11,2025-28,70.57
2025-07-18,2025-29,67.57
2025-07-25,2025-30,65.17
2025-08-01,2025-31,63.74
2025-08-08,2025-32,65.96
2025-08-15,2025-33,64.73
2025-08-22,2025-34,66.23
2025-08-29,2025-35,65.83
2025-09-05,2025-36,65.66
2025-09-12,2025-37,64.85
2025-09-19,2025-38,59.99
2025-09-26,2025-39,58.15
2025-10-03,2025-40,60.46
2025-10-10,2025-41,62.62
